setores_de_bh;norm_media_com;norm_media_sem;norm_mediana_com;norm_mediana_sem;deslocamento_medio;deslocamento_maximo;setores_abaixo_de_0_05_com;setores_abaixo_de_0_05_sem;amplitude_usada_com;amplitude_usada_sem
5112;0.022204;0.084591;0.012816;0.048824;0.062387;0.737514;4514;2605;169532.47;44499.85
