;n_setores_OK;agua_adeq_100;pct_agua_adeq_100;esgoto_adeq_100;pct_esgoto_adeq_100;lixo_adeq_100;pct_lixo_adeq_100;saneamento_3_100;pct_saneamento_3_100;dados_7vars_100;pct_dados_7vars_100;coleta_lixo_100;pct_coleta_lixo_100
TOTAL_70_municipios;106281;77500;72.9;75854;71.4;65587;61.7;44193;41.6;89510;84.2;97259;91.5
