;n_setores;pop_total;n_crianca_0a4;n_pop_0a14;n_pop_15a59;n_idoso_60mais;n_idoso_70mais;pct_pop_0a14;pct_60mais;IEP;RDI;prop_70mais_entre_60mais
TOTAL_70_municipios;104108.0;52098073.0;2890194.0;9355983.0;34053410.0;8671829.0;3865861.0;17.96;16.65;92.7;25.5;44.6
