;n_setores;set_urbana;dom_urbana;set_rural;dom_rural;set_sem;dom_sem;pct_set_urbana;pct_set_rural
TOTAL_70_municipios;109032.0;106347.0;19285125.0;2607.0;172881.0;78.0;0.0;97.54;2.39
