;n_validos;q1;q3;iq;lim_inf;lim_sup;n_outliers;pct_outliers;p95;n_acima_p95;pct_acima_p95;iqr_nao_informativo
pct_agua_inad;106281;0.0;0.016666666666666666;0.016666666666666666;-0.025;0.04166666666666667;21476;20.21;0.7239057239057239;5314;5.0;True
pct_esgoto_inad;106280;0.0;0.023255813953488372;0.023255813953488372;-0.03488372093023256;0.05813953488372093;21158;19.91;0.7752012318148014;5314;5.0;True
pct_lixo_inad;106281;0.0;0.07142857142857142;0.07142857142857142;-0.10714285714285714;0.17857142857142855;19557;18.4;0.88;5310;5.0;True
razao_moradores;106281;2.4823529411764707;2.9316239316239314;0.44927099044746077;1.8084464555052795;3.605530417295123;3829;3.6;3.299651567944251;5314;5.0;False
pct_analfab;89527;0.012913805608644323;0.051666666666666666;0.03875286105802234;-0.045215485978389196;0.10979595825370018;4696;5.25;0.11173184357541899;4476;5.0;False
renda_media;106262;1735.3325;4755.1975;3019.8650000000002;-2794.4650000000006;9284.995;10850;10.21;12802.019;5314;5.0;False
pct_raca_pretpardind;106279;0.3561643835616438;0.7074598327673297;0.3512954492056859;-0.17077879024688503;1.2344030065758584;0;0.0;0.8540009595613433;5314;5.0;False
