classe_renda;CD_SETOR;NM_MUN;CD_MUN;NM_BAIRRO;regiao;e_favela;NM_FCU;renda_media_setor;renda_p50_mun;razao_mediana_mun;renda_lim_sup_mun;n_domicilios;populacao;pct_analfab;pct_raca_pretpardind;outlier_global;outlier_municipio;motivos
EXTREMO;355030832000202;São Paulo;3550308;;Sudeste;não;;140172.64;3108.9;45.1;20232.52;78.0;184;0.0;0.0598;True;True;
EXTREMO;261160605200257;Recife;2611606;Vasco da Gama;Nordeste;não;;67237.29;1778.67;37.8;13138.88;190.0;519;0.0267;0.5973;True;True;
EXTREMO;292740805090354;Salvador;2927408;Patamares;Nordeste;não;;61671.36;1637.87;37.7;8339.92;397.0;747;0.0284;0.3748;True;True;
EXTREMO;351880005000793;Guarulhos;3518800;São João;Sudeste;não;;65031.76;2361.56;27.5;9209.94;148.0;390;0.0129;0.4615;True;True;
EXTREMO;130260305110044;Manaus;1302603;Aleixo;Norte;não;;50802.73;1852.55;27.4;6265.62;159.0;562;0.0;0.2883;True;True;
EXTREMO;355030868000461;São Paulo;3550308;;Sudeste;não;;77468.68;3108.9;24.9;20232.52;73.0;187;0.0184;0.2406;True;True;
EXTREMO;355030883000206;São Paulo;3550308;;Sudeste;não;;73198.95;3108.9;23.5;20232.52;85.0;201;0.0;0.0746;True;True;
EXTREMO;292740805270142;Salvador;2927408;Barra;Nordeste;não;;37428.33;1637.87;22.9;8339.92;132.0;242;;0.4959;True;True;
EXTREMO;292740805070406;Salvador;2927408;Horto Florestal;Nordeste;não;;36765.67;1637.87;22.4;8339.92;92.0;301;0.012;0.3223;True;True;
EXTREMO;130260305130065;Manaus;1302603;Ponta Negra;Norte;não;;40720.0;1852.55;22.0;6265.62;81.0;229;0.0;0.3275;True;True;
EXTREMO;261160605230448;Recife;2611606;Cohab;Nordeste;não;;39151.35;1778.67;22.0;13138.88;211.0;615;0.0565;0.6878;True;True;
EXTREMO;211130005001268;São Luís;2111300;;Nordeste;não;;37914.19;1745.24;21.7;8425.68;215.0;577;0.0204;0.5199;True;True;
EXTREMO;330455705110034;Rio de Janeiro;3304557;Lagoa;Sudeste;não;;54926.08;2702.45;20.3;16100.61;148.0;402;0.0;0.0746;True;True;
EXTREMO;130260305130111;Manaus;1302603;Ponta Negra;Norte;não;;36276.19;1852.55;19.6;6265.62;106.0;319;0.0;0.4483;True;True;
EXTREMO;292740805270367;Salvador;2927408;Vitória;Nordeste;não;;31642.55;1637.87;19.3;8339.92;171.0;434;0.0131;0.3226;True;True;
EXTREMO;355030835000481;São Paulo;3550308;;Sudeste;não;;59642.86;3108.9;19.2;20232.52;8.0;11;0.0;0.0;True;True;
EXTREMO;230440005150146;Fortaleza;2304400;Papicu;Nordeste;não;;32466.4;1708.86;19.0;7273.3;147.0;367;0.0182;0.4768;True;True;
EXTREMO;130260305080282;Manaus;1302603;Ponta Negra;Norte;não;;34887.53;1852.55;18.8;6265.62;244.0;767;0.0;0.3937;True;True;
EXTREMO;292740805090341;Salvador;2927408;Patamares;Nordeste;não;;29446.94;1637.87;18.0;8339.92;134.0;453;0.0;0.3333;True;True;
EXTREMO;230440005150422;Fortaleza;2304400;Dionísio Torres;Nordeste;não;;30432.13;1708.86;17.8;7273.3;178.0;496;0.0111;0.4012;True;True;
EXTREMO;292740805270325;Salvador;2927408;Barra;Nordeste;não;;29098.22;1637.87;17.8;8339.92;57.0;179;;0.2235;True;True;
EXTREMO;292740805070344;Salvador;2927408;Horto Florestal;Nordeste;não;;28742.36;1637.87;17.5;8339.92;353.0;1217;;0.3229;True;True;
EXTREMO;130260305110351;Manaus;1302603;Nossa Senhora das Graças;Norte;não;;31466.12;1852.55;17.0;6265.62;114.0;313;;0.3578;True;True;
EXTREMO;240810205080034;Natal;2408102;Areia Preta;Nordeste;não;;34588.24;2035.34;17.0;11639.32;18.0;49;0.0;0.0;True;True;
EXTREMO;130260305110353;Manaus;1302603;Aleixo;Norte;não;;31125.56;1852.55;16.8;6265.62;108.0;396;;0.3535;True;True;
EXTREMO;292740805070343;Salvador;2927408;Horto Florestal;Nordeste;não;;27153.73;1637.87;16.6;8339.92;284.0;867;0.0045;0.3033;True;True;
EXTREMO;292740805070422;Salvador;2927408;Horto Florestal;Nordeste;não;;27254.84;1637.87;16.6;8339.92;31.0;113;;0.177;True;True;
EXTREMO;330455705231199;Rio de Janeiro;3304557;Campo Grande;Sudeste;não;;44886.68;2702.45;16.6;16100.61;132.0;349;0.0129;0.3983;True;True;
EXTREMO;355030832000249;São Paulo;3550308;;Sudeste;não;;50482.44;3108.9;16.2;20232.52;102.0;161;0.0;0.205;True;True;
EXTREMO;355030890000570;São Paulo;3550308;;Sudeste;não;;50227.34;3108.9;16.2;20232.52;44.0;100;0.0;0.11;True;True;
EXTREMO;292740805060478;Salvador;2927408;Pituba;Nordeste;não;;26141.53;1637.87;16.0;8339.92;94.0;310;0.0;0.329;True;True;
EXTREMO;330455705291082;Rio de Janeiro;3304557;Barra da Tijuca;Sudeste;não;;43179.7;2702.45;16.0;16100.61;64.0;203;0.0;0.0443;True;True;
EXTREMO;292740805070345;Salvador;2927408;Horto Florestal;Nordeste;não;;25829.89;1637.87;15.8;8339.92;315.0;1013;;0.3129;True;True;
EXTREMO;355030835000220;São Paulo;3550308;;Sudeste;não;;49141.54;3108.9;15.8;20232.52;66.0;137;0.0;0.1095;True;True;
EXTREMO;150080005000676;Ananindeua;1500800;;Norte;não;;27854.05;1772.53;15.7;6318.54;129.0;339;;0.587;True;True;
EXTREMO;130260305130071;Manaus;1302603;Ponta Negra;Norte;não;;28824.65;1852.55;15.6;6265.62;147.0;460;0.0;0.25;True;True;
EXTREMO;355030832000275;São Paulo;3550308;;Sudeste;não;;47815.84;3108.9;15.4;20232.52;72.0;179;;0.1564;True;True;
EXTREMO;292740805090355;Salvador;2927408;Patamares;Nordeste;não;;24969.65;1637.87;15.2;8339.92;217.0;476;0.0247;0.2962;True;True;
EXTREMO;292740805060317;Salvador;2927408;Itaigara;Nordeste;não;;24778.74;1637.87;15.1;8339.92;49.0;144;0.0;0.2153;True;True;
EXTREMO;330455705090287;Rio de Janeiro;3304557;Glória;Sudeste;não;;40862.33;2702.45;15.1;16100.61;165.0;274;;0.2628;True;True;
EXTREMO;230440005200421;Fortaleza;2304400;Cambeba;Nordeste;não;;25482.18;1708.86;14.9;7273.3;201.0;451;;0.4102;True;True;
EXTREMO;310620005620422;Belo Horizonte;3106200;Belvedere;Sudeste;não;;45385.44;3060.31;14.8;17598.99;171.0;489;0.0;0.0961;True;True;
EXTREMO;230440005190066;Fortaleza;2304400;Cocó;Nordeste;não;;24872.49;1708.86;14.6;7273.3;278.0;759;0.0082;0.2964;True;True;
EXTREMO;355030845000388;São Paulo;3550308;;Sudeste;não;;45250.3;3108.9;14.6;20232.52;120.0;209;;0.0957;True;True;
EXTREMO;130260305130187;Manaus;1302603;Ponta Negra;Norte;não;;26778.35;1852.55;14.5;6265.62;64.0;209;;0.4402;True;True;
EXTREMO;292740805060347;Salvador;2927408;Imbuí;Nordeste;não;;23588.55;1637.87;14.4;8339.92;342.0;1044;;0.5718;True;True;
EXTREMO;355030802000120;São Paulo;3550308;;Sudeste;não;;44802.58;3108.9;14.4;20232.52;81.0;207;0.0;0.0725;True;True;
EXTREMO;261160605210338;Recife;2611606;Ilha do Retiro;Nordeste;não;;25428.74;1778.67;14.3;13138.88;263.0;788;;0.1891;True;True;
EXTREMO;355030835000292;São Paulo;3550308;;Sudeste;não;;43930.3;3108.9;14.1;20232.52;159.0;374;;0.1016;True;True;
EXTREMO;292740805070326;Salvador;2927408;Horto Florestal;Nordeste;não;;22399.56;1637.87;13.7;8339.92;104.0;290;0.0;0.2724;True;True;
EXTREMO;292740805220527;Salvador;2927408;Resgate;Nordeste;não;;22377.49;1637.87;13.7;8339.92;186.0;499;0.0067;0.7515;True;True;
EXTREMO;355030885000171;São Paulo;3550308;;Sudeste;não;;42725.41;3108.9;13.7;20232.52;209.0;444;;0.0203;True;True;
EXTREMO;230440005150092;Fortaleza;2304400;Meireles;Nordeste;não;;23231.53;1708.86;13.6;7273.3;200.0;545;;0.3303;True;True;
EXTREMO;261160605230409;Recife;2611606;Boa Viagem;Nordeste;não;;24206.84;1778.67;13.6;13138.88;114.0;274;0.0159;0.2555;True;True;
EXTREMO;355030862000192;São Paulo;3550308;;Sudeste;não;;42222.32;3108.9;13.6;20232.52;130.0;200;0.0;0.065;True;True;
EXTREMO;292740805090196;Salvador;2927408;Patamares;Nordeste;não;;22184.41;1637.87;13.5;8339.92;125.0;462;;0.303;True;True;
EXTREMO;292740805270368;Salvador;2927408;Vitória;Nordeste;não;;22126.2;1637.87;13.5;8339.92;206.0;493;0.0199;0.3489;True;True;
EXTREMO;330455705291282;Rio de Janeiro;3304557;Barra da Tijuca;Sudeste;não;;36529.82;2702.45;13.5;16100.61;172.0;576;;0.0417;True;True;
EXTREMO;355030806000073;São Paulo;3550308;;Sudeste;não;;42000.56;3108.9;13.5;20232.52;180.0;391;0.0;0.1125;True;True;
EXTREMO;355030851000151;São Paulo;3550308;;Sudeste;não;;42024.04;3108.9;13.5;20232.52;120.0;338;;0.142;True;True;
EXTREMO;292740805070269;Salvador;2927408;Horto Florestal;Nordeste;não;;21933.81;1637.87;13.4;8339.92;131.0;390;;0.259;True;True;
EXTREMO;292740805070273;Salvador;2927408;Horto Florestal;Nordeste;não;;22001.39;1637.87;13.4;8339.92;151.0;433;;0.2309;True;True;
EXTREMO;530010805360095;Brasília;5300108;;Centro-Oeste;não;;47190.48;3518.5;13.4;22934.66;42.0;139;0.0;0.2662;True;True;
EXTREMO;230440005150094;Fortaleza;2304400;Meireles;Nordeste;não;;22532.47;1708.86;13.2;7273.3;455.0;943;0.0069;0.21;True;True;
EXTREMO;292740805070324;Salvador;2927408;Horto Florestal;Nordeste;não;;21628.03;1637.87;13.2;8339.92;266.0;757;0.0;0.3303;True;True;
EXTREMO;230440005190029;Fortaleza;2304400;Cocó;Nordeste;não;;22387.95;1708.86;13.1;7273.3;60.0;190;0.0;0.3211;True;True;
EXTREMO;261160605230744;Recife;2611606;Imbiribeira;Nordeste;não;;23280.25;1778.67;13.1;13138.88;166.0;625;0.0066;0.3056;True;True;
EXTREMO;292740805230238;Salvador;2927408;Mussurunga;Nordeste;não;;21384.1;1637.87;13.1;8339.92;382.0;1345;0.0097;0.5234;True;True;
EXTREMO;130260305110336;Manaus;1302603;Adrianópolis;Norte;não;;24120.14;1852.55;13.0;6265.62;165.0;462;0.0;0.2922;True;True;
EXTREMO;261160605200669;Recife;2611606;Monteiro;Nordeste;não;;22881.71;1778.67;12.9;13138.88;266.0;869;0.0213;0.2716;True;True;
EXTREMO;292740805090268;Salvador;2927408;Pituaçu;Nordeste;não;;21160.27;1637.87;12.9;8339.92;406.0;1196;0.0033;0.5334;True;True;
EXTREMO;330455705291044;Rio de Janeiro;3304557;Vargem Pequena;Sudeste;não;;34991.46;2702.45;12.9;16100.61;72.0;195;0.0;0.2564;True;True;
EXTREMO;355030815000071;São Paulo;3550308;;Sudeste;não;;40136.19;3108.9;12.9;20232.52;105.0;216;;0.162;True;True;
EXTREMO;355030832000165;São Paulo;3550308;;Sudeste;não;;40230.74;3108.9;12.9;20232.52;102.0;378;;0.0476;True;True;
EXTREMO;355030838000362;São Paulo;3550308;;Sudeste;não;;40258.36;3108.9;12.9;20232.52;86.0;211;;0.2085;True;True;
EXTREMO;355030815000258;São Paulo;3550308;;Sudeste;não;;39652.59;3108.9;12.8;20232.52;107.0;336;0.0;0.0536;True;True;
EXTREMO;355030815000288;São Paulo;3550308;;Sudeste;não;;39691.29;3108.9;12.8;20232.52;109.0;261;0.0213;0.2031;True;True;
EXTREMO;355030871000113;São Paulo;3550308;;Sudeste;não;;39839.35;3108.9;12.8;20232.52;158.0;501;;0.0998;True;True;
EXTREMO;355030877000232;São Paulo;3550308;;Sudeste;não;;39689.33;3108.9;12.8;20232.52;129.0;277;0.0;0.1552;True;True;
EXTREMO;261160605230534;Recife;2611606;Boa Viagem;Nordeste;não;;22589.68;1778.67;12.7;13138.88;248.0;696;;0.1767;True;True;
EXTREMO;355030835000450;São Paulo;3550308;;Sudeste;não;;39611.2;3108.9;12.7;20232.52;95.0;278;0.0;0.036;True;True;
EXTREMO;261160605180131;Recife;2611606;Santo Amaro;Nordeste;não;;22352.5;1778.67;12.6;13138.88;152.0;514;0.0;0.2218;True;True;
EXTREMO;330455705291281;Rio de Janeiro;3304557;Barra da Tijuca;Sudeste;não;;34176.82;2702.45;12.6;16100.61;137.0;477;;0.1216;True;True;
EXTREMO;355030854000102;São Paulo;3550308;;Sudeste;não;;39025.42;3108.9;12.6;20232.52;115.0;285;;0.0;True;True;
EXTREMO;130260305130070;Manaus;1302603;Ponta Negra;Norte;não;;23073.74;1852.55;12.5;6265.62;107.0;214;0.0;0.6308;True;True;
EXTREMO;292740805060319;Salvador;2927408;Itaigara;Nordeste;não;;20458.41;1637.87;12.5;8339.92;100.0;306;;0.2712;True;True;
EXTREMO;431490205002838;Porto Alegre;4314902;Auxiliadora;Sul;não;;49759.69;3986.89;12.5;20311.57;178.0;438;0.0;0.0068;True;True;
EXTREMO;292740805060100;Salvador;2927408;Caminho das Árvores;Nordeste;não;;20295.71;1637.87;12.4;8339.92;349.0;876;0.004;0.3562;True;True;
EXTREMO;292740805090198;Salvador;2927408;Patamares;Nordeste;não;;20350.05;1637.87;12.4;8339.92;94.0;347;;0.3718;True;True;
EXTREMO;240810205070222;Natal;2408102;Ponta Negra;Nordeste;não;;25118.5;2035.34;12.3;11639.32;346.0;1000;0.0037;0.316;True;True;
EXTREMO;292740805270200;Salvador;2927408;Vitória;Nordeste;não;;20117.01;1637.87;12.3;8339.92;181.0;431;0.0077;0.2831;True;True;
EXTREMO;351880005001474;Guarulhos;3518800;Vila Galvão;Sudeste;não;;28972.4;2361.56;12.3;9209.94;88.0;267;;0.1049;True;True;
EXTREMO;355030826000235;São Paulo;3550308;;Sudeste;não;;38103.22;3108.9;12.3;20232.52;165.0;321;;0.1059;True;True;
EXTREMO;355030883000416;São Paulo;3550308;;Sudeste;não;;38322.45;3108.9;12.3;20232.52;109.0;299;;0.0569;True;True;
EXTREMO;292740805270238;Salvador;2927408;Ondina;Nordeste;não;;19927.76;1637.87;12.2;8339.92;103.0;269;0.0;0.223;True;True;
EXTREMO;330455705291272;Rio de Janeiro;3304557;Barra da Tijuca;Sudeste;não;;32995.63;2702.45;12.2;16100.61;44.0;118;0.0;0.0424;True;True;
EXTREMO;330455705291285;Rio de Janeiro;3304557;Barra da Tijuca;Sudeste;não;;32976.28;2702.45;12.2;16100.61;81.0;254;0.0;0.1496;True;True;
EXTREMO;230440005150154;Fortaleza;2304400;Mucuripe;Nordeste;não;;20698.11;1708.86;12.1;7273.3;286.0;724;0.0078;0.2541;True;True;
EXTREMO;230440005190079;Fortaleza;2304400;Cocó;Nordeste;não;;20661.94;1708.86;12.1;7273.3;199.0;534;;0.2865;True;True;
EXTREMO;261160605180057;Recife;2611606;São José;Nordeste;não;;21452.21;1778.67;12.1;13138.88;139.0;467;0.016;0.2912;True;True;
EXTREMO;292740805270351;Salvador;2927408;Federação;Nordeste;não;;19810.53;1637.87;12.1;8339.92;20.0;66;;0.3788;True;True;
EXTREMO;292740805070341;Salvador;2927408;Horto Florestal;Nordeste;não;;19592.56;1637.87;12.0;8339.92;255.0;700;0.0075;0.35;True;True;
EXTREMO;261160605230513;Recife;2611606;Boa Viagem;Nordeste;não;;21213.39;1778.67;11.9;13138.88;205.0;501;;0.2176;True;True;
EXTREMO;355030806000111;São Paulo;3550308;;Sudeste;não;;36955.67;3108.9;11.9;20232.52;98.0;352;0.0;0.0852;True;True;
EXTREMO;355030835000431;São Paulo;3550308;;Sudeste;não;;36884.35;3108.9;11.9;20232.52;64.0;184;0.0;0.0707;True;True;
EXTREMO;355030880000228;São Paulo;3550308;;Sudeste;não;;36863.83;3108.9;11.9;20232.52;105.0;328;;0.122;True;True;
EXTREMO;270430205060186;Maceió;2704302;Jatiúca;Nordeste;não;;20246.43;1721.69;11.8;8099.28;196.0;545;0.0065;0.2202;True;True;
EXTREMO;520870705130073;Goiânia;5208707;;Centro-Oeste;não;;36691.5;3112.75;11.8;13875.71;343.0;839;;0.2467;True;True;
EXTREMO;150140250000126;Belém;1501402;Mangueirão;Norte;não;;21160.24;1802.79;11.7;8315.28;195.0;742;;0.4474;True;True;
EXTREMO;292740805070342;Salvador;2927408;Horto Florestal;Nordeste;não;;19233.42;1637.87;11.7;8339.92;45.0;119;0.0;0.2689;True;True;
EXTREMO;355030894000225;São Paulo;3550308;;Sudeste;não;;36298.9;3108.9;11.7;20232.52;102.0;279;;0.1649;True;True;
EXTREMO;261160605230149;Recife;2611606;Boa Viagem;Nordeste;não;;20671.61;1778.67;11.6;13138.88;157.0;422;0.0082;0.2156;True;True;
EXTREMO;292740805220794;Salvador;2927408;Saboeiro;Nordeste;não;;19060.99;1637.87;11.6;8339.92;310.0;846;0.0095;0.8014;True;True;
EXTREMO;355030832000065;São Paulo;3550308;;Sudeste;não;;36118.53;3108.9;11.6;20232.52;83.0;205;0.0;0.0634;True;True;
EXTREMO;355030854000101;São Paulo;3550308;;Sudeste;não;;36209.01;3108.9;11.6;20232.52;108.0;266;0.0;0.0489;True;True;
EXTREMO;355030854000134;São Paulo;3550308;;Sudeste;não;;36138.63;3108.9;11.6;20232.52;135.0;363;0.0;0.0799;True;True;
EXTREMO;500270405070145;Campo Grande;5002704;Carandá;Centro-Oeste;não;;31837.21;2744.05;11.6;10591.42;129.0;369;0.0;0.0678;True;True;
EXTREMO;211130005001267;São Luís;2111300;;Nordeste;não;;20088.89;1745.24;11.5;8425.68;36.0;127;0.0;0.3307;True;True;
EXTREMO;211130005001650;São Luís;2111300;;Nordeste;não;;20059.72;1745.24;11.5;8425.68;197.0;534;0.0;0.3483;True;True;
EXTREMO;292740805060377;Salvador;2927408;Pituba;Nordeste;não;;18788.0;1637.87;11.5;8339.92;274.0;744;;0.379;True;True;
EXTREMO;292740805090253;Salvador;2927408;Patamares;Nordeste;não;;18591.8;1637.87;11.4;8339.92;339.0;1174;;0.431;True;True;
EXTREMO;292740805270324;Salvador;2927408;Barra;Nordeste;não;;18708.89;1637.87;11.4;8339.92;112.0;277;;0.2419;True;True;
EXTREMO;130260305130076;Manaus;1302603;Ponta Negra;Norte;não;;20955.92;1852.55;11.3;6265.62;53.0;191;0.0175;0.356;True;True;
EXTREMO;211130005001133;São Luís;2111300;;Nordeste;não;;19666.78;1745.24;11.3;8425.68;79.0;211;;0.4171;True;True;
EXTREMO;211130005001568;São Luís;2111300;;Nordeste;não;;19685.66;1745.24;11.3;8425.68;251.0;686;0.0122;0.3513;True;True;
EXTREMO;261160605210051;Recife;2611606;Torre;Nordeste;não;;20087.35;1778.67;11.3;13138.88;189.0;585;0.0105;0.2359;True;True;
EXTREMO;261160605210475;Recife;2611606;Madalena;Nordeste;não;;20093.61;1778.67;11.3;13138.88;174.0;506;0.0;0.332;True;True;
EXTREMO;261160605230505;Recife;2611606;Boa Viagem;Nordeste;não;;20173.75;1778.67;11.3;13138.88;239.0;573;0.0;0.1414;True;True;
EXTREMO;261160605230631;Recife;2611606;Boa Viagem;Nordeste;não;;20157.61;1778.67;11.3;13138.88;169.0;418;;0.1818;True;True;
EXTREMO;292740805090265;Salvador;2927408;Pituaçu;Nordeste;não;;18544.47;1637.87;11.3;8339.92;439.0;1366;;0.4839;True;True;
EXTREMO;330170205000174;Duque de Caxias;3301702;Bar dos Cavalheiros;Sudeste;não;;20733.54;1832.16;11.3;4394.04;53.0;119;;0.5882;True;True;
EXTREMO;355030832000031;São Paulo;3550308;;Sudeste;não;;35019.01;3108.9;11.3;20232.52;183.0;432;;0.0856;True;True;
EXTREMO;431490205002258;Porto Alegre;4314902;Rio Branco;Sul;não;;44895.68;3986.89;11.3;20311.57;200.0;450;0.0;0.0289;True;True;
EXTREMO;292740805070323;Salvador;2927408;Horto Florestal;Nordeste;não;;18374.22;1637.87;11.2;8339.92;109.0;301;;0.3522;True;True;
EXTREMO;292740805220683;Salvador;2927408;Cabula;Nordeste;não;;18419.25;1637.87;11.2;8339.92;284.0;740;;0.7446;True;True;
EXTREMO;292740805270267;Salvador;2927408;Ondina;Nordeste;não;;18410.28;1637.87;11.2;8339.92;232.0;543;;0.3149;True;True;
EXTREMO;330455705090191;Rio de Janeiro;3304557;Flamengo;Sudeste;não;;30343.1;2702.45;11.2;16100.61;50.0;152;0.0;0.1184;True;True;
EXTREMO;330455705110312;Rio de Janeiro;3304557;São Conrado;Sudeste;não;;30196.61;2702.45;11.2;16100.61;215.0;571;;0.056;True;True;
EXTREMO;355030883000187;São Paulo;3550308;;Sudeste;não;;34796.51;3108.9;11.2;20232.52;101.0;279;;0.0573;True;True;
EXTREMO;355030883000274;São Paulo;3550308;;Sudeste;não;;34812.5;3108.9;11.2;20232.52;130.0;399;0.0;0.0902;True;True;
EXTREMO;530010805160234;Brasília;5300108;;Centro-Oeste;não;;39304.77;3518.5;11.2;22934.66;290.0;881;0.0048;0.3144;True;True;
EXTREMO;130260305110180;Manaus;1302603;Adrianópolis;Norte;não;;20636.66;1852.55;11.1;6265.62;188.0;527;;0.3624;True;True;
EXTREMO;230440005190221;Fortaleza;2304400;Guararapes;Nordeste;não;;18944.93;1708.86;11.1;7273.3;153.0;488;;0.4057;True;True;
EXTREMO;240810205080190;Natal;2408102;Areia Preta;Nordeste;não;;22560.78;2035.34;11.1;11639.32;247.0;761;0.0065;0.1971;True;True;
EXTREMO;261160605200324;Recife;2611606;Casa Forte;Nordeste;não;;19725.64;1778.67;11.1;13138.88;274.0;791;0.0;0.1997;True;True;
EXTREMO;270430205060183;Maceió;2704302;Jatiúca;Nordeste;não;;19179.47;1721.69;11.1;8099.28;239.0;730;0.0066;0.2685;True;True;
EXTREMO;330455705110128;Rio de Janeiro;3304557;Ipanema;Sudeste;não;;30127.5;2702.45;11.1;16100.61;181.0;453;;0.0993;True;True;
EXTREMO;330455705250242;Rio de Janeiro;3304557;Portuguesa;Sudeste;não;;29873.41;2702.45;11.1;16100.61;206.0;485;;0.5258;True;True;
EXTREMO;355030883000260;São Paulo;3550308;;Sudeste;não;;34358.72;3108.9;11.1;20232.52;146.0;491;;0.0428;True;True;
EXTREMO;355030883000331;São Paulo;3550308;;Sudeste;não;;34652.59;3108.9;11.1;20232.52;98.0;303;0.0;0.0891;True;True;
EXTREMO;211130005001648;São Luís;2111300;;Nordeste;não;;19112.97;1745.24;11.0;8425.68;233.0;680;0.0056;0.35;True;True;
EXTREMO;292740805090213;Salvador;2927408;Piatã;Nordeste;não;;17998.99;1637.87;11.0;8339.92;364.0;1178;0.0072;0.4117;True;True;
EXTREMO;330455705110310;Rio de Janeiro;3304557;São Conrado;Sudeste;não;;29604.05;2702.45;11.0;16100.61;266.0;648;;0.0664;True;True;
EXTREMO;355030835000271;São Paulo;3550308;;Sudeste;não;;34194.22;3108.9;11.0;20232.52;121.0;274;;0.0365;True;True;
EXTREMO;355030883000183;São Paulo;3550308;;Sudeste;não;;34125.23;3108.9;11.0;20232.52;100.0;289;0.0;0.0623;True;True;
EXTREMO;530010805360249;Brasília;5300108;;Centro-Oeste;não;;38864.01;3518.5;11.0;22934.66;182.0;269;;0.4535;True;True;
EXTREMO;130260305110042;Manaus;1302603;Aleixo;Norte;não;;20105.79;1852.55;10.9;6265.62;234.0;820;0.0042;0.3671;True;True;
EXTREMO;211130005001132;São Luís;2111300;;Nordeste;não;;18968.25;1745.24;10.9;8425.68;205.0;596;;0.354;True;True;
EXTREMO;230440005150155;Fortaleza;2304400;Mucuripe;Nordeste;não;;18557.63;1708.86;10.9;7273.3;220.0;562;0.0;0.3434;True;True;
EXTREMO;261160605180136;Recife;2611606;Santo Amaro;Nordeste;não;;19385.27;1778.67;10.9;13138.88;165.0;492;0.0;0.2744;True;True;
EXTREMO;261160605200634;Recife;2611606;Parnamirim;Nordeste;não;;19335.02;1778.67;10.9;13138.88;116.0;341;0.0103;0.2199;True;True;
EXTREMO;292740805070325;Salvador;2927408;Horto Florestal;Nordeste;não;;17909.67;1637.87;10.9;8339.92;308.0;854;;0.3384;True;True;
EXTREMO;292740805070421;Salvador;2927408;Brotas;Nordeste;não;;17825.58;1637.87;10.9;8339.92;101.0;273;0.0127;0.5092;True;True;
EXTREMO;330455705290103;Rio de Janeiro;3304557;Barra da Tijuca;Sudeste;não;;29497.56;2702.45;10.9;16100.61;198.0;341;;0.0645;True;True;
EXTREMO;355030835000375;São Paulo;3550308;;Sudeste;não;;33901.64;3108.9;10.9;20232.52;107.0;338;0.0;0.0799;True;True;
EXTREMO;355030835000403;São Paulo;3550308;;Sudeste;não;;33907.62;3108.9;10.9;20232.52;174.0;319;0.0;0.1442;True;True;
EXTREMO;261160605200418;Recife;2611606;Monteiro;Nordeste;não;;19272.41;1778.67;10.8;13138.88;227.0;752;0.0074;0.2513;True;True;
EXTREMO;291080005060167;Feira de Santana;2910800;Papagaio;Nordeste;não;;18908.2;1753.99;10.8;6770.95;61.0;220;0.0;0.5318;True;True;
EXTREMO;292740805070212;Salvador;2927408;Candeal;Nordeste;não;;17684.67;1637.87;10.8;8339.92;228.0;637;0.0;0.2967;True;True;
EXTREMO;355030854000103;São Paulo;3550308;;Sudeste;não;;33625.12;3108.9;10.8;20232.52;62.0;202;;0.0248;True;True;
EXTREMO;355030860000153;São Paulo;3550308;;Sudeste;não;;33606.53;3108.9;10.8;20232.52;116.0;294;0.0;0.1293;True;True;
EXTREMO;355030862000253;São Paulo;3550308;;Sudeste;não;;33700.93;3108.9;10.8;20232.52;122.0;433;0.0;0.0139;True;True;
EXTREMO;292740805070346;Salvador;2927408;Horto Florestal;Nordeste;não;;17525.45;1637.87;10.7;8339.92;194.0;494;;0.2672;True;True;
EXTREMO;292740805090339;Salvador;2927408;Patamares;Nordeste;não;;17565.11;1637.87;10.7;8339.92;291.0;930;;0.472;True;True;
EXTREMO;292740805270239;Salvador;2927408;Ondina;Nordeste;não;;17521.19;1637.87;10.7;8339.92;119.0;306;0.0;0.3922;True;True;
EXTREMO;355030832000412;São Paulo;3550308;;Sudeste;não;;33233.54;3108.9;10.7;20232.52;156.0;428;;0.0584;True;True;
EXTREMO;355030835000449;São Paulo;3550308;;Sudeste;não;;33364.71;3108.9;10.7;20232.52;200.0;336;;0.0595;True;True;
EXTREMO;230440005190065;Fortaleza;2304400;Cocó;Nordeste;não;;18094.43;1708.86;10.6;7273.3;438.0;1194;0.0039;0.3124;True;True;
EXTREMO;261160605200119;Recife;2611606;Jaqueira;Nordeste;não;;18765.3;1778.67;10.6;13138.88;179.0;522;;0.2107;True;True;
EXTREMO;261160605230403;Recife;2611606;Boa Viagem;Nordeste;não;;18779.97;1778.67;10.6;13138.88;251.0;665;;0.191;True;True;
EXTREMO;261160605230495;Recife;2611606;Boa Viagem;Nordeste;não;;18910.55;1778.67;10.6;13138.88;302.0;922;0.0052;0.1855;True;True;
EXTREMO;292740805070286;Salvador;2927408;Candeal;Nordeste;não;;17321.58;1637.87;10.6;8339.92;117.0;319;0.0;0.2759;True;True;
EXTREMO;292740805270177;Salvador;2927408;Centro;Nordeste;não;;17374.34;1637.87;10.6;8339.92;227.0;522;;0.3697;True;True;
EXTREMO;330455705291273;Rio de Janeiro;3304557;Barra da Tijuca;Sudeste;não;;28724.57;2702.45;10.6;16100.61;86.0;246;0.0;0.0976;True;True;
EXTREMO;355030860000468;São Paulo;3550308;;Sudeste;não;;32816.01;3108.9;10.6;20232.52;76.0;232;;0.0302;True;True;
