classe_renda;CD_SETOR;NM_MUN;CD_MUN;NM_BAIRRO;regiao;e_favela;NM_FCU;renda_media_setor;renda_p50_mun;razao_mediana_mun;renda_lim_sup_mun;n_domicilios;populacao;pct_analfab;pct_raca_pretpardind;outlier_global;outlier_municipio;motivos
EXTREMO;330455705291176;Rio de Janeiro;3304557;Barra da Tijuca;Sudeste;não;;16648.81;2702.45;6.2;16100.61;154.0;343;0.0;0.0729;True;True;
EXTREMO;330455705291231;Rio de Janeiro;3304557;Barra da Tijuca;Sudeste;não;;16833.63;2702.45;6.2;16100.61;56.0;137;0.0;0.1095;True;True;
EXTREMO;330455705291289;Rio de Janeiro;3304557;Barra da Tijuca;Sudeste;não;;16830.92;2702.45;6.2;16100.61;70.0;202;0.0;0.0347;True;True;
EXTREMO;350950205001447;Campinas;3509502;;Sudeste;não;;21102.56;3391.86;6.2;16181.01;190.0;577;0.0139;0.1872;True;True;
EXTREMO;350950205002368;Campinas;3509502;;Sudeste;não;;20985.73;3391.86;6.2;16181.01;181.0;585;0.0136;0.1214;True;True;
EXTREMO;351880005001206;Guarulhos;3518800;Centro;Sudeste;não;;14678.63;2361.56;6.2;9209.94;118.0;339;;0.2124;True;True;
EXTREMO;351880005001673;Guarulhos;3518800;Vila Augusta;Sudeste;não;;14566.0;2361.56;6.2;9209.94;116.0;416;0.0152;0.1995;True;True;
EXTREMO;354870805001460;São Bernardo do Campo;3548708;Centro;Sudeste;não;;21017.7;3371.95;6.2;14607.28;111.0;365;0.0;0.1753;True;True;
EXTREMO;520870705130059;Goiânia;5208707;;Centro-Oeste;não;;19431.62;3112.75;6.2;13875.71;187.0;552;;0.1721;True;True;
EXTREMO;130260305110363;Manaus;1302603;Dom Pedro I;Norte;não;;11291.19;1852.55;6.1;6265.62;116.0;299;0.0;0.6054;False;True;
EXTREMO;130260305130068;Manaus;1302603;Ponta Negra;Norte;não;;11220.57;1852.55;6.1;6265.62;118.0;349;;0.447;False;True;
EXTREMO;130260305130143;Manaus;1302603;Tarumã-Açu;Norte;não;;11300.25;1852.55;6.1;6265.62;169.0;578;0.0095;0.6609;False;True;
EXTREMO;150140205000065;Belém;1501402;Nazaré;Norte;não;;10927.71;1802.79;6.1;8315.28;225.0;644;0.0051;0.4472;False;True;
EXTREMO;150140205000100;Belém;1501402;Umarizal;Norte;não;;11061.09;1802.79;6.1;8315.28;328.0;866;0.0106;0.4977;False;True;
EXTREMO;150140205000109;Belém;1501402;Umarizal;Norte;não;;10919.81;1802.79;6.1;8315.28;220.0;625;0.0125;0.5152;False;True;
EXTREMO;150140205000170;Belém;1501402;Marco;Norte;não;;11014.99;1802.79;6.1;8315.28;348.0;969;0.0084;0.5924;False;True;
EXTREMO;211130005000163;São Luís;2111300;;Nordeste;não;;10653.62;1745.24;6.1;8425.68;324.0;782;;0.4322;False;True;
EXTREMO;211130005001680;São Luís;2111300;;Nordeste;não;;10610.41;1745.24;6.1;8425.68;185.0;438;0.0108;0.5091;False;True;
EXTREMO;221100105060023;Teresina;2211001;Frei Serafim;Nordeste;não;;11603.79;1913.0;6.1;8229.75;360.0;1073;0.0067;0.3989;False;True;
EXTREMO;221100105070301;Teresina;2211001;Horto;Nordeste;não;;11662.42;1913.0;6.1;8229.75;400.0;994;0.0;0.4829;False;True;
EXTREMO;230440005150071;Fortaleza;2304400;Aldeota;Nordeste;não;;10486.53;1708.86;6.1;7273.3;237.0;543;0.0081;0.3352;False;True;
EXTREMO;230440005150160;Fortaleza;2304400;Mucuripe;Nordeste;não;;10481.7;1708.86;6.1;7273.3;403.0;973;0.0048;0.3895;False;True;
EXTREMO;230440005150418;Fortaleza;2304400;Dionísio Torres;Nordeste;não;;10409.22;1708.86;6.1;7273.3;199.0;546;0.0183;0.3645;False;True;
EXTREMO;230440005150427;Fortaleza;2304400;Dionísio Torres;Nordeste;não;;10423.36;1708.86;6.1;7273.3;229.0;642;;0.4221;False;True;
EXTREMO;230440005170324;Fortaleza;2304400;Fátima;Nordeste;não;;10443.91;1708.86;6.1;7273.3;198.0;545;0.0163;0.4642;False;True;
EXTREMO;230440005190100;Fortaleza;2304400;Cocó;Nordeste;não;;10381.47;1708.86;6.1;7273.3;287.0;709;;0.4231;False;True;
EXTREMO;230440005200219;Fortaleza;2304400;Parque Iracema;Nordeste;não;;10413.03;1708.86;6.1;7273.3;331.0;861;;0.446;False;True;
EXTREMO;230440005200287;Fortaleza;2304400;José de Alencar;Nordeste;não;;10484.8;1708.86;6.1;7273.3;315.0;1019;0.0152;0.5034;False;True;
EXTREMO;240810205070193;Natal;2408102;Lagoa Nova;Nordeste;não;;12323.1;2035.34;6.1;11639.32;310.0;778;0.0151;0.2725;False;True;
EXTREMO;270430205060032;Maceió;2704302;Pajuçara;Nordeste;não;;10552.37;1721.69;6.1;8099.28;132.0;319;;0.3699;False;True;
EXTREMO;270430205060110;Maceió;2704302;Ponta Verde;Nordeste;não;;10422.26;1721.69;6.1;8099.28;256.0;635;0.0087;0.348;False;True;
EXTREMO;270430205060130;Maceió;2704302;Pajuçara;Nordeste;não;;10540.99;1721.69;6.1;8099.28;238.0;594;0.0138;0.4125;False;True;
EXTREMO;270430205060160;Maceió;2704302;Ponta Verde;Nordeste;não;;10438.66;1721.69;6.1;8099.28;267.0;577;0.006;0.4055;False;True;
EXTREMO;270430205060184;Maceió;2704302;Jatiúca;Nordeste;não;;10539.0;1721.69;6.1;8099.28;145.0;283;;0.364;False;True;
EXTREMO;270430205080138;Maceió;2704302;Farol;Nordeste;não;;10564.75;1721.69;6.1;8099.28;265.0;821;0.0093;0.3764;False;True;
EXTREMO;291080005090101;Feira de Santana;2910800;Santa Mônica;Nordeste;não;;10775.65;1753.99;6.1;6770.95;301.0;757;0.0137;0.5099;False;True;
EXTREMO;292740805060090;Salvador;2927408;Pituba;Nordeste;não;;9999.75;1637.87;6.1;8339.92;541.0;1022;0.0086;0.363;False;True;
EXTREMO;292740805060146;Salvador;2927408;STIEP;Nordeste;não;;9947.97;1637.87;6.1;8339.92;356.0;854;0.004;0.5316;False;True;
EXTREMO;292740805060495;Salvador;2927408;Jardim Armação;Nordeste;não;;9976.84;1637.87;6.1;8339.92;203.0;376;0.0088;0.4867;False;True;
EXTREMO;292740805070297;Salvador;2927408;Brotas;Nordeste;não;;9959.91;1637.87;6.1;8339.92;241.0;514;0.0092;0.5233;False;True;
EXTREMO;292740805270021;Salvador;2927408;Federação;Nordeste;não;;10067.0;1637.87;6.1;8339.92;30.0;62;0.0;0.3065;False;True;
EXTREMO;292740805270089;Salvador;2927408;Canela;Nordeste;não;;10029.88;1637.87;6.1;8339.92;164.0;356;0.0151;0.486;False;True;
EXTREMO;292740805270090;Salvador;2927408;Canela;Nordeste;não;;9970.44;1637.87;6.1;8339.92;203.0;477;0.0;0.4444;False;True;
EXTREMO;292740805270140;Salvador;2927408;Barra;Nordeste;não;;9989.88;1637.87;6.1;8339.92;320.0;626;0.0067;0.4249;False;True;
EXTREMO;292740805270328;Salvador;2927408;Barra;Nordeste;não;;10060.65;1637.87;6.1;8339.92;68.0;185;;0.4595;False;True;
EXTREMO;310620005620159;Belo Horizonte;3106200;Carmo;Sudeste;não;;18545.72;3060.31;6.1;17598.99;209.0;547;0.0;0.1389;True;True;
EXTREMO;310620005620192;Belo Horizonte;3106200;Anchieta;Sudeste;não;;18531.8;3060.31;6.1;17598.99;254.0;620;;0.0952;True;True;
EXTREMO;310620005620497;Belo Horizonte;3106200;Santo Agostinho;Sudeste;não;;18807.13;3060.31;6.1;17598.99;85.0;212;;0.1509;True;True;
EXTREMO;310620005620603;Belo Horizonte;3106200;Funcionários;Sudeste;não;;18794.77;3060.31;6.1;17598.99;144.0;343;0.0;0.1778;True;True;
EXTREMO;310620005620749;Belo Horizonte;3106200;Carmo;Sudeste;não;;18810.39;3060.31;6.1;17598.99;156.0;389;;0.126;True;True;
EXTREMO;310620005620818;Belo Horizonte;3106200;Mangabeiras;Sudeste;não;;18560.4;3060.31;6.1;17598.99;40.0;127;0.0;0.1339;True;True;
EXTREMO;330455705090027;Rio de Janeiro;3304557;Botafogo;Sudeste;não;;16381.04;2702.45;6.1;16100.61;172.0;420;0.0;0.1833;True;True;
EXTREMO;330455705090403;Rio de Janeiro;3304557;Laranjeiras;Sudeste;não;;16358.93;2702.45;6.1;16100.61;142.0;319;0.0;0.1285;True;True;
EXTREMO;330455705100099;Rio de Janeiro;3304557;Copacabana;Sudeste;não;;16496.46;2702.45;6.1;16100.61;117.0;267;0.0;0.1498;True;True;
EXTREMO;330455705110004;Rio de Janeiro;3304557;Ipanema;Sudeste;não;;16518.71;2702.45;6.1;16100.61;75.0;172;;0.1221;True;True;
EXTREMO;330455705110007;Rio de Janeiro;3304557;Ipanema;Sudeste;não;;16484.81;2702.45;6.1;16100.61;146.0;322;;0.1429;True;True;
EXTREMO;330455705110011;Rio de Janeiro;3304557;Ipanema;Sudeste;não;;16355.83;2702.45;6.1;16100.61;110.0;240;0.0;0.175;True;True;
EXTREMO;330455705110035;Rio de Janeiro;3304557;Lagoa;Sudeste;não;;16555.16;2702.45;6.1;16100.61;50.0;128;0.0;0.125;True;True;
EXTREMO;330455705110080;Rio de Janeiro;3304557;Ipanema;Sudeste;não;;16588.77;2702.45;6.1;16100.61;119.0;282;0.0;0.0567;True;True;
EXTREMO;330455705110125;Rio de Janeiro;3304557;Ipanema;Sudeste;não;;16484.36;2702.45;6.1;16100.61;210.0;453;0.0;0.0949;True;True;
EXTREMO;330455705110141;Rio de Janeiro;3304557;Leblon;Sudeste;não;;16544.76;2702.45;6.1;16100.61;162.0;350;0.0;0.1;True;True;
EXTREMO;330455705110205;Rio de Janeiro;3304557;Leblon;Sudeste;não;;16394.69;2702.45;6.1;16100.61;262.0;499;;0.1142;True;True;
EXTREMO;330455705110233;Rio de Janeiro;3304557;Lagoa;Sudeste;não;;16512.51;2702.45;6.1;16100.61;201.0;479;;0.1106;True;True;
EXTREMO;330455705110330;Rio de Janeiro;3304557;Lagoa;Sudeste;não;;16500.83;2702.45;6.1;16100.61;173.0;371;;0.0997;True;True;
EXTREMO;330455705290557;Rio de Janeiro;3304557;Recreio dos Bandeirantes;Sudeste;não;;16530.5;2702.45;6.1;16100.61;147.0;430;;0.1628;True;True;
EXTREMO;330455705290612;Rio de Janeiro;3304557;Barra da Tijuca;Sudeste;não;;16576.08;2702.45;6.1;16100.61;153.0;356;;0.073;True;True;
EXTREMO;330455705290764;Rio de Janeiro;3304557;Barra da Tijuca;Sudeste;não;;16520.02;2702.45;6.1;16100.61;273.0;636;0.0;0.0975;True;True;
EXTREMO;330455705290820;Rio de Janeiro;3304557;Barra da Tijuca;Sudeste;não;;16597.1;2702.45;6.1;16100.61;183.0;365;0.0092;0.1068;True;True;
EXTREMO;330455705290987;Rio de Janeiro;3304557;Itanhangá;Sudeste;não;;16436.44;2702.45;6.1;16100.61;141.0;383;0.0119;0.1802;True;True;
EXTREMO;330455705291135;Rio de Janeiro;3304557;Barra da Tijuca;Sudeste;não;;16566.72;2702.45;6.1;16100.61;96.0;258;0.0;0.0814;True;True;
EXTREMO;330455705291139;Rio de Janeiro;3304557;Barra da Tijuca;Sudeste;não;;16492.51;2702.45;6.1;16100.61;58.0;167;0.0;0.1437;True;True;
EXTREMO;330455705291147;Rio de Janeiro;3304557;Barra da Tijuca;Sudeste;não;;16398.28;2702.45;6.1;16100.61;191.0;448;0.0124;0.096;True;True;
EXTREMO;330455705291165;Rio de Janeiro;3304557;Barra da Tijuca;Sudeste;não;;16391.96;2702.45;6.1;16100.61;169.0;431;;0.116;True;True;
EXTREMO;330455705291185;Rio de Janeiro;3304557;Barra da Tijuca;Sudeste;não;;16571.94;2702.45;6.1;16100.61;152.0;411;0.0;0.09;True;True;
EXTREMO;330455705291274;Rio de Janeiro;3304557;Barra da Tijuca;Sudeste;não;;16466.24;2702.45;6.1;16100.61;157.0;418;0.0;0.1364;True;True;
EXTREMO;330455705291302;Rio de Janeiro;3304557;Camorim;Sudeste;não;;16561.06;2702.45;6.1;16100.61;51.0;178;0.0;0.2921;True;True;
EXTREMO;330520805070023;São Pedro da Aldeia;3305208;Base AeroNaval;Sudeste;não;;13827.79;2285.26;6.1;9607.69;94.0;296;;0.3007;False;True;
EXTREMO;350950205000142;Campinas;3509502;;Sudeste;não;;20804.27;3391.86;6.1;16181.01;165.0;364;;0.044;True;True;
EXTREMO;350950205002413;Campinas;3509502;;Sudeste;não;;20642.73;3391.86;6.1;16181.01;57.0;144;0.0;0.0278;True;True;
EXTREMO;351880005001205;Guarulhos;3518800;Centro;Sudeste;não;;14456.93;2361.56;6.1;9209.94;132.0;392;0.0;0.1633;True;True;
EXTREMO;354870805001301;São Bernardo do Campo;3548708;Nova Petrópolis;Sudeste;não;;20575.63;3371.95;6.1;14607.28;198.0;609;;0.0542;True;True;
EXTREMO;431490205001558;Porto Alegre;4314902;Higienópolis;Sul;não;;24255.57;3986.89;6.1;20311.57;154.0;356;;0.0084;True;True;
EXTREMO;520870705090003;Goiânia;5208707;;Centro-Oeste;não;;18848.21;3112.75;6.1;13875.71;287.0;739;;0.2233;True;True;
EXTREMO;130260305070232;Manaus;1302603;São Jorge;Norte;não;;11141.61;1852.55;6.0;6265.62;245.0;696;0.0;0.4727;False;True;
EXTREMO;130260305110051;Manaus;1302603;Adrianópolis;Norte;não;;11199.46;1852.55;6.0;6265.62;103.0;325;;0.5323;False;True;
EXTREMO;130260305110142;Manaus;1302603;Dom Pedro I;Norte;não;;11130.32;1852.55;6.0;6265.62;162.0;533;0.0063;0.4278;False;True;
EXTREMO;130260305110358;Manaus;1302603;Aleixo;Norte;não;;11120.12;1852.55;6.0;6265.62;105.0;262;0.0;0.5649;False;True;
EXTREMO;130260305120759;Manaus;1302603;Novo Aleixo;Norte;não;;11184.85;1852.55;6.0;6265.62;227.0;746;;0.559;False;True;
EXTREMO;150140205000008;Belém;1501402;Batista Campos;Norte;não;;10852.07;1802.79;6.0;8315.28;292.0;795;0.0071;0.4503;False;True;
EXTREMO;150140205000064;Belém;1501402;Nazaré;Norte;não;;10886.14;1802.79;6.0;8315.28;306.0;826;;0.3777;False;True;
EXTREMO;150140205000163;Belém;1501402;Nazaré;Norte;não;;10802.69;1802.79;6.0;8315.28;248.0;549;;0.3989;False;True;
EXTREMO;150140205000182;Belém;1501402;Jurunas;Norte;não;;10848.37;1802.79;6.0;8315.28;315.0;793;;0.4918;False;True;
EXTREMO;150140205000190;Belém;1501402;Nazaré;Norte;não;;10899.45;1802.79;6.0;8315.28;147.0;447;0.0;0.4004;False;True;
EXTREMO;211130005000838;São Luís;2111300;;Nordeste;não;;10445.4;1745.24;6.0;8425.68;308.0;807;0.006;0.4647;False;True;
EXTREMO;211130005001156;São Luís;2111300;;Nordeste;não;;10481.02;1745.24;6.0;8425.68;183.0;460;0.0;0.4435;False;True;
EXTREMO;211130005001157;São Luís;2111300;;Nordeste;não;;10496.05;1745.24;6.0;8425.68;173.0;444;;0.4302;False;True;
EXTREMO;211130005001947;São Luís;2111300;;Nordeste;não;;10426.16;1745.24;6.0;8425.68;196.0;483;;0.4493;False;True;
EXTREMO;221100105070015;Teresina;2211001;Fátima;Nordeste;não;;11500.47;1913.0;6.0;8229.75;291.0;803;0.0061;0.5417;False;True;
EXTREMO;230440005150053;Fortaleza;2304400;Aldeota;Nordeste;não;;10320.16;1708.86;6.0;7273.3;129.0;310;0.0183;0.3387;False;True;
EXTREMO;230440005150066;Fortaleza;2304400;Aldeota;Nordeste;não;;10284.79;1708.86;6.0;7273.3;289.0;714;0.0109;0.3599;False;True;
EXTREMO;230440005150080;Fortaleza;2304400;Aldeota;Nordeste;não;;10242.34;1708.86;6.0;7273.3;325.0;771;0.0073;0.3554;False;True;
EXTREMO;230440005150415;Fortaleza;2304400;Dionísio Torres;Nordeste;não;;10221.29;1708.86;6.0;7273.3;227.0;621;0.0195;0.3349;False;True;
EXTREMO;230440005170235;Fortaleza;2304400;Fátima;Nordeste;não;;10267.13;1708.86;6.0;7273.3;176.0;451;;0.3947;False;True;
EXTREMO;230440005170320;Fortaleza;2304400;Benfica;Nordeste;não;;10317.35;1708.86;6.0;7273.3;302.0;793;;0.372;False;True;
EXTREMO;230440005190259;Fortaleza;2304400;Engenheiro Luciano Cavalcante;Nordeste;não;;10271.59;1708.86;6.0;7273.3;202.0;515;0.0;0.4272;False;True;
EXTREMO;230440005200297;Fortaleza;2304400;Curió;Nordeste;não;;10167.87;1708.86;6.0;7273.3;61.0;163;0.0556;0.5215;False;True;
EXTREMO;240810205070035;Natal;2408102;Nova Descoberta;Nordeste;não;;12166.67;2035.34;6.0;11639.32;6.0;19;0.0;0.3158;False;True;
EXTREMO;240810205080025;Natal;2408102;Santos Reis;Nordeste;não;;12145.45;2035.34;6.0;11639.32;11.0;40;0.0;0.55;False;True;
EXTREMO;240810205080075;Natal;2408102;Tirol;Nordeste;não;;12248.62;2035.34;6.0;11639.32;334.0;798;;0.2757;False;True;
EXTREMO;240810205080189;Natal;2408102;Areia Preta;Nordeste;não;;12279.98;2035.34;6.0;11639.32;193.0;450;;0.32;False;True;
EXTREMO;270430205060149;Maceió;2704302;Ponta Verde;Nordeste;não;;10410.47;1721.69;6.0;8099.28;260.0;672;;0.372;False;True;
EXTREMO;270430205060159;Maceió;2704302;Jatiúca;Nordeste;não;;10346.55;1721.69;6.0;8099.28;375.0;999;0.0048;0.3904;False;True;
EXTREMO;270430205060165;Maceió;2704302;Ponta Verde;Nordeste;não;;10287.84;1721.69;6.0;8099.28;129.0;321;;0.4206;False;True;
EXTREMO;270430205080135;Maceió;2704302;Gruta de Lourdes;Nordeste;não;;10339.63;1721.69;6.0;8099.28;159.0;492;0.0125;0.3415;False;True;
EXTREMO;270430205130098;Maceió;2704302;Jacarecica;Nordeste;não;;10352.9;1721.69;6.0;8099.28;301.0;877;0.0083;0.4071;False;True;
EXTREMO;292740805060228;Salvador;2927408;Pituba;Nordeste;não;;9828.7;1637.87;6.0;8339.92;197.0;441;;0.3787;False;True;
EXTREMO;292740805060310;Salvador;2927408;Pituba;Nordeste;não;;9864.59;1637.87;6.0;8339.92;297.0;615;0.0052;0.4163;False;True;
EXTREMO;292740805060392;Salvador;2927408;Pituba;Nordeste;não;;9774.58;1637.87;6.0;8339.92;110.0;219;;0.4795;False;True;
EXTREMO;292740805060430;Salvador;2927408;Imbuí;Nordeste;não;;9800.82;1637.87;6.0;8339.92;260.0;702;0.0;0.6766;False;True;
EXTREMO;292740805070209;Salvador;2927408;Candeal;Nordeste;não;;9883.83;1637.87;6.0;8339.92;168.0;358;0.0;0.4162;False;True;
EXTREMO;292740805070389;Salvador;2927408;Candeal;Nordeste;não;;9865.74;1637.87;6.0;8339.92;55.0;137;0.0;0.4745;False;True;
EXTREMO;292740805270171;Salvador;2927408;Federação;Nordeste;não;;9898.14;1637.87;6.0;8339.92;490.0;795;0.004;0.4717;False;True;
EXTREMO;292740805270417;Salvador;2927408;Graça;Nordeste;não;;9820.78;1637.87;6.0;8339.92;54.0;118;;0.3559;False;True;
EXTREMO;310620005620017;Belo Horizonte;3106200;Funcionários;Sudeste;não;;18455.47;3060.31;6.0;17598.99;219.0;583;;0.1252;True;True;
EXTREMO;310620005620032;Belo Horizonte;3106200;Serra;Sudeste;não;;18240.74;3060.31;6.0;17598.99;261.0;653;;0.1256;True;True;
EXTREMO;310620005620538;Belo Horizonte;3106200;Funcionários;Sudeste;não;;18480.84;3060.31;6.0;17598.99;167.0;404;0.0;0.1262;True;True;
EXTREMO;310620005620570;Belo Horizonte;3106200;Savassi;Sudeste;não;;18399.27;3060.31;6.0;17598.99;245.0;529;0.0;0.1267;True;True;
EXTREMO;310620005620641;Belo Horizonte;3106200;Serra;Sudeste;não;;18366.25;3060.31;6.0;17598.99;156.0;386;0.0;0.114;True;True;
EXTREMO;310620005620751;Belo Horizonte;3106200;Santa Lúcia;Sudeste;não;;18408.91;3060.31;6.0;17598.99;137.0;446;0.0086;0.1996;True;True;
EXTREMO;330455705090113;Rio de Janeiro;3304557;Botafogo;Sudeste;não;;16155.72;2702.45;6.0;16100.61;275.0;648;;0.1204;True;True;
EXTREMO;330455705090114;Rio de Janeiro;3304557;Botafogo;Sudeste;não;;16197.47;2702.45;6.0;16100.61;296.0;743;;0.0983;True;True;
EXTREMO;330455705090401;Rio de Janeiro;3304557;Laranjeiras;Sudeste;não;;16246.35;2702.45;6.0;16100.61;246.0;574;0.006;0.0749;True;True;
EXTREMO;330455705090458;Rio de Janeiro;3304557;Botafogo;Sudeste;não;;16171.57;2702.45;6.0;16100.61;211.0;533;;0.1201;True;True;
EXTREMO;330455705090522;Rio de Janeiro;3304557;Botafogo;Sudeste;não;;16187.81;2702.45;6.0;16100.61;200.0;537;;0.1601;True;True;
EXTREMO;330455705100354;Rio de Janeiro;3304557;Copacabana;Sudeste;não;;16257.06;2702.45;6.0;16100.61;115.0;239;;0.1674;True;True;
EXTREMO;330455705110029;Rio de Janeiro;3304557;Ipanema;Sudeste;não;;16121.81;2702.45;6.0;16100.61;150.0;341;;0.1378;True;True;
EXTREMO;330455705110041;Rio de Janeiro;3304557;Ipanema;Sudeste;não;;16312.24;2702.45;6.0;16100.61;132.0;286;0.0;0.1154;True;True;
EXTREMO;330455705110091;Rio de Janeiro;3304557;Ipanema;Sudeste;não;;16314.01;2702.45;6.0;16100.61;264.0;604;0.0097;0.1374;True;True;
EXTREMO;330455705110144;Rio de Janeiro;3304557;Leblon;Sudeste;não;;16236.83;2702.45;6.0;16100.61;72.0;120;0.0;0.1667;True;True;
EXTREMO;330455705110156;Rio de Janeiro;3304557;Leblon;Sudeste;não;;16165.4;2702.45;6.0;16100.61;247.0;539;0.0;0.0872;True;True;
EXTREMO;330455705110195;Rio de Janeiro;3304557;Leblon;Sudeste;não;;16314.22;2702.45;6.0;16100.61;223.0;456;;0.0636;True;True;
EXTREMO;330455705110198;Rio de Janeiro;3304557;Leblon;Sudeste;não;;16201.52;2702.45;6.0;16100.61;69.0;108;0.0;0.0648;True;True;
EXTREMO;330455705110235;Rio de Janeiro;3304557;Lagoa;Sudeste;não;;16173.81;2702.45;6.0;16100.61;127.0;321;0.0;0.081;True;True;
EXTREMO;330455705110277;Rio de Janeiro;3304557;Gávea;Sudeste;não;;16272.43;2702.45;6.0;16100.61;168.0;384;0.0;0.0964;True;True;
EXTREMO;330455705110306;Rio de Janeiro;3304557;São Conrado;Sudeste;não;;16288.65;2702.45;6.0;16100.61;91.0;254;;0.0315;True;True;
EXTREMO;330455705110389;Rio de Janeiro;3304557;Leblon;Sudeste;não;;16182.3;2702.45;6.0;16100.61;175.0;312;;0.0897;True;True;
EXTREMO;330455705290063;Rio de Janeiro;3304557;Barra da Tijuca;Sudeste;não;;16285.1;2702.45;6.0;16100.61;291.0;756;;0.0992;True;True;
EXTREMO;330455705290069;Rio de Janeiro;3304557;Barra da Tijuca;Sudeste;não;;16341.48;2702.45;6.0;16100.61;169.0;354;0.0;0.0763;True;True;
EXTREMO;330455705290105;Rio de Janeiro;3304557;Barra da Tijuca;Sudeste;não;;16144.94;2702.45;6.0;16100.61;100.0;266;0.0;0.1316;True;True;
EXTREMO;330455705290159;Rio de Janeiro;3304557;Barra da Tijuca;Sudeste;não;;16209.78;2702.45;6.0;16100.61;206.0;507;;0.1834;True;True;
EXTREMO;330455705290538;Rio de Janeiro;3304557;Recreio dos Bandeirantes;Sudeste;não;;16214.29;2702.45;6.0;16100.61;173.0;516;0.0;0.2422;True;True;
EXTREMO;330455705290558;Rio de Janeiro;3304557;Recreio dos Bandeirantes;Sudeste;não;;16173.02;2702.45;6.0;16100.61;225.0;727;;0.1609;True;True;
EXTREMO;330455705290813;Rio de Janeiro;3304557;Barra da Tijuca;Sudeste;não;;16263.17;2702.45;6.0;16100.61;155.0;372;0.0;0.0753;True;True;
EXTREMO;330455705291230;Rio de Janeiro;3304557;Barra da Tijuca;Sudeste;não;;16294.45;2702.45;6.0;16100.61;73.0;178;0.0;0.0674;True;True;
EXTREMO;330455705291253;Rio de Janeiro;3304557;Barra da Tijuca;Sudeste;não;;16149.1;2702.45;6.0;16100.61;118.0;340;0.0;0.15;True;True;
EXTREMO;350950205001445;Campinas;3509502;;Sudeste;não;;20227.53;3391.86;6.0;16181.01;158.0;497;0.0094;0.1288;True;True;
EXTREMO;350950205002412;Campinas;3509502;;Sudeste;não;;20439.73;3391.86;6.0;16181.01;53.0;139;0.0;0.0576;True;True;
EXTREMO;431490205002583;Porto Alegre;4314902;Jardim Europa;Sul;não;;23927.6;3986.89;6.0;20311.57;251.0;733;;0.0273;True;True;
EXTREMO;500270405060117;Campo Grande;5002704;Jardim dos Estados;Centro-Oeste;não;;16511.56;2744.05;6.0;10591.42;289.0;716;0.0;0.1578;True;True;
EXTREMO;500270405060142;Campo Grande;5002704;Bela Vista;Centro-Oeste;não;;16524.35;2744.05;6.0;10591.42;150.0;294;0.0153;0.2109;True;True;
EXTREMO;500270405070042;Campo Grande;5002704;Veraneio;Centro-Oeste;não;;16551.74;2744.05;6.0;10591.42;139.0;382;0.0;0.1204;True;True;
EXTREMO;520870705090008;Goiânia;5208707;;Centro-Oeste;não;;18592.58;3112.75;6.0;13875.71;377.0;902;0.0081;0.2517;True;True;
EXTREMO;520870705320031;Goiânia;5208707;;Centro-Oeste;não;;18780.62;3112.75;6.0;13875.71;331.0;1079;0.0064;0.2762;True;True;
EXTREMO;520870705350027;Goiânia;5208707;;Centro-Oeste;não;;18798.09;3112.75;6.0;13875.71;392.0;1359;0.005;0.3738;True;True;
EXTREMO;130260305110007;Manaus;1302603;Parque 10 de Novembro;Norte;não;;10874.9;1852.55;5.9;6265.62;366.0;1113;0.0073;0.4888;False;True;
EXTREMO;130260305110117;Manaus;1302603;Chapada;Norte;não;;10925.75;1852.55;5.9;6265.62;56.0;200;0.0;0.375;False;True;
EXTREMO;130260305110332;Manaus;1302603;Aleixo;Norte;não;;10919.86;1852.55;5.9;6265.62;273.0;676;0.0;0.4911;False;True;
EXTREMO;150140205000055;Belém;1501402;Nazaré;Norte;não;;10704.99;1802.79;5.9;8315.28;253.0;737;0.0064;0.5156;False;True;
EXTREMO;150140205000165;Belém;1501402;Cremação;Norte;não;;10564.38;1802.79;5.9;8315.28;404.0;1221;0.003;0.5455;False;True;
EXTREMO;150140205000223;Belém;1501402;Cremação;Norte;não;;10611.96;1802.79;5.9;8315.28;233.0;713;0.0099;0.533;False;True;
EXTREMO;150140245000311;Belém;1501402;Pratinha;Norte;não;;10708.65;1802.79;5.9;8315.28;158.0;533;0.0;0.5666;False;True;
EXTREMO;150140245000535;Belém;1501402;Parque Verde;Norte;não;;10717.44;1802.79;5.9;8315.28;429.0;1195;0.0043;0.5481;False;True;
EXTREMO;150140275000249;Belém;1501402;Pedreira;Norte;não;;10643.09;1802.79;5.9;8315.28;190.0;503;;0.5408;False;True;
EXTREMO;211130005000817;São Luís;2111300;;Nordeste;não;;10367.38;1745.24;5.9;8425.68;251.0;659;;0.4294;False;True;
EXTREMO;211130005001693;São Luís;2111300;;Nordeste;não;;10243.85;1745.24;5.9;8425.68;282.0;748;0.0048;0.4238;False;True;
EXTREMO;221100105060024;Teresina;2211001;Frei Serafim;Nordeste;não;;11244.47;1913.0;5.9;8229.75;296.0;858;0.0111;0.4196;False;True;
EXTREMO;221100105070144;Teresina;2211001;Morada do Sol;Nordeste;não;;11368.4;1913.0;5.9;8229.75;256.0;687;0.0;0.4847;False;True;
EXTREMO;230440005150062;Fortaleza;2304400;Aldeota;Nordeste;não;;10083.31;1708.86;5.9;7273.3;337.0;814;0.007;0.3575;False;True;
