CD_UF;CD_MUN;NM_MUN;variavel;n;media;dp;p25;mediana;p75
13;1300300;Autazes;pct_agua_inad;43.0;0.6048602046672702;0.36152347579322547;0.3180176565008026;0.6428571428571429;0.9796140678493619
13;1300300;Autazes;pct_analfab;42.0;0.07639072077713045;0.03638107169818906;0.046878670425182054;0.07152330428192497;0.10496918335901387
13;1300300;Autazes;pct_esgoto_inad;43.0;0.6896259836094931;0.2837338881580538;0.5637516688918558;0.75;0.9226141395632921
13;1300300;Autazes;pct_lixo_inad;43.0;0.08857386182466656;0.16402796056779706;0.0;0.0;0.13371054198927934
13;1300300;Autazes;pct_raca_pretpardind;43.0;0.8316794372334553;0.05961295768932453;0.7967776584317938;0.8458100558659218;0.8643160234390785
13;1300300;Autazes;razao_moradores;43.0;3.617533865492821;0.3855275696275642;3.3753251257152765;3.638392857142857;3.854872839062562
13;1300300;Autazes;renda_media;43.0;2119.6623255813956;2320.567797967966;1320.38;1694.5;2138.205
13;1302603;Manaus;pct_agua_inad;3094.0;0.2321294421650372;0.284490640976548;0.034482758620689655;0.11033283416260084;0.3089250235281815
13;1302603;Manaus;pct_analfab;2799.0;0.03085587355527292;0.019433471548581382;0.016611295681063124;0.02860858257477243;0.04194079656471765
13;1302603;Manaus;pct_esgoto_inad;3094.0;0.2767229335569053;0.3196459262776898;0.012483869706330895;0.12227100142382534;0.5009493670886076
13;1302603;Manaus;pct_lixo_inad;3094.0;0.08818159814009023;0.1994862257252687;0.0;0.0;0.0516025303110174
13;1302603;Manaus;pct_raca_pretpardind;3094.0;0.7497241915105104;0.10373087740987706;0.7115622619954303;0.7706548292647878;0.8114214175654854
13;1302603;Manaus;razao_moradores;3094.0;3.274472025063963;0.3704578483095713;3.064658759883479;3.298710253082414;3.5232599431818183
13;1302603;Manaus;renda_media;3094.0;2890.208038138332;3194.5802737257654;1497.6175;1852.5549999999998;2689.6175000000003
15;1500800;Ananindeua;pct_agua_inad;732.0;0.6429997495545154;0.3651297365972806;0.2694832483190355;0.8250595035702142;0.9817678524258167
15;1500800;Ananindeua;pct_analfab;661.0;0.030295401939344307;0.018945742596189617;0.01611047180667434;0.026845637583892617;0.04088586030664395
15;1500800;Ananindeua;pct_esgoto_inad;732.0;0.20177306104033124;0.301995284292873;0.0;0.04451521585279547;0.25
15;1500800;Ananindeua;pct_lixo_inad;732.0;0.09339131935427954;0.2081275614631993;0.0;0.0;0.05023737044284989
15;1500800;Ananindeua;pct_raca_pretpardind;732.0;0.7627543107402822;0.06643654703243453;0.726132712880469;0.7734745080927772;0.8073402673197188
15;1500800;Ananindeua;razao_moradores;732.0;3.089057246072652;0.2278194231265713;2.971198539176627;3.114614121510673;3.232187950937951
15;1500800;Ananindeua;renda_media;732.0;2385.8550409836066;1865.489108386232;1471.7275;1772.53;2683.4300000000003
15;1501402;Belém;pct_agua_inad;2004.0;0.32894915411503606;0.3266899222584685;0.03740322451911565;0.2145254074784276;0.5611795148861147
15;1501402;Belém;pct_analfab;1867.0;0.033085777338537334;0.02603068205911243;0.01512677367434338;0.02786377708978328;0.04442616959064327
15;1501402;Belém;pct_esgoto_inad;2004.0;0.16653988317379076;0.2855264080846902;0.0;0.02014775925525005;0.1827311696264544
15;1501402;Belém;pct_lixo_inad;2004.0;0.11225827728738658;0.22510814918618693;0.0;0.0;0.09163358594971731
15;1501402;Belém;pct_raca_pretpardind;2004.0;0.7368132957506941;0.10444208920811332;0.6999329758713136;0.7658946543474674;0.8032385930614003
15;1501402;Belém;razao_moradores;2004.0;3.086867858079379;0.28517236913973;2.915789127287087;3.100531914893617;3.26
15;1501402;Belém;renda_media;2004.0;3088.0960678642714;3414.462560647475;1414.4325;1802.79;3139.645
15;1505650;Placas;pct_agua_inad;16.0;0.7668582538464557;0.21187568283480657;0.6325946561985564;0.8319838056680162;0.935296803652968
15;1505650;Placas;pct_analfab;16.0;0.11499405348791875;0.06630044612550562;0.08772858246675896;0.10137921906837308;0.14474430615527897
15;1505650;Placas;pct_esgoto_inad;16.0;0.8298747601107239;0.3236619067518771;0.9166380494505495;0.9666644516800673;0.9914224137931035
15;1505650;Placas;pct_lixo_inad;16.0;0.27866494786122775;0.28059285257675065;0.09441780821917808;0.11822947000582411;0.41469654199011996
15;1505650;Placas;pct_raca_pretpardind;16.0;0.7822454536027945;0.060311125677114164;0.7391846455589801;0.788322847936167;0.8245466185847183
15;1505650;Placas;razao_moradores;16.0;3.1638864646440954;0.21812750631088193;3.0617756622516556;3.156394310695154;3.263157894736842
15;1505650;Placas;renda_media;16.0;1841.318125;959.3924230902163;1279.685;1494.02;1984.9724999999999
15;1505809;Portel;pct_agua_inad;26.0;0.8693552449176948;0.12617790758936978;0.8030742155810849;0.918848756650753;0.9720426632191338
15;1505809;Portel;pct_analfab;26.0;0.14741062973178354;0.0642404850712089;0.10602000850133592;0.12704851042684862;0.1929524254074876
15;1505809;Portel;pct_esgoto_inad;26.0;0.9505978579278617;0.06590843061500001;0.9353898178719778;0.9804103364195953;0.9894643318686999
15;1505809;Portel;pct_lixo_inad;26.0;0.26461968465266206;0.3490635593543229;0.0;0.10022385022385022;0.5010203398902717
15;1505809;Portel;pct_raca_pretpardind;26.0;0.8128469882745877;0.05830917681063249;0.7831373039706373;0.7923623457697809;0.8300150966877443
15;1505809;Portel;razao_moradores;26.0;4.230074261235793;0.41221330809434037;4.01246827538976;4.227413903352517;4.470902438269695
15;1505809;Portel;renda_media;26.0;1548.874230769231;638.5664686603773;1027.35;1390.26;1776.6225
21;2109601;Rosário;pct_agua_inad;36.0;0.40969375113537354;0.2743440470853125;0.18623269354456518;0.33058608058608063;0.6343299750839562
21;2109601;Rosário;pct_analfab;36.0;0.10628179349305195;0.048036648747264314;0.061894210064836294;0.107324016563147;0.13463429899856938
21;2109601;Rosário;pct_esgoto_inad;36.0;0.4640638285189784;0.3707519543698345;0.12933231396534148;0.32109014899774896;0.9062683774391874
21;2109601;Rosário;pct_lixo_inad;36.0;0.1475603607107669;0.22534143571348633;0.0;0.055814259405419626;0.1824103515279986
