CD_SETOR;NM_MUN;indice_01;escore_F1;escore_F2;escore_composto;escore_composto_bruto
130030005000001;Autazes;0.525866;-0.447088;2.228325;0.488288;0.672527
130030005000002;Autazes;0.518247;0.450191;2.258198;1.082305;0.996335
130030005000003;Autazes;0.669122;0.879583;2.313003;1.380734;1.698395
130030005000004;Autazes;0.54459;0.192436;2.406129;0.966386;1.084789
130030005000005;Autazes;0.596047;1.38299;2.024148;1.607152;1.675358
130030005000006;Autazes;0.529264;1.077085;1.971628;1.389835;1.301637
130030005000007;Autazes;0.55863;0.915306;2.141286;1.343933;1.368761
130030005000008;Autazes;0.766599;1.3085;2.342496;1.670005;2.164891
130030005000009;Autazes;0.613918;0.711977;2.30384;1.268523;1.310654
130030005000011;Autazes;0.656552;1.603698;2.003086;1.743332;2.251924
130030005000046;Autazes;0.460801;0.120817;2.062909;0.79981;0.567868
130030005000047;Autazes;0.636525;0.782685;2.284063;1.307596;1.939306
130030005000049;Autazes;0.631404;0.824654;2.223108;1.313581;1.257049
130030005000050;Autazes;0.676268;0.290613;2.554772;1.082207;1.326909
130030005000051;Autazes;0.716106;0.871301;2.399741;1.405673;1.900723
130030005000052;Autazes;0.505306;-0.555221;2.57893;0.540539;0.5509
130030005000053;Autazes;0.677183;0.83388;2.297957;1.34575;1.721625
130030005000054;Autazes;0.72191;1.11363;2.291879;1.525569;1.883701
130030005000055;Autazes;0.751579;1.353728;2.263486;1.671797;2.151495
130030005000056;Autazes;0.747878;1.292439;2.274139;1.635661;2.098963
130030005000057;Autazes;0.636824;0.250249;2.461767;1.023439;1.287155
130030005000058;Autazes;0.566004;0.165062;2.482939;0.975437;0.728495
130030005000059;Autazes;0.541873;1.050718;2.04523;1.398419;1.209778
130030005000060;Autazes;0.60306;0.813921;2.300696;1.333726;1.537297
130030005000062;Autazes;0.680424;0.225411;2.58605;1.050737;1.471262
130030005000077;Autazes;0.760194;1.422769;2.259641;1.715356;2.212735
130030005000078;Autazes;0.751774;1.3409;2.248412;1.658184;2.274593
130030005000079;Autazes;0.751566;1.342575;2.260719;1.663576;2.222042
130030005000080;Autazes;0.749561;1.468891;2.183372;1.718688;2.347231
130030005000083;Autazes;0.760501;1.414951;2.138307;1.66785;2.044133
130030005000084;Autazes;0.752183;1.279579;2.260243;1.622438;2.23634
130030005000099;Autazes;0.635307;1.62317;1.969336;1.744196;2.142194
130030005000100;Autazes;0.398041;1.424785;-0.873355;0.621311;0.557121
130030005000101;Autazes;0.398958;1.111725;0.326806;0.837302;0.469951
130030005000106;Autazes;0.652894;1.136166;2.179785;1.501036;1.64528
130030005000107;Autazes;0.740694;1.114573;2.342144;1.543756;1.987645
130030005000197;Autazes;0.701574;0.482929;2.53555;1.200565;1.552609
130030005000198;Autazes;0.733166;1.048863;2.367877;1.510016;1.927182
130030010000001;Autazes;0.566509;1.550952;1.689156;1.599271;1.807846
130030010000010;Autazes;0.565032;1.138593;1.94364;1.420053;1.81548
130030010000023;Autazes;0.563921;1.178127;1.855057;1.414795;1.737224
130030010000036;Autazes;0.569628;1.539715;1.8198;1.637638;1.733031
130260305000004;Manaus;0.606661;0.943494;1.130541;1.00889;1.144068
130260305000005;Manaus;0.614163;0.741163;2.158711;1.236765;1.332805
130260305000027;Manaus;0.683147;0.675601;2.423621;1.286743;1.477241
130260305000028;Manaus;0.65864;1.02612;2.217155;1.442529;1.459377
130260305000037;Manaus;0.591543;0.652025;1.231091;0.854477;1.058066
130260305000041;Manaus;0.573399;1.057922;2.114614;1.427362;1.501772
130260305000045;Manaus;0.405183;1.477038;0.024814;0.969312;0.687676
130260305000046;Manaus;0.426973;0.717882;1.564163;1.013758;0.68207
130260305000048;Manaus;0.634254;0.948879;2.149948;1.368796;1.309437
130260305000050;Manaus;0.399247;1.082053;1.073625;1.079106;0.600314
130260305000052;Manaus;0.39637;1.239932;0.32411;0.919743;0.636876
130260305000053;Manaus;0.508461;0.901877;1.970842;1.275608;1.098629
130260305000054;Manaus;0.691194;0.384598;2.519085;1.130856;1.632039
130260305000064;Manaus;0.570154;-0.65691;1.44114;0.076609;0.49612
130260305000066;Manaus;0.566782;-0.66502;1.625039;0.135629;0.546006
130260305000067;Manaus;0.590148;-0.171221;2.203811;0.659136;0.700603
130260305000070;Manaus;0.564911;-0.92644;1.620465;-0.035992;0.430514
130260305000071;Manaus;0.586734;-1.183007;2.461223;0.091087;0.398739
130260305000074;Manaus;0.577133;-0.913796;1.648501;-0.017967;0.465825
130260305000075;Manaus;0.559348;-1.050418;1.758145;-0.06849;0.381694
130260305000077;Manaus;0.743699;1.257621;2.308555;1.625048;1.983865
130260305000078;Manaus;0.59813;0.396837;2.165198;1.01509;1.020068
130260305000079;Manaus;0.386683;0.794747;0.536172;0.704345;0.388355
130260305000080;Manaus;0.403773;0.534991;0.810511;0.631318;0.317915
130260305000081;Manaus;0.488821;0.472112;1.856216;0.956022;0.708446
130260305000082;Manaus;0.388495;0.658048;0.513063;0.607358;0.380702
130260305000083;Manaus;0.411292;1.000649;1.590129;1.206743;0.594669
130260305000084;Manaus;0.383843;1.248476;-0.82747;0.522685;0.460714
130260305000085;Manaus;0.457277;0.889122;1.649503;1.154966;0.704034
130260305000086;Manaus;0.384193;1.207314;-0.814924;0.5003;0.391856
130260305000087;Manaus;0.385238;1.234838;0.219026;0.87969;0.454816
130260305000088;Manaus;0.399667;1.278706;0.409418;0.974786;0.572205
130260305000090;Manaus;0.383469;1.020846;-0.093333;0.631307;0.269823
130260305000091;Manaus;0.421123;1.013261;0.777613;0.930874;0.578607
130260305000092;Manaus;0.392716;1.313295;-0.832638;0.563035;0.568769
130260305000093;Manaus;0.402601;1.288661;0.385491;0.972896;0.614511
130260305000095;Manaus;0.411452;1.067241;0.673211;0.929481;0.513391
130260305000096;Manaus;0.388804;1.498335;-0.930301;0.649236;0.481038
130260305000097;Manaus;0.546438;0.768712;1.118736;0.891087;0.802639
130260305000098;Manaus;0.424964;0.914381;0.832132;0.885625;0.589487
130260305000099;Manaus;0.429048;0.579393;1.916483;1.046866;0.552669
130260305000100;Manaus;0.403786;0.792881;1.362248;0.991943;0.512375
130260305000101;Manaus;0.380691;1.129849;-0.781102;0.461743;0.401386
130260305000102;Manaus;0.375419;1.143856;-0.82305;0.456188;0.286159
130260305000103;Manaus;0.379671;1.283654;-0.859215;0.534465;0.357607
130260305000104;Manaus;0.39186;1.440687;-0.887608;0.62667;0.536052
130260305000105;Manaus;0.637715;0.882124;2.226547;1.35216;1.285494
130260305000106;Manaus;0.544532;0.350967;2.314388;1.037417;1.16169
130260305000107;Manaus;0.542687;1.255179;1.861559;1.467182;1.355699
130260305000108;Manaus;0.465168;0.151701;2.222255;0.875607;0.651538
130260305000110;Manaus;0.392346;1.189858;-0.779381;0.501374;0.452506
130260305000132;Manaus;0.575962;1.11173;2.112855;1.461743;1.412949
130260305000134;Manaus;0.608545;0.912537;2.257457;1.382747;1.370427
130260305000140;Manaus;0.62493;0.592934;2.114923;1.125051;1.159702
130260305000142;Manaus;0.711717;0.726839;2.409008;1.314958;1.496685
130260305000148;Manaus;0.730778;1.139214;2.2934;1.54274;1.773038
130260305000149;Manaus;0.645476;0.973457;2.198226;1.40166;1.338665
130260305000157;Manaus;0.718665;1.207767;2.24645;1.570911;1.735608
130260305000158;Manaus;0.695969;0.719202;2.452748;1.325283;1.572208
130260305000159;Manaus;0.624064;1.374699;2.040991;1.607648;1.60805
130260305000160;Manaus;0.618526;1.049996;2.156475;1.436843;1.29333
130260305000161;Manaus;0.699366;0.748065;2.447841;1.34234;1.600757
130260305000162;Manaus;0.587207;0.945476;2.206246;1.386266;1.344008
130260305000163;Manaus;0.739803;0.755047;2.50081;1.365399;1.644455
130260305000165;Manaus;0.519144;0.946303;1.667988;1.198618;1.078996
130260305000166;Manaus;0.52208;0.815907;1.99848;1.229358;1.165351
130260305000167;Manaus;0.613157;0.413005;2.343149;1.087821;0.967045
130260305000168;Manaus;0.718693;0.697556;2.495984;1.326321;1.690754
130260305000169;Manaus;0.729249;0.705965;2.503278;1.334341;1.683752
130260305000171;Manaus;0.674598;1.233188;2.132528;1.547614;1.552251
130260305000172;Manaus;0.724196;1.117856;2.292238;1.528443;1.898332
130260305000175;Manaus;0.380394;0.939522;-0.722278;0.358524;0.277976
130260305000176;Manaus;0.397417;1.351254;0.317145;0.989709;0.545418
130260305000183;Manaus;0.41988;1.193121;1.371586;1.255516;0.71462
130260305000184;Manaus;0.39548;1.745295;-1.023067;0.777422;0.726537
130260305000207;Manaus;0.395197;1.45546;-0.123465;0.903437;0.640586
130260305000208;Manaus;0.459637;1.080071;1.74227;1.311589;0.784629
130260305000209;Manaus;0.410411;1.091572;0.051794;0.728045;0.571686
130260305000210;Manaus;0.513085;0.942628;2.034606;1.324405;1.096543
130260305000211;Manaus;0.430412;0.913009;1.64303;1.168239;0.710843
130260305000212;Manaus;0.406679;1.179106;0.201657;0.837371;0.535561
130260305000214;Manaus;0.729434;0.884456;2.088771;1.305508;1.56069
130260305000215;Manaus;0.731518;1.017348;2.330657;1.476506;1.641024
130260305000216;Manaus;0.715727;0.875521;2.371742;1.398629;1.54416
130260305000217;Manaus;0.695204;0.525448;2.485436;1.210698;1.377917
130260305000219;Manaus;0.490883;0.964936;1.922069;1.299568;0.942615
130260305000220;Manaus;0.75231;1.08883;2.405037;1.549002;1.947272
130260305000254;Manaus;0.561546;-0.872664;2.421866;0.279168;0.455012
130260305000266;Manaus;0.558099;0.426812;2.281733;1.075328;1.081344
130260305000267;Manaus;0.674513;0.871373;2.251742;1.353976;1.360408
130260305000268;Manaus;0.416245;1.586769;0.00096;1.032339;0.949653
130260305000269;Manaus;0.73288;1.298578;2.142342;1.593574;1.79878
130260305000271;Manaus;0.601564;0.561069;2.40042;1.204142;1.327645
130260305000272;Manaus;0.724052;0.542764;2.572867;1.252527;1.678753
130260305000277;Manaus;0.592028;1.079268;1.045634;1.067509;1.165671
130260305000278;Manaus;0.625819;1.152225;1.94847;1.430607;1.365577
130260305000279;Manaus;0.615127;1.039713;1.983682;1.369743;1.284253
130260305060007;Manaus;0.498754;0.076713;2.192386;0.816393;0.609284
130260305060008;Manaus;0.441468;0.699006;1.892183;1.116164;0.645994
130260305060009;Manaus;0.404221;-0.476089;1.938026;0.367932;0.152425
130260305060010;Manaus;0.376227;0.711427;-0.683918;0.223587;0.225608
130260305060011;Manaus;0.374027;-0.238314;1.745002;0.455092;0.143242
130260305060012;Manaus;0.393568;-0.540911;1.339824;0.116631;0.220019
130260305060014;Manaus;0.436018;-0.610978;1.461028;0.113436;0.257273
130260305060019;Manaus;0.39892;-0.96128;2.23335;0.155625;0.032967
130260305060020;Manaus;0.41863;-0.832515;2.496699;0.331443;0.278301
130260305060021;Manaus;0.349261;-0.092833;-0.492736;-0.232647;-0.025298
130260305060024;Manaus;0.423682;-0.84673;2.309006;0.256577;0.248442
130260305060025;Manaus;0.37531;-0.204626;0.965661;0.204529;0.203714
130260305060027;Manaus;0.361795;-0.907313;2.041576;0.123676;-0.040034
130260305060030;Manaus;0.530248;-1.808318;1.828833;-0.536699;-0.234837
130260305060032;Manaus;0.457357;-1.063301;2.090059;0.039175;-0.027812
130260305060037;Manaus;0.424473;-0.505739;2.086542;0.400573;0.191751
130260305060038;Manaus;0.393631;-0.214239;1.763484;0.477211;0.13911
130260305060039;Manaus;0.369998;-0.408456;1.693188;0.32632;0.019729
130260305060040;Manaus;0.368309;0.19915;0.078193;0.156861;0.059159
130260305060041;Manaus;0.394801;0.756939;0.300776;0.597455;0.350036
130260305060043;Manaus;0.353604;-0.063668;-0.780645;-0.314337;-0.09809
130260305060044;Manaus;0.339672;-0.651185;1.626817;0.145249;-0.093747
130260305060045;Manaus;0.390957;-0.717449;1.980006;0.225634;0.103933
130260305060047;Manaus;0.54865;1.329685;1.787782;1.489845;1.460348
130260305060048;Manaus;0.347029;-0.578648;0.852249;-0.078379;-0.018002
130260305060051;Manaus;0.372651;0.00298;1.534453;0.538413;0.193208
130260305060052;Manaus;0.411192;-0.652237;2.216069;0.350579;0.149028
130260305060053;Manaus;0.345893;-0.115294;-0.82452;-0.363253;-0.208528
130260305060054;Manaus;0.36295;0.219556;-0.48636;-0.027246;0.140701
130260305060055;Manaus;0.376488;-0.440572;1.13808;0.111356;0.104495
130260305060056;Manaus;0.355327;0.176623;-0.650318;-0.112491;0.012403
130260305060057;Manaus;0.370932;-0.619163;1.873062;0.252167;0.032872
130260305060058;Manaus;0.405507;-0.397284;2.154146;0.494745;0.290005
130260305060059;Manaus;0.422486;-0.236618;2.142176;0.595055;0.283659
130260305060060;Manaus;0.459417;0.104036;2.188213;0.832705;0.551196
130260305060061;Manaus;0.352994;-0.085951;1.373678;0.424364;0.102072
130260305060062;Manaus;0.404255;-0.298348;1.939501;0.484048;0.345658
130260305060064;Manaus;0.361814;0.476481;-0.633637;0.088362;0.151054
130260305060065;Manaus;0.383331;-1.436724;1.470784;-0.420203;-0.177897
130260305060066;Manaus;0.427267;0.080239;1.966702;0.739783;0.471306
130260305060068;Manaus;0.4045;-0.292;1.818243;0.445782;0.141006
130260305060070;Manaus;0.415107;0.324534;1.846813;0.856752;0.405806
130260305060071;Manaus;0.390073;1.083291;0.388683;0.840443;0.459744
130260305060072;Manaus;0.38685;0.214182;0.503588;0.315364;0.24117
130260305060073;Manaus;0.395473;-0.026505;1.715787;0.582634;0.302874
130260305060075;Manaus;0.491792;1.107138;0.135004;0.767261;0.823089
130260305060077;Manaus;0.398737;0.752075;0.357585;0.614154;0.499926
130260305060078;Manaus;0.361505;0.295817;0.235528;0.274739;0.129535
130260305060079;Manaus;0.39992;0.050406;0.857602;0.332618;0.192299
130260305060080;Manaus;0.371428;-0.563979;1.007209;-0.014661;0.005227
130260305060081;Manaus;0.373266;0.436481;-0.05459;0.264793;0.112804
130260305060084;Manaus;0.35849;-1.086509;1.871135;-0.052459;-0.286254
130260305060085;Manaus;0.356006;-0.077619;0.382384;0.083207;0.069785
130260305060088;Manaus;0.38437;-0.120193;0.964817;0.259148;0.214411
130260305060089;Manaus;0.369361;0.964643;-0.068401;0.60347;0.254564
130260305060090;Manaus;0.436209;0.160339;2.0143;0.80852;0.531145
130260305060091;Manaus;0.391357;-0.754246;2.072665;0.234097;0.035218
130260305060092;Manaus;0.407431;-0.684439;2.103277;0.2902;0.164091
130260305060093;Manaus;0.482852;0.1704;2.124251;0.853504;0.767738
130260305060094;Manaus;0.405162;-0.391545;2.125894;0.4886;0.27382
130260305060095;Manaus;0.362633;-0.707829;1.752028;0.152185;-0.037318
130260305060096;Manaus;0.407685;-0.454216;1.964122;0.391282;0.166584
130260305060097;Manaus;0.377866;-0.178511;1.800335;0.513332;0.153635
130260305060098;Manaus;0.386444;-0.33861;0.959721;0.115311;0.077138
130260305060099;Manaus;0.383801;0.075607;0.940905;0.378132;0.220686
130260305060100;Manaus;0.397085;-0.239443;0.811553;0.128005;0.072339
130260305060101;Manaus;0.389121;-0.398823;1.191756;0.157274;0.133381
130260305060103;Manaus;0.456519;0.009295;2.02642;0.714521;0.619522
130260305060104;Manaus;0.439747;0.6171;1.616454;0.966494;0.675305
130260305060105;Manaus;0.424338;-0.979577;1.346674;-0.166275;0.032321
130260305060106;Manaus;0.388157;0.356709;1.587635;0.787065;0.292244
130260305060107;Manaus;0.36322;-0.081785;0.683631;0.185819;0.087695
130260305060108;Manaus;0.343464;-0.686533;0.612956;-0.232207;-0.136736
130260305060109;Manaus;0.323711;-0.715346;-0.194231;-0.533154;-0.121839
130260305060110;Manaus;0.370217;-0.044709;0.871391;0.275577;0.193068
130260305060111;Manaus;0.378773;0.218205;1.418383;0.637811;0.194815
130260305060112;Manaus;0.387305;0.009288;1.783278;0.62951;0.260442
130260305060116;Manaus;0.372691;-0.663668;1.855945;0.217238;0.00534
130260305060118;Manaus;0.372864;0.081294;0.438468;0.206169;0.216618
130260305060119;Manaus;0.356878;-0.099122;-0.374012;-0.195229;0.041835
130260305060120;Manaus;0.356047;0.190507;-0.518473;-0.057366;0.095132
130260305060123;Manaus;0.445032;0.602997;1.425469;0.890549;0.534507
130260305060124;Manaus;0.378749;0.497666;0.224449;0.402144;0.181896
130260305060125;Manaus;0.371806;-0.144576;1.683934;0.494707;0.140009
130260305060126;Manaus;0.49731;0.725443;0.57277;0.672065;0.836557
130260305060128;Manaus;0.483605;0.560208;0.65919;0.594814;0.860757
130260305060129;Manaus;0.416945;0.670955;0.372537;0.566622;0.478311
130260305060130;Manaus;0.476043;-0.872201;1.996005;0.130579;0.178389
130260305060131;Manaus;0.480965;-0.56365;1.896237;0.296375;0.162367
130260305060132;Manaus;0.375902;0.276277;1.47857;0.696622;0.309889
130260305060133;Manaus;0.329168;-2.022828;1.360701;-0.83988;-0.886983
130260305060135;Manaus;0.337137;-0.02146;-0.90145;-0.329122;-0.134844
130260305060136;Manaus;0.417506;-1.451567;1.355948;-0.470005;-0.206196
130260305060138;Manaus;0.378302;0.004058;0.8469;0.298732;0.191129
130260305060139;Manaus;0.393809;1.443871;-0.102884;0.903096;0.49644
130260305060141;Manaus;0.439874;0.152885;0.479603;0.267112;0.413608
130260305060142;Manaus;0.424663;0.164864;1.847952;0.753304;0.384112
130260305060143;Manaus;0.381448;0.000473;1.593936;0.557579;0.19734
130260305060144;Manaus;0.37825;1.136544;-0.81869;0.452956;0.38718
130260305060146;Manaus;0.376532;-1.035457;1.305044;-0.217173;-0.131603
130260305060147;Manaus;0.375774;-1.343674;1.432075;-0.373218;-0.151461
130260305060148;Manaus;0.335402;-1.570824;1.02685;-0.662626;-0.443249
130260305060149;Manaus;0.462659;-0.34796;2.12746;0.517495;0.310324
130260305060153;Manaus;0.372389;-0.079115;0.451753;0.106487;0.066724
130260305060154;Manaus;0.407994;-0.095567;2.067312;0.660618;0.384737
130260305060156;Manaus;0.362525;0.518269;-0.666931;0.1039;0.132565
130260305070001;Manaus;0.416777;0.420071;1.856688;0.92234;0.411134
130260305070002;Manaus;0.496584;0.515084;2.070774;1.058983;0.796324
130260305070003;Manaus;0.415821;0.544039;1.813784;0.987966;0.467992
130260305070004;Manaus;0.429676;0.473292;1.789228;0.933369;0.512991
130260305070005;Manaus;0.395682;-0.474194;2.069446;0.415112;0.24419
130260305070006;Manaus;0.481194;0.390341;1.856451;0.902921;0.82482
130260305070007;Manaus;0.383469;0.475711;0.652325;0.537459;0.363753
130260305070008;Manaus;0.403024;1.10246;1.311329;1.175485;0.596261
130260305070009;Manaus;0.407539;0.779794;1.427613;1.006284;0.512104
130260305070010;Manaus;0.401411;1.036443;0.529428;0.859181;0.576949
130260305070011;Manaus;0.384891;0.987336;0.084392;0.671649;0.312916
130260305070012;Manaus;0.392869;0.990259;0.432579;0.795283;0.425734
130260305070013;Manaus;0.398155;1.405981;0.019633;0.921287;0.572331
130260305070014;Manaus;0.374158;0.278564;1.323964;0.644056;0.324924
130260305070015;Manaus;0.459938;0.913129;1.810896;1.227006;0.733582
130260305070016;Manaus;0.388812;0.858214;1.093636;0.940522;0.504869
130260305070017;Manaus;0.393188;0.894124;0.236683;0.66427;0.442509
130260305070018;Manaus;0.39062;0.543678;0.744725;0.613968;0.472675
130260305070019;Manaus;0.341305;-1.187899;1.946387;-0.092092;-0.238725
130260305070020;Manaus;0.460333;-0.746301;2.323031;0.326797;0.218843
130260305070021;Manaus;0.347162;-1.137679;1.99039;-0.044045;-0.25603
130260305070022;Manaus;0.373656;0.197072;0.493589;0.30074;0.148049
130260305070023;Manaus;0.356881;0.053992;-0.634275;-0.18664;-0.014926
130260305070024;Manaus;0.405141;0.56655;-0.642403;0.143877;0.277354
130260305070025;Manaus;0.394306;0.744434;1.337188;0.951672;0.437159
130260305070026;Manaus;0.390878;0.834075;1.314206;1.001938;0.441399
130260305070027;Manaus;0.389554;1.161888;0.084359;0.785163;0.426064
130260305070028;Manaus;0.388345;0.502127;1.413561;0.820782;0.364036
130260305070029;Manaus;0.410766;0.981567;0.309272;0.74652;0.530886
130260305070030;Manaus;0.46698;0.865469;1.636271;1.134957;0.834883
130260305070031;Manaus;0.398078;-0.05247;0.653264;0.194268;0.110548
130260305070032;Manaus;0.38944;0.339144;0.636793;0.443208;0.229369
130260305070033;Manaus;0.388798;0.025648;0.838561;0.309859;0.205462
130260305070034;Manaus;0.407366;1.346099;0.09518;0.908753;0.48497
130260305070035;Manaus;0.441256;0.322867;0.58017;0.412825;0.48508
130260305070036;Manaus;0.483244;0.535536;1.827584;0.987261;0.808614
130260305070037;Manaus;0.416935;-1.313128;1.492131;-0.332355;-0.115895
130260305070038;Manaus;0.396049;1.44946;-0.934065;0.616133;0.445456
130260305070039;Manaus;0.440943;1.062987;1.415319;1.186169;0.767636
130260305070040;Manaus;0.378833;1.093588;-0.810871;0.427752;0.484511
130260305070041;Manaus;0.490139;0.967952;1.696711;1.222741;0.996451
130260305070042;Manaus;0.407982;1.614096;-0.199847;0.979906;0.633556
130260305070043;Manaus;0.402256;0.756979;1.343944;0.962194;0.548727
130260305070044;Manaus;0.387501;0.853555;1.16097;0.961033;0.371762
130260305070045;Manaus;0.388332;0.766904;0.218843;0.575291;0.321664
130260305070046;Manaus;0.363562;0.575723;-0.668276;0.140797;0.223466
130260305070048;Manaus;0.359426;-0.174758;-0.319511;-0.225366;0.012451
130260305070049;Manaus;0.380342;-0.705423;1.946414;0.221711;0.032074
130260305070050;Manaus;0.373578;-0.295398;1.04088;0.171791;0.133812
130260305070051;Manaus;0.373655;1.089436;-0.152722;0.655153;0.325282
130260305070052;Manaus;0.381136;0.908996;0.329465;0.706381;0.306097
130260305070053;Manaus;0.464159;1.542462;0.206127;1.075254;1.029424
130260305070055;Manaus;0.397666;0.370042;1.605892;0.80212;0.35764
130260305070056;Manaus;0.409379;1.387197;0.355353;1.026444;0.698212
130260305070057;Manaus;0.425377;0.571115;1.61778;0.937049;0.494077
130260305070058;Manaus;0.383837;0.50094;0.682125;0.564286;0.288847
130260305070059;Manaus;0.392531;0.414297;1.525395;0.802759;0.31759
130260305070060;Manaus;0.402522;0.297909;1.742233;0.802873;0.440506
130260305070061;Manaus;0.368611;0.906945;-0.786817;0.314773;0.205368
130260305070062;Manaus;0.457054;1.023992;1.804699;1.296942;0.788313
130260305070063;Manaus;0.459136;1.388611;0.258191;0.993394;0.9643
130260305070064;Manaus;0.420695;0.951906;1.589032;1.174658;0.575363
130260305070065;Manaus;0.431462;0.982833;1.430566;1.139369;0.730669
130260305070066;Manaus;0.423208;1.051406;1.448381;1.190196;0.67039
130260305070067;Manaus;0.501816;1.4751;0.306026;1.066369;1.267026
130260305070068;Manaus;0.400358;1.205638;1.137181;1.181704;0.581976
130260305070069;Manaus;0.396334;1.201924;0.977432;1.123438;0.500102
130260305070070;Manaus;0.390162;0.910681;0.542577;0.781984;0.410885
130260305070071;Manaus;0.488296;1.12389;1.778559;1.352775;1.123539
130260305070072;Manaus;0.394433;0.689827;1.305134;0.90495;0.443795
130260305070076;Manaus;0.428613;-1.50721;1.708748;-0.382848;-0.192368
130260305070078;Manaus;0.381435;0.719547;-0.652959;0.239692;0.264118
130260305070079;Manaus;0.40251;-0.091157;1.962239;0.62675;0.268675
130260305070081;Manaus;0.388102;0.960822;0.07394;0.65075;0.306002
130260305070082;Manaus;0.404785;0.813805;0.337656;0.647334;0.421969
130260305070083;Manaus;0.370946;0.086632;1.487114;0.576267;0.183759
130260305070084;Manaus;0.410306;1.055304;0.268552;0.78024;0.497666
130260305070085;Manaus;0.410338;0.286768;1.031506;0.547143;0.361984
130260305070086;Manaus;0.376077;0.534779;0.447853;0.504388;0.171687
130260305070087;Manaus;0.402753;1.708415;-1.016973;0.755566;0.563647
130260305070088;Manaus;0.420098;0.83419;1.614391;1.106963;0.640967
130260305070089;Manaus;0.376238;1.255696;-0.896383;0.503288;0.347182
130260305070090;Manaus;0.403007;1.700204;-0.989273;0.75991;0.624814
130260305070091;Manaus;0.419635;1.696039;0.019559;1.109909;0.746472
130260305070092;Manaus;0.465514;0.81911;1.574952;1.083367;0.976236
130260305070093;Manaus;0.40008;1.012282;0.258631;0.748791;0.496268
130260305070094;Manaus;0.420702;1.511489;0.080781;1.011286;0.628746
130260305070095;Manaus;0.487203;1.1732;1.483172;1.281572;1.009384
130260305070097;Manaus;0.415544;1.021489;1.371289;1.143786;0.603154
130260305070098;Manaus;0.46272;1.340122;0.180338;0.934639;0.753031
130260305070100;Manaus;0.510288;1.081846;1.752681;1.316383;1.135601
130260305070102;Manaus;0.40358;0.400674;0.928748;0.585299;0.350257
130260305070103;Manaus;0.495805;0.41064;1.659702;0.847337;0.75253
130260305070104;Manaus;0.363633;-0.329575;0.635978;0.008001;-0.058894
130260305070105;Manaus;0.378409;-0.402147;1.625702;0.306828;0.055786
130260305070106;Manaus;0.405115;0.184432;1.857311;0.769303;0.408859
130260305070107;Manaus;0.35633;0.235257;-0.596576;-0.055568;0.069604
130260305070109;Manaus;0.394288;0.900456;-0.761215;0.319504;0.311592
130260305070110;Manaus;0.390733;0.386506;0.741104;0.510481;0.260589
130260305070111;Manaus;0.37727;0.262203;1.290604;0.621752;0.183591
130260305070112;Manaus;0.37406;-0.255603;0.964838;0.171087;0.085324
130260305070113;Manaus;0.414794;0.153109;1.777484;0.721022;0.395328
130260305070114;Manaus;0.367613;0.456204;0.319914;0.408554;0.218568
130260305070115;Manaus;0.357445;0.10976;-0.699652;-0.173226;-0.039188
130260305070116;Manaus;0.379697;0.788459;-0.656432;0.283297;0.311847
130260305070117;Manaus;0.378638;1.002528;-0.751497;0.389287;0.367241
130260305070118;Manaus;0.366287;0.418123;0.12565;0.315869;0.158784
130260305070119;Manaus;0.364509;0.598397;-0.729393;0.134176;0.150966
130260305070120;Manaus;0.372519;0.619121;-0.6456;0.17695;0.200396
130260305070121;Manaus;0.411449;1.445659;0.091453;0.972202;0.622497
130260305070122;Manaus;0.433893;1.188124;1.430155;1.272743;0.759651
130260305070123;Manaus;0.424311;1.675444;0.03272;1.101115;0.859142
130260305070124;Manaus;0.453859;1.684996;0.117863;1.137096;1.035903
130260305070125;Manaus;0.450338;0.865576;1.560865;1.108662;0.797274
130260305070126;Manaus;0.395065;0.623466;1.393661;0.892741;0.306404
130260305070127;Manaus;0.44637;0.820802;1.8249;1.171854;0.820207
130260305070128;Manaus;0.38981;1.420779;-0.20885;0.851029;0.484691
130260305070129;Manaus;0.408521;1.520851;0.026089;0.998254;0.792041
130260305070131;Manaus;0.368948;-0.322137;1.010839;0.143897;0.097678
130260305070132;Manaus;0.383161;0.720135;0.201933;0.538961;0.287234
130260305070133;Manaus;0.380884;0.553549;0.354493;0.483955;0.450004
130260305070134;Manaus;0.323187;-0.367336;-0.751965;-0.50181;-0.292445
130260305070136;Manaus;0.3546;0.11128;-0.588757;-0.133467;0.017998
130260305070137;Manaus;0.37484;0.683808;-0.640664;0.220747;0.21931
130260305070138;Manaus;0.384757;0.508378;0.572333;0.530738;0.337592
130260305070139;Manaus;0.381266;0.57295;0.239701;0.456439;0.385215
130260305070140;Manaus;0.391759;0.473797;1.518757;0.839135;0.447473
130260305070141;Manaus;0.407189;0.609257;1.736337;1.003306;0.482099
130260305070142;Manaus;0.420732;0.950496;1.503943;1.143992;0.627463
130260305070143;Manaus;0.39591;-0.060742;1.900191;0.624838;0.250715
130260305070144;Manaus;0.38438;0.352516;0.763041;0.496044;0.356865
130260305070145;Manaus;0.381202;1.316364;-0.120467;0.81402;0.560822
130260305070146;Manaus;0.366913;0.423913;0.227074;0.355094;0.193509
130260305070147;Manaus;0.376635;-0.47201;1.950984;0.375116;-0.387105
130260305070148;Manaus;0.423857;1.915707;-0.107929;1.208205;0.909953
130260305070149;Manaus;0.412295;1.416298;1.025847;1.279789;0.751559
