CD_SETOR;NM_MUN;indice_01;escore_F1;escore_F2;escore_composto;escore_composto_bruto
310620005670365;Belo Horizonte;0.312466;-0.68407;-0.70589;-0.691699;-0.382917
310620005670369;Belo Horizonte;0.291043;-1.372076;-0.503412;-1.068375;-0.709001
310620005670372;Belo Horizonte;0.29356;-1.006534;-0.626571;-0.873691;-0.59027
310620005670377;Belo Horizonte;0.348114;0.414441;-1.114968;-0.12027;-0.011354
310620005670379;Belo Horizonte;0.270399;-1.554017;-0.436715;-1.163386;-0.900782
310620005670380;Belo Horizonte;0.270061;-1.560902;-0.364747;-1.142703;-1.012114
310620005670381;Belo Horizonte;0.259977;-1.578598;-0.35334;-1.150224;-1.004413
310620005670382;Belo Horizonte;0.253132;-1.680937;-0.415163;-1.238398;-1.137555
310620005670383;Belo Horizonte;0.25861;-1.473065;-0.251032;-1.045819;-0.996249
310620005670384;Belo Horizonte;0.251234;-1.606506;-0.471339;-1.209629;-1.28075
310620005670386;Belo Horizonte;0.254212;-1.697338;-0.393481;-1.241484;-1.271975
310620005670387;Belo Horizonte;0.283897;-1.483994;-0.458904;-1.125603;-0.823925
310620005670388;Belo Horizonte;0.259705;-1.627851;-0.403582;-1.199823;-1.035906
310620005670389;Belo Horizonte;0.253673;-1.694656;-0.420002;-1.249012;-1.204925
310620005670390;Belo Horizonte;0.25294;-1.54111;-0.247718;-1.088915;-1.280923
310620005670392;Belo Horizonte;0.343786;-0.433991;-0.359088;-0.407803;-0.147406
310620005670393;Belo Horizonte;0.351165;0.274051;0.108044;0.216012;0.049263
310620005670394;Belo Horizonte;0.335866;-0.037017;-0.990276;-0.370295;-0.286496
310620005670395;Belo Horizonte;0.335086;-0.184178;-0.641161;-0.343948;-0.123233
310620005670396;Belo Horizonte;0.377971;1.206363;-1.131755;0.388911;0.267049
310620005670397;Belo Horizonte;0.51819;1.748856;-0.039437;1.123634;1.204062
310620005670400;Belo Horizonte;0.349234;0.672793;-1.074774;0.061809;0.108734
310620005670401;Belo Horizonte;0.390265;1.520161;-1.300287;0.534078;0.325277
310620005670402;Belo Horizonte;0.369739;1.035359;-0.89358;0.360964;0.203781
310620005670404;Belo Horizonte;0.353725;0.764357;-1.10678;0.110171;0.076435
310620005670406;Belo Horizonte;0.399941;1.829998;-1.147089;0.78915;0.589884
310620005670408;Belo Horizonte;0.408103;1.735315;-1.05104;0.761151;0.624431
310620005670409;Belo Horizonte;0.364546;0.617097;-0.945045;0.070942;0.096318
310620005670412;Belo Horizonte;0.358487;0.298234;-0.993288;-0.153307;-0.035441
310620005670416;Belo Horizonte;0.283036;-1.352283;-0.495457;-1.05272;-0.675847
310620005670418;Belo Horizonte;0.286859;-1.440305;-0.488841;-1.107655;-0.794187
310620005670420;Belo Horizonte;0.287404;-1.050745;-0.338605;-0.801767;-0.481718
310620005670421;Belo Horizonte;0.276053;-1.468479;-0.385834;-1.089965;-0.802177
310620005670422;Belo Horizonte;0.276294;-1.476547;-0.39361;-1.097931;-0.807738
310620005670424;Belo Horizonte;0.364734;1.065975;-1.091426;0.311706;0.18736
310620005670425;Belo Horizonte;0.395207;1.171556;-0.889912;0.450827;0.377049
310620005670427;Belo Horizonte;0.34766;-0.882435;0.729162;-0.318989;-0.273236
310620005670428;Belo Horizonte;0.366347;0.647389;-1.052913;0.05293;0.066627
310620005670431;Belo Horizonte;0.394121;1.759779;-1.10756;0.757302;0.593552
310620005670432;Belo Horizonte;0.372323;1.038249;-1.145637;0.27472;0.138141
310620005670433;Belo Horizonte;0.406444;1.813137;-1.175443;0.768271;0.804173
310620005670435;Belo Horizonte;0.409887;1.785841;-0.210689;1.087815;0.604611
310620005670437;Belo Horizonte;0.255363;-1.189196;-0.209203;-0.846571;-1.12939
310620005670440;Belo Horizonte;0.348792;0.033266;-0.550657;-0.170885;-0.037977
310620005670441;Belo Horizonte;0.375776;0.788479;-0.204039;0.441476;0.179272
310620005670442;Belo Horizonte;0.358038;0.549017;-0.829045;0.06722;0.114711
310620005670443;Belo Horizonte;0.373198;0.481683;-0.087238;0.282777;0.082911
310620005670445;Belo Horizonte;0.30685;0.356237;-0.983907;-0.112304;-0.202805
310620005670446;Belo Horizonte;0.364244;0.817444;-1.068887;0.157946;0.153312
310620005670447;Belo Horizonte;0.21964;-0.658605;-0.901785;-0.743625;-1.063264
310620005670448;Belo Horizonte;0.31808;-0.663416;-0.488792;-0.602364;-0.309746
310620005670449;Belo Horizonte;0.374921;0.895323;-0.893208;0.270018;0.188864
310620005670450;Belo Horizonte;0.376279;0.687215;-1.232168;0.016162;0.522347
310620005670453;Belo Horizonte;0.370163;0.498041;-0.657725;0.093963;0.082834
310620005670458;Belo Horizonte;0.303788;-0.949655;-0.593985;-0.825306;-0.505433
310620005670460;Belo Horizonte;0.292353;-1.297022;-0.400381;-0.983539;-0.60737
310620005670462;Belo Horizonte;0.374285;1.126088;-0.935438;0.405339;0.3393
310620005670464;Belo Horizonte;0.385037;1.490257;-1.111128;0.580762;0.360752
310620005670465;Belo Horizonte;0.380303;1.499024;-1.085826;0.59531;0.363023
310620005670466;Belo Horizonte;0.397823;1.654993;-1.098205;0.692421;0.484376
310620005670467;Belo Horizonte;0.365471;1.127389;-1.335411;0.266346;0.154717
310620005670471;Belo Horizonte;0.395865;1.518547;-1.318489;0.526664;0.410341
310620005670473;Belo Horizonte;0.287185;-1.37739;-0.434289;-1.047663;-0.674748
310620005670475;Belo Horizonte;0.37393;1.032098;-0.990419;0.324987;0.24485
310620005670476;Belo Horizonte;0.385881;1.175454;-1.001294;0.41442;0.348122
310620005670477;Belo Horizonte;0.388699;1.508824;-1.235395;0.549392;0.556193
310620005670478;Belo Horizonte;0.286991;-1.398242;-0.471148;-1.074112;-0.703067
310620005670479;Belo Horizonte;0.272752;-1.313465;-0.547844;-1.045789;-0.941243
310620005670480;Belo Horizonte;0.280598;-1.201269;-0.501312;-0.95655;-0.765476
310620005670484;Belo Horizonte;0.25548;-1.593609;-0.346776;-1.157692;-1.029643
310620005670485;Belo Horizonte;0.23779;-1.358443;-0.585859;-1.088333;-1.19903
310620005670487;Belo Horizonte;0.381668;1.539809;-1.022685;0.643911;0.506776
310620005670488;Belo Horizonte;0.405141;1.963206;-1.11647;0.886492;0.909378
310620005670489;Belo Horizonte;0.264825;-1.593132;-0.397433;-1.175093;-0.985505
310620005670490;Belo Horizonte;0.381971;1.279878;-0.922899;0.509744;0.361904
310620005670493;Belo Horizonte;0.348929;0.05364;-0.629622;-0.185242;-0.019839
310620005670494;Belo Horizonte;0.356469;0.172297;-0.849189;-0.184834;-0.036411
310620005670498;Belo Horizonte;0.338666;-0.516202;-0.644928;-0.561207;-0.225998
310620005670500;Belo Horizonte;0.325148;-0.560437;-0.268073;-0.458221;-0.114961
310620005670501;Belo Horizonte;0.325297;-0.680434;-0.686113;-0.68242;-0.346882
310620005670502;Belo Horizonte;0.29674;-1.019487;-0.263522;-0.755187;-0.48278
310620005670504;Belo Horizonte;0.328806;-0.760024;-0.546991;-0.685543;-0.298324
310620005670506;Belo Horizonte;0.324292;-0.80991;-0.650869;-0.754306;-0.392175
310620005670507;Belo Horizonte;0.329469;-0.511566;-0.647535;-0.559104;-0.241757
310620005670508;Belo Horizonte;0.336965;-0.57178;-0.706321;-0.618818;-0.29655
310620005670509;Belo Horizonte;0.311669;-1.260917;-0.486852;-0.990289;-0.604202
310620005670510;Belo Horizonte;0.312686;-1.238514;-0.452141;-0.963583;-0.573253
310620005670512;Belo Horizonte;0.361325;0.414369;-0.829471;-0.020502;0.044449
310620005670513;Belo Horizonte;0.336893;-0.726761;-0.624323;-0.690946;-0.31575
310620005670515;Belo Horizonte;0.348921;-0.066759;-0.779171;-0.315832;-0.099844
310620005670516;Belo Horizonte;0.318676;-0.771754;-0.510473;-0.680405;-0.344633
310620005670517;Belo Horizonte;0.37262;0.733696;-0.196828;0.408367;0.121668
310620005670518;Belo Horizonte;0.357712;-0.033041;-0.525217;-0.205115;-0.010952
310620005670519;Belo Horizonte;0.420136;0.812812;0.187444;0.594171;0.515222
310620005670520;Belo Horizonte;0.309679;-0.71211;-0.744746;-0.72352;-0.48567
310620005670522;Belo Horizonte;0.342054;-0.620023;-0.668789;-0.637073;-0.302736
310620005670523;Belo Horizonte;0.330307;-0.98791;-0.544646;-0.832936;-0.431026
310620005670524;Belo Horizonte;0.340348;-0.253189;-0.549704;-0.356856;-0.127564
310620005670526;Belo Horizonte;0.31129;-1.056383;-0.508836;-0.86495;-0.471552
310620005670527;Belo Horizonte;0.32972;-0.35508;-0.484621;-0.40037;-0.169006
310620005670528;Belo Horizonte;0.349212;0.169263;-0.573916;-0.090567;0.056988
310620005670529;Belo Horizonte;0.311534;-1.007892;-0.223346;-0.733599;-0.453849
310620005670530;Belo Horizonte;0.306946;-1.169972;-0.543832;-0.951061;-0.620966
310620005670531;Belo Horizonte;0.317759;-0.918099;-0.635668;-0.819355;-0.489316
310620005670532;Belo Horizonte;0.321791;-1.248058;0.748573;-0.549997;-0.337872
310620005670534;Belo Horizonte;0.371331;0.71861;-1.039157;0.104061;0.064309
310620005670536;Belo Horizonte;0.336317;-0.090153;-0.858449;-0.358764;-0.154884
310620005670537;Belo Horizonte;0.330421;-0.598486;-0.581433;-0.592524;-0.25981
310620005670539;Belo Horizonte;0.339555;-0.484876;0.183038;-0.25136;-0.179443
310620005670540;Belo Horizonte;0.362658;0.215444;-0.011534;0.136088;0.044186
310620005670541;Belo Horizonte;0.366899;-0.157743;0.231323;-0.021718;-0.033036
310620005670542;Belo Horizonte;0.368051;-0.030088;0.211247;0.054288;0.019815
310620005670543;Belo Horizonte;0.315851;-1.235898;-0.462903;-0.965644;-0.593205
310620005670545;Belo Horizonte;0.323072;-0.585152;-0.62459;-0.598941;-0.274198
310620005670546;Belo Horizonte;0.378064;0.758915;-0.721085;0.241478;0.283431
310620005670547;Belo Horizonte;0.364718;0.687522;-0.864399;0.14494;0.133531
310620005670548;Belo Horizonte;0.337962;-0.40408;-0.697267;-0.506584;-0.208908
310620005670549;Belo Horizonte;0.311422;-0.785942;-0.651923;-0.739086;-0.413981
310620005670550;Belo Horizonte;0.324592;-1.086585;-0.520959;-0.888831;-0.479977
310620005670551;Belo Horizonte;0.313344;-0.812732;-0.648209;-0.755212;-0.451727
310620005670552;Belo Horizonte;0.266815;-1.627991;-0.383549;-1.192909;-1.186559
310620005670553;Belo Horizonte;0.2592;-1.663137;-0.376154;-1.213183;-1.266014
310620005670554;Belo Horizonte;0.244863;-1.697947;-0.364044;-1.231589;-1.228092
310620005670555;Belo Horizonte;0.338708;-0.56959;0.231157;-0.289633;-0.213837
310620005670556;Belo Horizonte;0.340216;-0.354508;-0.036218;-0.243228;-0.21134
310620005670557;Belo Horizonte;0.334381;-0.588225;-0.731784;-0.638416;-0.347293
310620005670558;Belo Horizonte;0.348244;0.880151;-1.183464;0.158671;0.090689
310620005670559;Belo Horizonte;0.366744;0.555871;-0.920515;0.039697;0.108032
310620005670560;Belo Horizonte;0.358829;0.627402;-0.792584;0.130947;0.148838
310620005670562;Belo Horizonte;0.321141;-0.61853;-0.691859;-0.644167;-0.347994
310620005670563;Belo Horizonte;0.292994;-1.927722;1.807169;-0.621932;-0.860464
310620005670566;Belo Horizonte;0.256423;-1.369155;-0.139694;-0.939312;-1.046717
310620005670570;Belo Horizonte;0.264472;-1.581593;-0.352385;-1.151838;-1.059422
310620005670572;Belo Horizonte;0.258622;-1.648296;-0.448815;-1.228934;-1.117
310620005670573;Belo Horizonte;0.266166;-1.596473;-0.414209;-1.18313;-0.982899
310620005670574;Belo Horizonte;0.261557;-1.853941;1.346808;-0.734897;-1.148211
310620005670576;Belo Horizonte;0.392232;1.28849;-0.303814;0.73179;0.333572
310620005670578;Belo Horizonte;0.342954;-0.320071;-0.571815;-0.408085;-0.132442
310620005670579;Belo Horizonte;0.3265;-0.53249;-0.449946;-0.503631;-0.205116
310620005670581;Belo Horizonte;0.274896;-1.491634;-0.500014;-1.144944;-0.913549
310620005670582;Belo Horizonte;0.304481;-1.308277;-0.507451;-1.028293;-0.66756
310620005670584;Belo Horizonte;0.261095;-1.648055;-0.419833;-1.218644;-1.094172
310620005670585;Belo Horizonte;0.260657;-1.446598;-0.227964;-1.02054;-1.014612
310620005670586;Belo Horizonte;0.268108;-1.604619;-0.457741;-1.203648;-1.07806
310620005670587;Belo Horizonte;0.255184;-1.583243;-0.304977;-1.136337;-1.140562
310620005670589;Belo Horizonte;0.252596;-1.614178;-0.336348;-1.167424;-1.099899
310620005670592;Belo Horizonte;0.234214;-1.638555;-0.275911;-1.162148;-1.251286
310620005670593;Belo Horizonte;0.25024;-1.623779;-0.418232;-1.202296;-1.198451
310620005670595;Belo Horizonte;0.256839;-1.655706;-0.393087;-1.21427;-1.119659
310620005670599;Belo Horizonte;0.257713;-1.592233;-0.313834;-1.14528;-1.182905
310620005670601;Belo Horizonte;0.265293;-1.297298;-0.136246;-0.891371;-0.888934
310620005670602;Belo Horizonte;0.255806;-1.645015;-0.379322;-1.202504;-1.105248
310620005670604;Belo Horizonte;0.382241;-2.198154;1.577303;-0.878181;-0.821809
310620005670606;Belo Horizonte;0.371316;1.186881;-1.12002;0.380343;0.320204
310620005670607;Belo Horizonte;0.376332;1.136963;-1.149252;0.337658;0.241694
310620005670608;Belo Horizonte;0.365659;1.102661;-1.052346;0.349229;0.236899
310620005670610;Belo Horizonte;0.268529;-1.543521;-0.412778;-1.148191;-0.883312
310620005670612;Belo Horizonte;0.304072;-1.249007;-0.419475;-0.958987;-0.565233
310620005670614;Belo Horizonte;0.265024;-1.565137;-0.410722;-1.161531;-0.913951
310620005670619;Belo Horizonte;0.391503;1.733965;-1.115582;0.737708;0.610094
310620005670620;Belo Horizonte;0.40967;1.835335;-1.097894;0.809821;0.79112
310620005670624;Belo Horizonte;0.309384;-1.511398;1.426993;-0.48408;-0.570823
310620005670626;Belo Horizonte;0.27744;-1.365359;-0.495585;-1.061269;-0.832166
310620005670628;Belo Horizonte;0.289844;-1.161436;-0.521927;-0.937851;-0.731686
310620005670631;Belo Horizonte;0.312871;-1.205441;-0.499634;-0.958677;-0.545219
310620005670632;Belo Horizonte;0.32719;-0.351839;-0.694481;-0.471634;-0.217887
310620005670633;Belo Horizonte;0.287597;-1.426188;-0.439843;-1.081343;-0.735474
310620005670636;Belo Horizonte;0.280552;-1.372512;-0.509691;-1.070853;-0.781955
310620005670638;Belo Horizonte;0.261161;-1.59642;-0.433946;-1.189996;-0.955918
310620005670641;Belo Horizonte;0.257143;-1.627326;-0.382871;-1.19224;-1.050696
310620005670642;Belo Horizonte;0.263966;-1.317014;-0.571545;-1.056383;-0.827024
310620005670646;Belo Horizonte;0.374988;0.802536;-0.843688;0.226984;0.175724
310620005670647;Belo Horizonte;0.263066;-1.521533;-0.435342;-1.14178;-0.838218
310620005670648;Belo Horizonte;0.273524;-1.342641;-0.473694;-1.03884;-0.789672
310620005670649;Belo Horizonte;0.268143;-1.119607;-0.656675;-0.957757;-0.853395
310620005670650;Belo Horizonte;0.258132;-1.54118;-0.346859;-1.123622;-0.925683
310620005670653;Belo Horizonte;0.265127;-1.633211;-0.40435;-1.203577;-1.107317
310620005670654;Belo Horizonte;0.266313;-1.479283;-0.475376;-1.128297;-0.934256
310620005670655;Belo Horizonte;0.262369;-1.591509;-0.465285;-1.197759;-0.991581
310620005670657;Belo Horizonte;0.247628;-1.672214;-0.443105;-1.242493;-1.093901
310620005670660;Belo Horizonte;0.24949;-1.307372;-0.601351;-1.060533;-1.061752
310620005670662;Belo Horizonte;0.239587;-1.362146;-0.182914;-0.949863;-1.260636
310620005670664;Belo Horizonte;0.252594;-1.451524;-0.476815;-1.110747;-0.97214
310620005670665;Belo Horizonte;0.265818;-1.163165;-0.391103;-0.893237;-0.792348
310620005670666;Belo Horizonte;0.255772;-1.623394;-0.389386;-1.191961;-1.021351
310620005670667;Belo Horizonte;0.246533;-1.478357;-0.443661;-1.116607;-1.047514
310620005670674;Belo Horizonte;0.244072;-1.679433;-0.329098;-1.207329;-1.316137
310620005670676;Belo Horizonte;0.242112;-1.704606;-0.411889;-1.252647;-1.134114
310620005670678;Belo Horizonte;0.256147;-1.638451;-0.399941;-1.205444;-1.046078
310620005670679;Belo Horizonte;0.24385;-1.65121;-0.324528;-1.187376;-1.18618
310620005670681;Belo Horizonte;0.31059;-1.140082;-0.516303;-0.921997;-0.550443
310620005670682;Belo Horizonte;0.347043;-0.111406;0.071329;-0.047518;-0.086865
310620005670683;Belo Horizonte;0.323712;-0.44836;-0.809735;-0.574704;-0.321077
310620005670684;Belo Horizonte;0.357444;-0.349282;0.622396;-0.009565;-0.019035
310620005670685;Belo Horizonte;0.331042;-0.879673;-0.558128;-0.767255;-0.359713
310620005670686;Belo Horizonte;0.259624;-1.480745;-0.476793;-1.129744;-1.031264
310620005670689;Belo Horizonte;0.263099;-1.433922;-0.543177;-1.1225;-1.045174
310620005670690;Belo Horizonte;0.249903;-1.589257;-0.298407;-1.137951;-1.12375
310620005670691;Belo Horizonte;0.248316;-1.648473;-0.317634;-1.183186;-1.310984
310620005670693;Belo Horizonte;0.234997;-1.759022;-0.375831;-1.275432;-1.337567
310620005670695;Belo Horizonte;0.257142;-1.511242;-0.426486;-1.13199;-0.986968
310620005670698;Belo Horizonte;0.265686;-1.835664;1.056592;-0.824475;-0.990013
310620005670700;Belo Horizonte;0.280974;-1.346827;-0.530096;-1.061282;-0.875227
310620005670701;Belo Horizonte;0.254204;-1.693888;-0.424432;-1.250061;-1.212151
310620005670703;Belo Horizonte;0.255675;-1.685318;-0.397716;-1.235147;-1.216687
310620005670704;Belo Horizonte;0.263419;-1.305611;-0.101642;-0.88468;-1.119581
310620005670705;Belo Horizonte;0.357049;0.400142;-0.197662;0.191138;0.080858
310620005670706;Belo Horizonte;0.322775;-0.830726;-0.550728;-0.732833;-0.335807
310620005670707;Belo Horizonte;0.249991;-1.485674;-0.529398;-1.151342;-1.177044
310620005670709;Belo Horizonte;0.313863;-1.180364;-0.523317;-0.950647;-0.54292
310620005670710;Belo Horizonte;0.308239;-1.241599;-0.497958;-0.981608;-0.572901
310620005670711;Belo Horizonte;0.327187;-0.991213;-0.585964;-0.84953;-0.495318
310620005670712;Belo Horizonte;0.356428;-0.086145;0.138393;-0.007642;-0.038523
310620005670713;Belo Horizonte;0.350238;0.059883;-0.912104;-0.279942;-0.140439
310620005670714;Belo Horizonte;0.326473;-1.025882;-0.554508;-0.86108;-0.462807
310620005670716;Belo Horizonte;0.312308;-1.001118;-0.639446;-0.874671;-0.608801
310620005670718;Belo Horizonte;0.329453;-0.833505;-0.641589;-0.766407;-0.446228
310620005670719;Belo Horizonte;0.324041;-0.906953;-0.641074;-0.813997;-0.519223
310620005670720;Belo Horizonte;0.331925;-0.512488;-0.706823;-0.580431;-0.295206
310620005670721;Belo Horizonte;0.325904;-1.101051;-0.53634;-0.903617;-0.544559
310620005670723;Belo Horizonte;0.320576;-1.163403;-0.468688;-0.920517;-0.523868
310620005670724;Belo Horizonte;0.342825;0.44673;-0.966084;-0.047217;-0.044455
310620005670725;Belo Horizonte;0.364859;0.469018;-0.933616;-0.02137;0.004496
310620005670726;Belo Horizonte;0.321639;-0.776607;-0.339232;-0.623692;-0.294154
310620005670727;Belo Horizonte;0.345627;-0.150467;-0.567676;-0.296332;-0.079468
310620005670728;Belo Horizonte;0.395333;1.62927;-1.142078;0.660353;0.563879
310620005670729;Belo Horizonte;0.371471;0.802137;-0.949237;0.189822;0.155651
310620005670730;Belo Horizonte;0.343695;0.441228;-0.983295;-0.056813;-0.003849
310620005670731;Belo Horizonte;0.362101;0.66857;-0.13606;0.387255;0.123575
310620005670732;Belo Horizonte;0.356232;0.593222;-0.823013;0.098079;0.057734
310620005670733;Belo Horizonte;0.359556;0.409059;-0.737018;0.008369;0.03451
310620005670734;Belo Horizonte;0.336201;-0.346071;-0.611064;-0.438718;-0.167171
310620005670735;Belo Horizonte;0.3387;-0.637466;-0.593062;-0.621942;-0.250747
310620005670736;Belo Horizonte;0.358383;0.496564;-0.832938;0.031744;0.049668
310620005670737;Belo Horizonte;0.369398;0.960766;-1.110696;0.236543;0.184546
310620005670738;Belo Horizonte;0.385643;1.50341;-1.178767;0.565669;0.387563
310620005670739;Belo Horizonte;0.395928;1.797474;-1.079396;0.791665;0.565272
310620005670740;Belo Horizonte;0.242582;-1.735159;-0.43098;-1.279193;-1.282719
310620005670742;Belo Horizonte;0.349407;-0.111486;-0.709148;-0.32044;-0.102445
310620005670743;Belo Horizonte;0.346872;0.177026;-0.685917;-0.124675;-0.00153
310620005670744;Belo Horizonte;0.329381;-0.638755;-0.515747;-0.595749;-0.280004
310620005670745;Belo Horizonte;0.345382;-0.206091;-0.688918;-0.374897;-0.12532
310620005670748;Belo Horizonte;0.267146;-1.570517;-0.463251;-1.183395;-0.949797
310620005670749;Belo Horizonte;0.300504;-0.958704;-0.6588;-0.853852;-0.57407
310620005670750;Belo Horizonte;0.354716;0.174376;-0.889035;-0.197413;-0.044641
310620005670751;Belo Horizonte;0.358023;-0.151226;-0.709446;-0.346391;-0.104195
310620005670753;Belo Horizonte;0.25014;-1.669708;-0.443417;-1.240973;-1.103811
310620005670754;Belo Horizonte;0.301572;-1.055465;-0.636148;-0.908864;-0.619384
310620005670756;Belo Horizonte;0.341142;0.019666;-0.966611;-0.325155;-0.225904
310620005670757;Belo Horizonte;0.361097;0.346969;-0.901226;-0.089424;-0.029964
310620005670758;Belo Horizonte;0.388283;1.624038;-1.164295;0.649182;0.395916
310620005670759;Belo Horizonte;0.388315;1.346022;-1.050371;0.508196;0.349632
310620005670760;Belo Horizonte;0.317862;-0.943394;-0.526136;-0.797512;-0.39609
310620005670761;Belo Horizonte;0.33005;-0.628866;0.484458;-0.239626;-0.181886
310620005670762;Belo Horizonte;0.34795;-0.272821;-0.377493;-0.309416;-0.063148
310620005670766;Belo Horizonte;0.277537;-1.510063;-0.451103;-1.13983;-0.842556
310620005670767;Belo Horizonte;0.292217;-1.13376;-0.594707;-0.945296;-0.696163
310620005670768;Belo Horizonte;0.323139;-0.787639;-0.679802;-0.749937;-0.428532
310620005670771;Belo Horizonte;0.342694;-0.056538;-0.644902;-0.262242;-0.080919
310620005670772;Belo Horizonte;0.348;-0.261316;-0.605488;-0.381646;-0.133512
310620005670774;Belo Horizonte;0.398864;0.84708;1.465035;1.063129;0.50105
310620005670775;Belo Horizonte;0.368029;0.457168;-0.808156;0.014786;0.095364
310620005670777;Belo Horizonte;0.2553;-1.35046;-0.105501;-0.915198;-1.229062
310620005670778;Belo Horizonte;0.309666;-1.002661;-0.479945;-0.819909;-0.470535
310620005670779;Belo Horizonte;0.30603;-1.10291;-0.561185;-0.913513;-0.549382
310620005670781;Belo Horizonte;0.382565;1.515877;-1.036588;0.623486;0.451779
310620005670782;Belo Horizonte;0.256715;-1.560511;-0.369789;-1.144212;-0.925946
310620005670783;Belo Horizonte;0.252761;-1.648398;-0.380892;-1.205253;-1.084342
310620005670785;Belo Horizonte;0.230069;-1.722053;-0.316169;-1.230529;-1.399073
310620005670787;Belo Horizonte;0.302055;-1.211298;-0.324951;-0.901414;-0.581559
310620005670788;Belo Horizonte;0.290179;-1.255624;-0.545044;-1.007192;-0.834361
310620005670790;Belo Horizonte;0.372156;0.914039;-0.89336;0.282137;0.199522
310620005670791;Belo Horizonte;0.322927;-0.900926;0.268616;-0.492032;-0.392663
310620005670794;Belo Horizonte;0.29758;-1.409789;-0.429981;-1.067229;-0.769811
310620005670795;Belo Horizonte;0.319558;-0.979727;-0.621359;-0.854435;-0.536052
310620005670796;Belo Horizonte;0.324685;-1.918903;1.783719;-0.624394;-0.97305
310620005670798;Belo Horizonte;0.403646;1.760094;-1.106719;0.7578;0.65032
310620005670799;Belo Horizonte;0.39817;1.543892;-0.954247;0.670494;0.533507
310620005670800;Belo Horizonte;0.40749;1.243304;0.108461;0.846541;0.555653
310620005670801;Belo Horizonte;0.399921;1.067366;-0.253695;0.605497;0.286984
310620005670802;Belo Horizonte;0.690938;0.678245;2.01765;1.146527;1.33021
310620005670803;Belo Horizonte;0.343389;-0.280227;-0.625109;-0.400804;-0.139922
310620005670804;Belo Horizonte;0.345708;-0.023816;-0.759599;-0.28106;-0.105712
310620005670805;Belo Horizonte;0.384797;0.890324;-1.135434;0.182079;0.129652
310620005670806;Belo Horizonte;0.387881;1.599376;-1.139046;0.64197;0.441176
310620005670807;Belo Horizonte;0.421081;0.011295;1.673927;0.592583;0.229067
310620005670808;Belo Horizonte;0.369132;-0.020322;0.252683;0.075126;0.024966
310620005670809;Belo Horizonte;0.384783;1.695372;-1.104369;0.716528;0.454671
310620005670810;Belo Horizonte;0.395727;1.510435;-0.501718;0.806947;0.445334
310620005670811;Belo Horizonte;0.380177;1.198943;-1.143243;0.380069;0.249366
310620005670812;Belo Horizonte;0.355897;0.531243;-0.795738;0.067305;0.11561
310620005670813;Belo Horizonte;0.394302;1.225498;-1.217792;0.371276;0.353395
310620005670814;Belo Horizonte;0.382684;0.867702;-1.279213;0.117099;0.526249
310620005670815;Belo Horizonte;0.421193;0.837195;1.341578;1.013537;0.434771
310620005670816;Belo Horizonte;0.335784;-0.618145;-0.710428;-0.650409;-0.340727
310620005670817;Belo Horizonte;0.431999;1.685249;0.040251;1.110126;0.684329
310620005670818;Belo Horizonte;0.36794;0.120013;0.007577;0.080704;0.003033
310620005670824;Belo Horizonte;0.251316;-1.606008;-0.318166;-1.155753;-1.124947
310620005670826;Belo Horizonte;0.32723;-0.445926;-0.445759;-0.445868;-0.206763
310620005670827;Belo Horizonte;0.37789;1.27045;-1.077497;0.449562;0.262377
310620005670828;Belo Horizonte;0.385922;1.334336;-1.134686;0.471118;0.460049
310620005670829;Belo Horizonte;0.341114;-0.428874;-0.694205;-0.521639;-0.214073
310620005670830;Belo Horizonte;0.339515;0.079467;-0.617776;-0.164303;-0.012948
310620005670832;Belo Horizonte;0.362184;0.676439;-0.716789;0.189339;0.278899
310620005670833;Belo Horizonte;0.385824;1.37711;-1.011493;0.542008;0.467119
310620005670834;Belo Horizonte;0.362131;-0.002598;-0.783548;-0.275634;-0.116234
310620005670835;Belo Horizonte;0.364657;-1.089758;1.022512;-0.351267;-0.187241
310620005670839;Belo Horizonte;0.371449;0.08405;0.463654;0.216767;0.146845
310620005670840;Belo Horizonte;0.325495;-0.537369;-0.661362;-0.580719;-0.265301
310620005670841;Belo Horizonte;0.290818;-1.316593;-0.506518;-1.033375;-0.714446
310620005670842;Belo Horizonte;0.429189;0.494803;1.416532;0.817057;0.393497
310620005670843;Belo Horizonte;0.328322;-0.315125;-0.738986;-0.463315;-0.215784
310620005670844;Belo Horizonte;0.338323;-0.2101;0.085052;-0.106909;-0.134939
310620005670845;Belo Horizonte;0.409434;1.747178;-0.457174;0.976493;0.718749
310620005670846;Belo Horizonte;0.351386;-0.08669;-0.824455;-0.344627;-0.133967
310620005670847;Belo Horizonte;0.331311;-0.273873;-0.686988;-0.418306;-0.204726
310620005670848;Belo Horizonte;0.330816;-0.743315;-0.601101;-0.693594;-0.324786
310620005680001;Belo Horizonte;0.276891;-1.33666;-0.359553;-0.995044;-0.768398
310620005680004;Belo Horizonte;0.276834;-1.503577;-0.393293;-1.1154;-0.854842
310620005680009;Belo Horizonte;0.361524;-0.017548;-0.553404;-0.204894;-0.009422
310620005680010;Belo Horizonte;0.286475;-1.478484;-0.451767;-1.119524;-0.825807
310620005680011;Belo Horizonte;0.325619;-0.749977;-0.606569;-0.699839;-0.346495
310620005680012;Belo Horizonte;0.386344;1.337963;-1.176567;0.458834;0.32545
310620005680014;Belo Horizonte;0.285223;-1.499991;-0.435328;-1.127764;-0.864634
