CD_UF;indicador;dimensao;componente_ivs;n_setores;media_entre_setores;dp_entre_setores;p25;mediana;p75;razao_agregada
11;pct_casa_vila_condominio;Morfologia;False;1621;0.034134;0.125018;0.000000;0.000000;0.017094;0.035793
11;pct_sem_agua_canalizada;Saneamento;False;1968;0.034689;0.109151;0.000000;0.004098;0.019753;0.967969
11;pct_agua_nao_encanada;Saneamento;False;1636;0.014395;0.073275;0.000000;0.000000;0.000000;0.014117
11;pct_agua_so_terreno;Saneamento;False;1465;0.027131;0.097236;0.000000;0.000000;0.016216;0.025011
11;pct_sem_banheiro;Saneamento;False;1563;0.004624;0.020968;0.000000;0.000000;0.000000;0.004262
11;pct_sem_banheiro_nem_sanitario;Saneamento;False;1837;0.000226;0.002679;0.000000;0.000000;0.000000;0.000217
11;pct_resp_feminino;Socioeconômica;False;1965;0.495830;0.109819;0.423237;0.500000;0.574324;0.498570
11;pct_crianca_0a4;Demografia;False;1959;0.072142;0.020257;0.058174;0.071090;0.085218;0.072743
11;pct_pop_0a14;Demografia;False;1967;0.218868;0.047322;0.188517;0.216327;0.247570;0.221937
11;pct_idoso_60mais;Demografia;False;1963;0.121622;0.049847;0.085737;0.119730;0.153014;0.115964
11;iep_setor;Demografia;False;1961;62.836829;47.037198;35.211268;54.824561;80.841121;52.253563
11;rdi_setor;Demografia;False;1963;18.689665;8.286245;12.786798;18.122977;23.562286;17.516439
11;prop_70mais_entre_60mais;Demografia;False;1928;39.903845;8.904812;34.146341;40.000000;45.161290;40.137743
12;pct_agua_inad;Saneamento;True;1083;0.339430;0.326171;0.061451;0.212500;0.585310;0.329200
12;pct_esgoto_inad;Saneamento;True;1082;0.417294;0.365912;0.065498;0.311967;0.809066;0.385391
12;pct_lixo_inad;Saneamento;True;1082;0.170400;0.286006;0.000000;0.016854;0.172167;0.155449
12;razao_moradores;Socioeconômica;True;1083;3.069720;0.363025;2.847779;3.027027;3.270135;3.059516
12;pct_analfab;Socioeconômica;True;1056;0.097360;0.056139;0.056135;0.090909;0.133067;0.092683
12;renda_media;Socioeconômica;True;1083;2397.667858;1798.156800;1453.510000;1870.730000;2657.445000;2397.667858
12;pct_raca_pretpardind;Socioeconômica;True;1083;0.759214;0.075479;0.727919;0.771812;0.805082;0.759049
12;pct_dom_improv;Morfologia;False;1008;0.000393;0.005665;0.000000;0.000000;0.000000;0.000286
12;pct_hab_precaria;Morfologia;False;1083;0.008606;0.028960;0.000000;0.000000;0.000000;0.010018
12;pct_moradia_convencional;Morfologia;False;1083;0.988028;0.029345;0.989361;1.000000;1.000000;0.987262
12;pct_moradia_nao_convencional;Morfologia;False;1083;0.008293;0.028472;0.000000;0.000000;0.000000;0.009806
12;pct_apartamento;Morfologia;False;947;0.080162;0.136527;0.000000;0.035714;0.101588;0.087702
12;pct_casa;Morfologia;False;1081;0.904419;0.143620;0.875969;0.952381;0.994152;0.894770
12;pct_casa_vila_condominio;Morfologia;False;919;0.017893;0.065795;0.000000;0.000000;0.000000;0.020378
12;pct_sem_agua_canalizada;Saneamento;False;1083;0.108041;0.143357;0.019293;0.059701;0.139010;0.903397
12;pct_agua_nao_encanada;Saneamento;False;776;0.031803;0.091803;0.000000;0.000000;0.024279;0.024526
12;pct_agua_so_terreno;Saneamento;False;912;0.095363;0.111229;0.022051;0.055175;0.128131;0.088968
12;pct_sem_banheiro;Saneamento;False;863;0.075731;0.112665;0.009232;0.034884;0.093370;0.063231
12;pct_sem_banheiro_nem_sanitario;Saneamento;False;859;0.004827;0.025869;0.000000;0.000000;0.000000;0.003457
12;pct_resp_feminino;Socioeconômica;False;1080;0.543356;0.092182;0.486344;0.548219;0.602241;0.545224
12;pct_crianca_0a4;Demografia;False;1077;0.080312;0.023642;0.063492;0.079840;0.093819;0.079663
12;pct_pop_0a14;Demografia;False;1081;0.249598;0.056305;0.212544;0.250000;0.286408;0.250514
12;pct_idoso_60mais;Demografia;False;1079;0.099482;0.043570;0.069175;0.091657;0.123046;0.097741
12;iep_setor;Demografia;False;1076;45.231067;31.483906;25.312643;36.197351;55.384347;39.015895
12;rdi_setor;Demografia;False;1079;15.460900;7.399278;10.608321;14.099783;18.793975;14.999575
12;prop_70mais_entre_60mais;Demografia;False;1059;42.950877;10.184478;36.363636;43.055556;48.912530;43.245724
13;pct_agua_inad;Saneamento;True;5054;0.245514;0.310313;0.017739;0.098592;0.354134;0.236726
13;pct_esgoto_inad;Saneamento;True;5054;0.436906;0.381335;0.046908;0.357549;0.852510;0.410962
13;pct_lixo_inad;Saneamento;True;5054;0.148943;0.268617;0.000000;0.000000;0.155527;0.128589
13;razao_moradores;Socioeconômica;True;5054;3.584166;0.661817;3.183308;3.477588;3.855459;3.536814
13;pct_analfab;Socioeconômica;True;4702;0.055992;0.051294;0.022864;0.040239;0.071140;0.054401
13;renda_media;Socioeconômica;True;5054;2473.156886;2770.412162;1389.642500;1726.335000;2338.980000;2473.156886
13;pct_raca_pretpardind;Socioeconômica;True;5054;0.785672;0.105654;0.740138;0.796149;0.850622;0.793702
13;pct_dom_improv;Morfologia;False;4619;0.000608;0.010587;0.000000;0.000000;0.000000;0.000446
13;pct_hab_precaria;Morfologia;False;5054;0.006617;0.024620;0.000000;0.000000;0.000000;0.007242
13;pct_moradia_convencional;Morfologia;False;5054;0.989865;0.024125;0.990291;1.000000;1.000000;0.990044
13;pct_moradia_nao_convencional;Morfologia;False;5054;0.006128;0.022705;0.000000;0.000000;0.000000;0.006890
13;pct_apartamento;Morfologia;False;4500;0.124273;0.233884;0.000000;0.040688;0.118925;0.139234
13;pct_casa;Morfologia;False;5009;0.854178;0.231006;0.835681;0.935897;0.989899;0.838580
13;pct_casa_vila_condominio;Morfologia;False;4240;0.038908;0.115196;0.000000;0.000000;0.033812;0.040828
13;pct_sem_agua_canalizada;Saneamento;False;5035;0.062237;0.146143;0.000000;0.009901;0.044734;0.947128
13;pct_agua_nao_encanada;Saneamento;False;3988;0.027071;0.110061;0.000000;0.000000;0.000000;0.020024
13;pct_agua_so_terreno;Saneamento;False;3822;0.051713;0.120410;0.000000;0.000000;0.042536;0.046613
13;pct_sem_banheiro;Saneamento;False;3901;0.056093;0.142443;0.000000;0.000000;0.034653;0.047640
13;pct_sem_banheiro_nem_sanitario;Saneamento;False;4494;0.002352;0.018458;0.000000;0.000000;0.000000;0.002024
13;pct_resp_feminino;Socioeconômica;False;5042;0.529754;0.097353;0.473523;0.537352;0.591605;0.532569
13;pct_crianca_0a4;Demografia;False;5032;0.082069;0.026830;0.063342;0.080931;0.098248;0.083603
13;pct_pop_0a14;Demografia;False;5052;0.253204;0.065004;0.209424;0.253055;0.294715;0.258765
13;pct_idoso_60mais;Demografia;False;5024;0.096429;0.048993;0.060972;0.087286;0.121852;0.091498
13;iep_setor;Demografia;False;5015;45.677865;39.798463;21.229646;34.108527;56.182671;35.368026
13;rdi_setor;Demografia;False;5024;14.972879;7.927105;9.442724;13.421366;18.750000;14.084579
13;prop_70mais_entre_60mais;Demografia;False;4877;39.064331;11.066272;32.142857;38.775510;45.454545;39.747875
14;pct_agua_inad;Saneamento;True;595;0.058422;0.178037;0.000000;0.000000;0.016166;0.053309
14;pct_esgoto_inad;Saneamento;True;595;0.168147;0.281031;0.000000;0.015000;0.192351;0.162868
14;pct_lixo_inad;Saneamento;True;595;0.053028;0.165020;0.000000;0.000000;0.012065;0.049028
14;razao_moradores;Socioeconômica;True;595;3.396196;0.357663;3.192198;3.385417;3.605283;3.398039
14;pct_analfab;Socioeconômica;True;572;0.041853;0.027983;0.020360;0.037340;0.056279;0.041245
14;renda_media;Socioeconômica;True;595;2839.512286;1809.566456;1751.350000;2189.700000;3257.175000;2839.512286
14;pct_raca_pretpardind;Socioeconômica;True;595;0.749353;0.086444;0.709850;0.766154;0.803028;0.757424
14;pct_dom_improv;Morfologia;False;494;0.004711;0.034264;0.000000;0.000000;0.000000;0.003910
14;pct_hab_precaria;Morfologia;False;595;0.007410;0.041294;0.000000;0.000000;0.000000;0.006851
14;pct_moradia_convencional;Morfologia;False;595;0.993368;0.029092;0.993949;1.000000;1.000000;0.993807
14;pct_moradia_nao_convencional;Morfologia;False;595;0.004023;0.028824;0.000000;0.000000;0.000000;0.004042
14;pct_apartamento;Morfologia;False;537;0.125928;0.182302;0.025140;0.071207;0.160793;0.121135
14;pct_casa;Morfologia;False;591;0.805541;0.183366;0.728307;0.829932;0.948718;0.807180
14;pct_casa_vila_condominio;Morfologia;False;534;0.088681;0.102005;0.012127;0.047947;0.134251;0.089987
14;pct_sem_agua_canalizada;Saneamento;False;595;0.018272;0.043022;0.000000;0.004202;0.016181;0.982639
14;pct_agua_nao_encanada;Saneamento;False;522;0.004443;0.023471;0.000000;0.000000;0.000000;0.003855
14;pct_agua_so_terreno;Saneamento;False;435;0.015778;0.031302;0.000000;0.000000;0.019116;0.016403
14;pct_sem_banheiro;Saneamento;False;440;0.010459;0.023910;0.000000;0.000000;0.011461;0.010087
14;pct_sem_banheiro_nem_sanitario;Saneamento;False;553;0.000802;0.007045;0.000000;0.000000;0.000000;0.000652
14;pct_resp_feminino;Socioeconômica;False;595;0.529202;0.079659;0.477778;0.532609;0.584723;0.529853
14;pct_crianca_0a4;Demografia;False;594;0.090149;0.022625;0.074666;0.089874;0.104933;0.091701
14;pct_pop_0a14;Demografia;False;595;0.263060;0.052196;0.229878;0.263965;0.298569;0.268455
14;pct_idoso_60mais;Demografia;False;594;0.083070;0.036966;0.058939;0.075838;0.102112;0.077662
14;iep_setor;Demografia;False;593;35.174667;23.923297;19.742489;29.032258;42.857143;28.930260
14;rdi_setor;Demografia;False;594;12.766470;5.828770;8.859374;11.631542;15.711811;11.877691
14;prop_70mais_entre_60mais;Demografia;False;587;37.818664;9.127636;31.738400;37.037037;43.243243;37.982282
15;pct_agua_inad;Saneamento;True;9646;0.430820;0.366992;0.071429;0.349764;0.801876;0.423854
15;pct_esgoto_inad;Saneamento;True;9646;0.449884;0.406253;0.034808;0.325990;0.919843;0.437449
15;pct_lixo_inad;Saneamento;True;9645;0.121600;0.241743;0.000000;0.010526;0.100478;0.102321
15;razao_moradores;Socioeconômica;True;9646;3.215983;0.401431;2.983751;3.171910;3.387097;3.219541
15;pct_analfab;Socioeconômica;True;9226;0.070059;0.052437;0.030769;0.057081;0.097701;0.066301
15;renda_media;Socioeconômica;True;9643;2251.561865;2174.083642;1344.970000;1708.610000;2387.185000;2251.561865
15;pct_raca_pretpardind;Socioeconômica;True;9646;0.780693;0.083044;0.744306;0.791743;0.830986;0.781759
15;pct_dom_improv;Morfologia;False;8922;0.000415;0.007649;0.000000;0.000000;0.000000;0.000412
15;pct_hab_precaria;Morfologia;False;9646;0.003182;0.019922;0.000000;0.000000;0.000000;0.003519
15;pct_moradia_convencional;Morfologia;False;9646;0.993860;0.022463;0.994350;1.000000;1.000000;0.994346
15;pct_moradia_nao_convencional;Morfologia;False;9646;0.002935;0.020761;0.000000;0.000000;0.000000;0.003185
15;pct_apartamento;Morfologia;False;8692;0.061807;0.188789;0.000000;0.000000;0.016393;0.074270
15;pct_casa;Morfologia;False;9586;0.887096;0.200729;0.880475;0.966828;1.000000;0.873640
15;pct_casa_vila_condominio;Morfologia;False;8307;0.065710;0.117746;0.000000;0.023392;0.083333;0.070381
15;pct_sem_agua_canalizada;Saneamento;False;9635;0.074865;0.133622;0.004425;0.022989;0.080673;0.932294
15;pct_agua_nao_encanada;Saneamento;False;7439;0.026164;0.082401;0.000000;0.000000;0.016667;0.022603
15;pct_agua_so_terreno;Saneamento;False;7456;0.065397;0.117194;0.000000;0.023256;0.073693;0.060632
15;pct_sem_banheiro;Saneamento;False;7259;0.037812;0.087574;0.000000;0.000000;0.034804;0.032316
15;pct_sem_banheiro_nem_sanitario;Saneamento;False;8417;0.001190;0.011132;0.000000;0.000000;0.000000;0.000967
15;pct_resp_feminino;Socioeconômica;False;9612;0.529442;0.106907;0.466667;0.535519;0.600000;0.533324
15;pct_crianca_0a4;Demografia;False;9578;0.073667;0.024706;0.056198;0.071982;0.089015;0.073892
15;pct_pop_0a14;Demografia;False;9638;0.230552;0.059022;0.189955;0.229077;0.270811;0.232961
15;pct_idoso_60mais;Demografia;False;9587;0.111785;0.056587;0.070930;0.102845;0.143762;0.110063
15;iep_setor;Demografia;False;9571;58.273888;49.381680;26.600625;44.210526;73.581609;47.251586
15;rdi_setor;Demografia;False;9587;17.286171;9.396346;10.679612;15.576923;21.929486;16.756803
15;prop_70mais_entre_60mais;Demografia;False;9299;41.138018;10.379542;35.294118;41.463415;47.169811;42.519565
16;pct_agua_inad;Saneamento;True;998;0.517847;0.366957;0.153712;0.510990;0.906583;0.528466
16;pct_esgoto_inad;Saneamento;True;998;0.488504;0.368247;0.097050;0.516297;0.862708;0.469309
16;pct_lixo_inad;Saneamento;True;998;0.123720;0.251388;0.000000;0.000000;0.102471;0.108216
16;razao_moradores;Socioeconômica;True;998;3.629534;0.393693;3.360535;3.609936;3.885911;3.602535
16;pct_analfab;Socioeconômica;True;961;0.059902;0.039706;0.030675;0.051948;0.080645;0.057446
16;renda_media;Socioeconômica;True;998;2608.445992;1663.632070;1504.422500;2159.485000;3128.135000;2608.445992
16;pct_raca_pretpardind;Socioeconômica;True;998;0.770056;0.066807;0.734212;0.775681;0.812228;0.771988
16;pct_dom_improv;Morfologia;False;897;0.000564;0.005148;0.000000;0.000000;0.000000;0.000678
16;pct_hab_precaria;Morfologia;False;998;0.005752;0.019786;0.000000;0.000000;0.000000;0.005710
16;pct_moradia_convencional;Morfologia;False;998;0.988997;0.022972;0.988660;1.000000;1.000000;0.991143
16;pct_moradia_nao_convencional;Morfologia;False;998;0.005335;0.019386;0.000000;0.000000;0.000000;0.005202
16;pct_apartamento;Morfologia;False;848;0.094028;0.180241;0.000000;0.030944;0.111218;0.115946
16;pct_casa;Morfologia;False;989;0.881220;0.165806;0.840741;0.932432;0.983871;0.861767
16;pct_casa_vila_condominio;Morfologia;False;833;0.042925;0.094008;0.000000;0.011799;0.055118;0.049169
16;pct_sem_agua_canalizada;Saneamento;False;997;0.122929;0.192118;0.012605;0.043478;0.134921;0.888310
16;pct_agua_nao_encanada;Saneamento;False;735;0.036406;0.117715;0.000000;0.000000;0.019705;0.028954
16;pct_agua_so_terreno;Saneamento;False;795;0.114334;0.170724;0.015267;0.047059;0.133631;0.106709
16;pct_sem_banheiro;Saneamento;False;725;0.036678;0.092054;0.000000;0.000000;0.030864;0.033241
16;pct_sem_banheiro_nem_sanitario;Saneamento;False;875;0.001081;0.007918;0.000000;0.000000;0.000000;0.001073
16;pct_resp_feminino;Socioeconômica;False;995;0.542489;0.086664;0.492552;0.542683;0.593596;0.544985
16;pct_crianca_0a4;Demografia;False;990;0.085954;0.028379;0.066687;0.083614;0.103080;0.086856
16;pct_pop_0a14;Demografia;False;995;0.259422;0.060621;0.214545;0.258551;0.303099;0.263200
16;pct_idoso_60mais;Demografia;False;991;0.086300;0.041951;0.057471;0.076806;0.107723;0.084068
16;iep_setor;Demografia;False;988;38.715136;29.306534;19.141114;29.516317;48.455591;31.955346
16;rdi_setor;Demografia;False;991;13.239920;6.505336;8.879928;11.816578;16.272693;12.881097
16;prop_70mais_entre_60mais;Demografia;False;948;39.105701;10.987580;32.295285;38.315603;45.077327;39.606664
17;pct_agua_inad;Saneamento;True;2517;0.063919;0.152456;0.000000;0.000000;0.052198;0.048649
17;pct_esgoto_inad;Saneamento;True;2517;0.421798;0.426149;0.000000;0.194805;0.930000;0.416065
17;pct_lixo_inad;Saneamento;True;2517;0.091215;0.225102;0.000000;0.000000;0.037037;0.069621
17;razao_moradores;Socioeconômica;True;2517;2.925578;0.334244;2.744589;2.926154;3.120000;2.922516
17;pct_analfab;Socioeconômica;True;2319;0.077862;0.055532;0.034818;0.068132;0.114286;0.076599
17;renda_media;Socioeconômica;True;2516;2905.601789;2398.606605;1684.352500;2187.400000;3149.367500;2905.601789
17;pct_raca_pretpardind;Socioeconômica;True;2517;0.740902;0.112160;0.688636;0.764103;0.812030;0.751601
17;pct_dom_improv;Morfologia;False;2328;0.000716;0.009563;0.000000;0.000000;0.000000;0.000469
17;pct_hab_precaria;Morfologia;False;2517;0.005047;0.023960;0.000000;0.000000;0.000000;0.005685
17;pct_moradia_convencional;Morfologia;False;2517;0.992128;0.025101;0.994505;1.000000;1.000000;0.992256
17;pct_moradia_nao_convencional;Morfologia;False;2517;0.004450;0.022370;0.000000;0.000000;0.000000;0.005290
17;pct_apartamento;Morfologia;False;2296;0.049159;0.183673;0.000000;0.000000;0.000000;0.042390
17;pct_casa;Morfologia;False;2494;0.929543;0.186117;0.965147;1.000000;1.000000;0.934993
17;pct_casa_vila_condominio;Morfologia;False;2214;0.029827;0.096006;0.000000;0.000000;0.000000;0.028708
17;pct_sem_agua_canalizada;Saneamento;False;2517;0.016676;0.046822;0.000000;0.000000;0.013889;0.987043
17;pct_agua_nao_encanada;Saneamento;False;2147;0.002928;0.022636;0.000000;0.000000;0.000000;0.002045
17;pct_agua_so_terreno;Saneamento;False;1904;0.012293;0.042459;0.000000;0.000000;0.000000;0.011182
17;pct_sem_banheiro;Saneamento;False;1976;0.007932;0.035535;0.000000;0.000000;0.000000;0.006417
17;pct_sem_banheiro_nem_sanitario;Saneamento;False;2304;0.001006;0.009017;0.000000;0.000000;0.000000;0.000762
17;pct_resp_feminino;Socioeconômica;False;2497;0.503959;0.114602;0.431373;0.501901;0.583333;0.511349
17;pct_crianca_0a4;Demografia;False;2458;0.076607;0.023530;0.061021;0.075472;0.089945;0.076664
17;pct_pop_0a14;Demografia;False;2506;0.227315;0.057392;0.192696;0.228119;0.264358;0.232165
17;pct_idoso_60mais;Demografia;False;2478;0.115554;0.058141;0.073720;0.108746;0.153562;0.114492
17;iep_setor;Demografia;False;2453;57.807592;43.954782;29.661017;48.404255;74.842767;49.323744
17;rdi_setor;Demografia;False;2477;18.330149;10.854594;10.884354;16.666667;24.331551;17.537189
17;prop_70mais_entre_60mais;Demografia;False;2350;44.421412;11.988881;38.297872;44.680851;50.495050;45.706064
21;pct_agua_inad;Saneamento;True;7720;0.245713;0.315877;0.000000;0.077505;0.427926;0.235075
21;pct_esgoto_inad;Saneamento;True;7720;0.456243;0.416412;0.032538;0.314131;0.942308;0.464037
21;pct_lixo_inad;Saneamento;True;7718;0.148535;0.253744;0.000000;0.028037;0.165379;0.128295
21;razao_moradores;Socioeconômica;True;7720;3.154142;0.334055;2.981588;3.158017;3.334635;3.161851
21;pct_analfab;Socioeconômica;True;7431;0.110826;0.074991;0.049640;0.098361;0.161593;0.111747
21;renda_media;Socioeconômica;True;7720;2034.352210;2192.421246;1241.362500;1538.745000;2097.882500;2034.352210
21;pct_raca_pretpardind;Socioeconômica;True;7720;0.768450;0.092857;0.722953;0.784023;0.829018;0.774555
21;pct_dom_improv;Morfologia;False;7219;0.000346;0.005738;0.000000;0.000000;0.000000;0.000303
21;pct_hab_precaria;Morfologia;False;7720;0.005332;0.024282;0.000000;0.000000;0.000000;0.005660
21;pct_moradia_convencional;Morfologia;False;7720;0.992607;0.024503;0.995098;1.000000;1.000000;0.992596
21;pct_moradia_nao_convencional;Morfologia;False;7720;0.005055;0.023613;0.000000;0.000000;0.000000;0.005421
21;pct_apartamento;Morfologia;False;7108;0.062864;0.221931;0.000000;0.000000;0.000000;0.061594
21;pct_casa;Morfologia;False;7628;0.921665;0.208154;0.958107;0.995633;1.000000;0.922099
21;pct_casa_vila_condominio;Morfologia;False;6716;0.027639;0.094044;0.000000;0.000000;0.015826;0.028107
21;pct_sem_agua_canalizada;Saneamento;False;7713;0.103048;0.163726;0.004444;0.028125;0.129167;0.900922
21;pct_agua_nao_encanada;Saneamento;False;6063;0.030672;0.090031;0.000000;0.000000;0.019355;0.028788
21;pct_agua_so_terreno;Saneamento;False;6344;0.091805;0.133925;0.000000;0.035714;0.125589;0.089078
21;pct_sem_banheiro;Saneamento;False;6094;0.060061;0.105104;0.000000;0.018987;0.070124;0.055501
21;pct_sem_banheiro_nem_sanitario;Saneamento;False;6231;0.005784;0.026589;0.000000;0.000000;0.000000;0.004892
21;pct_resp_feminino;Socioeconômica;False;7706;0.556769;0.094846;0.500000;0.561644;0.621752;0.559170
21;pct_crianca_0a4;Demografia;False;7681;0.072831;0.022611;0.057579;0.071523;0.086375;0.073439
21;pct_pop_0a14;Demografia;False;7714;0.228726;0.054188;0.191309;0.228588;0.264338;0.232573
21;pct_idoso_60mais;Demografia;False;7690;0.120196;0.053415;0.081506;0.115193;0.152664;0.118658
21;iep_setor;Demografia;False;7681;60.221567;43.082856;31.914894;49.305556;76.315789;51.024132
21;rdi_setor;Demografia;False;7690;18.850908;9.398579;12.366926;17.794011;23.869458;18.292767
21;prop_70mais_entre_60mais;Demografia;False;7545;44.146192;10.077600;38.016529;44.628099;50.248756;45.467546
22;pct_agua_inad;Saneamento;True;3906;0.080766;0.186804;0.000000;0.000000;0.061000;0.069037
22;pct_esgoto_inad;Saneamento;True;3906;0.419924;0.418861;0.011091;0.227594;0.927874;0.413671
22;pct_lixo_inad;Saneamento;True;3906;0.078008;0.183803;0.000000;0.000000;0.059783;0.064824
22;razao_moradores;Socioeconômica;True;3906;3.041069;0.284841;2.856238;3.034953;3.226584;3.036850
22;pct_analfab;Socioeconômica;True;3820;0.127448;0.075815;0.069460;0.119718;0.175523;0.123383
22;renda_media;Socioeconômica;True;3906;2134.142983;1877.509848;1267.905000;1575.090000;2222.135000;2134.142983
22;pct_raca_pretpardind;Socioeconômica;True;3906;0.752679;0.102847;0.700428;0.774813;0.824421;0.754059
22;pct_dom_improv;Morfologia;False;3628;0.000152;0.002369;0.000000;0.000000;0.000000;0.000135
22;pct_hab_precaria;Morfologia;False;3906;0.000982;0.007673;0.000000;0.000000;0.000000;0.000922
22;pct_moradia_convencional;Morfologia;False;3906;0.997018;0.009468;0.997275;1.000000;1.000000;0.997388
22;pct_moradia_nao_convencional;Morfologia;False;3906;0.000861;0.007359;0.000000;0.000000;0.000000;0.000817
22;pct_apartamento;Morfologia;False;3463;0.069483;0.207918;0.000000;0.000000;0.015244;0.074030
22;pct_casa;Morfologia;False;3883;0.932708;0.194282;0.976278;1.000000;1.000000;0.929426
22;pct_casa_vila_condominio;Morfologia;False;3531;0.009070;0.062159;0.000000;0.000000;0.000000;0.009438
22;pct_sem_agua_canalizada;Saneamento;False;3904;0.039778;0.097669;0.000000;0.007143;0.031646;0.964205
22;pct_agua_nao_encanada;Saneamento;False;3073;0.015006;0.060675;0.000000;0.000000;0.000000;0.013911
22;pct_agua_so_terreno;Saneamento;False;2937;0.031840;0.080781;0.000000;0.000000;0.027950;0.029566
22;pct_sem_banheiro;Saneamento;False;2830;0.018253;0.045214;0.000000;0.000000;0.018223;0.016086
22;pct_sem_banheiro_nem_sanitario;Saneamento;False;3257;0.004720;0.021874;0.000000;0.000000;0.000000;0.003719
22;pct_resp_feminino;Socioeconômica;False;3900;0.546116;0.100700;0.482089;0.548584;0.614941;0.546538
22;pct_crianca_0a4;Demografia;False;3883;0.067214;0.023718;0.051331;0.064748;0.080319;0.066362
22;pct_pop_0a14;Demografia;False;3900;0.206812;0.054350;0.169627;0.203004;0.243107;0.206805
22;pct_idoso_60mais;Demografia;False;3882;0.143821;0.066645;0.094153;0.139109;0.187688;0.142867
22;iep_setor;Demografia;False;3876;82.719524;62.862524;40.000000;68.239134;107.973451;69.121646
22;rdi_setor;Demografia;False;3882;22.695844;11.607714;14.181796;21.328645;29.728028;21.969152
22;prop_70mais_entre_60mais;Demografia;False;3803;45.796310;10.656915;39.300977;46.616541;52.272727;47.136670
23;pct_agua_inad;Saneamento;True;12740;0.112167;0.222005;0.000000;0.017897;0.103957;0.097491
23;pct_esgoto_inad;Saneamento;True;12738;0.308398;0.377750;0.000000;0.080000;0.669405;0.278734
23;pct_lixo_inad;Saneamento;True;12740;0.117213;0.241202;0.000000;0.000000;0.090909;0.100660
23;razao_moradores;Socioeconômica;True;12740;2.887184;0.269066;2.728348;2.890411;3.047074;2.879808
23;pct_analfab;Socioeconômica;True;12381;0.120385;0.079811;0.059016;0.105072;0.169355;0.109037
23;renda_media;Socioeconômica;True;12739;2048.384696;2037.451657;1187.295000;1465.530000;2027.740000;2048.384696
23;pct_raca_pretpardind;Socioeconômica;True;12740;0.701146;0.113122;0.642707;0.717517;0.774856;0.700799
23;pct_dom_improv;Morfologia;False;11984;0.000298;0.006602;0.000000;0.000000;0.000000;0.000221
23;pct_hab_precaria;Morfologia;False;12740;0.001024;0.011831;0.000000;0.000000;0.000000;0.000996
23;pct_moradia_convencional;Morfologia;False;12740;0.996002;0.014315;0.996251;1.000000;1.000000;0.997018
23;pct_moradia_nao_convencional;Morfologia;False;12740;0.000771;0.010007;0.000000;0.000000;0.000000;0.000814
23;pct_apartamento;Morfologia;False;11144;0.126125;0.243521;0.000000;0.023891;0.115159;0.148098
23;pct_casa;Morfologia;False;12617;0.861721;0.235649;0.850000;0.962319;1.000000;0.839758
23;pct_casa_vila_condominio;Morfologia;False;11379;0.036136;0.105130;0.000000;0.000000;0.022599;0.040575
23;pct_sem_agua_canalizada;Saneamento;False;12728;0.032619;0.087144;0.000000;0.007299;0.025782;0.974674
23;pct_agua_nao_encanada;Saneamento;False;9360;0.018632;0.073517;0.000000;0.000000;0.010833;0.014813
23;pct_agua_so_terreno;Saneamento;False;9273;0.018895;0.061436;0.000000;0.000000;0.011321;0.015370
23;pct_sem_banheiro;Saneamento;False;9563;0.012069;0.047641;0.000000;0.000000;0.000000;0.009968
23;pct_sem_banheiro_nem_sanitario;Saneamento;False;11337;0.000933;0.009071;0.000000;0.000000;0.000000;0.000727
23;pct_resp_feminino;Socioeconômica;False;12716;0.554717;0.101956;0.492701;0.560166;0.623421;0.553227
23;pct_crianca_0a4;Demografia;False;12551;0.064391;0.021385;0.049839;0.063380;0.077600;0.064505
23;pct_pop_0a14;Demografia;False;12703;0.200119;0.050769;0.168421;0.201536;0.233189;0.202305
23;pct_idoso_60mais;Demografia;False;12682;0.147077;0.062466;0.102192;0.139932;0.184906;0.142216
23;iep_setor;Demografia;False;12608;86.443431;79.362643;44.827586;69.613084;105.619733;70.301026
23;rdi_setor;Demografia;False;12679;23.208244;12.214917;15.269139;21.374046;29.107809;21.704200
23;prop_70mais_entre_60mais;Demografia;False;12439;46.442831;10.716628;40.000000;46.666667;52.777778;47.177271
24;pct_agua_inad;Saneamento;True;4100;0.071894;0.182271;0.000000;0.000000;0.041405;0.057409
24;pct_esgoto_inad;Saneamento;True;4100;0.324909;0.390839;0.000000;0.068293;0.761508;0.318919
24;pct_lixo_inad;Saneamento;True;4100;0.058478;0.164108;0.000000;0.000000;0.029229;0.052996
24;razao_moradores;Socioeconômica;True;4100;2.865399;0.244029;2.730568;2.878049;3.009050;2.858107
24;pct_analfab;Socioeconômica;True;4004;0.118425;0.073526;0.059704;0.112051;0.167624;0.113990
24;renda_media;Socioeconômica;True;4099;2429.870481;2291.573289;1345.130000;1716.380000;2399.570000;2429.870481
24;pct_raca_pretpardind;Socioeconômica;True;4100;0.585882;0.115047;0.521321;0.607310;0.667996;0.586512
24;pct_dom_improv;Morfologia;False;3792;0.000486;0.010852;0.000000;0.000000;0.000000;0.000551
24;pct_hab_precaria;Morfologia;False;4100;0.001020;0.012063;0.000000;0.000000;0.000000;0.001100
24;pct_moradia_convencional;Morfologia;False;4100;0.997002;0.008363;0.996307;1.000000;1.000000;0.997489
24;pct_moradia_nao_convencional;Morfologia;False;4100;0.000596;0.006148;0.000000;0.000000;0.000000;0.000615
24;pct_apartamento;Morfologia;False;3564;0.111687;0.249112;0.000000;0.000000;0.061244;0.127551
24;pct_casa;Morfologia;False;4063;0.868588;0.239804;0.875000;0.973568;1.000000;0.851235
