NM_MUN;CD_MUN;CD_UF;indicador;dimensao;componente_ivs;n_setores;media_entre_setores;dp_entre_setores;p25;mediana;p75;razao_agregada
Alta Floresta D'Oeste;1100015;11;pct_agua_inad;Saneamento;True;25;0.605260;0.275142;0.423529;0.556701;0.823529;0.586193
Alta Floresta D'Oeste;1100015;11;pct_esgoto_inad;Saneamento;True;25;0.741714;0.386380;0.850534;0.941176;0.977778;0.800374
Alta Floresta D'Oeste;1100015;11;pct_lixo_inad;Saneamento;True;25;0.191431;0.358984;0.000000;0.014423;0.099644;0.072156
Alta Floresta D'Oeste;1100015;11;razao_moradores;Socioeconômica;True;25;2.688904;0.195571;2.570447;2.673077;2.761905;2.686421
Alta Floresta D'Oeste;1100015;11;pct_analfab;Socioeconômica;True;25;0.082260;0.046099;0.051887;0.071101;0.106061;0.077316
Alta Floresta D'Oeste;1100015;11;renda_media;Socioeconômica;True;25;2659.256800;881.949242;1986.670000;2407.790000;3182.320000;2659.256800
Alta Floresta D'Oeste;1100015;11;pct_raca_pretpardind;Socioeconômica;True;25;0.646368;0.069128;0.615385;0.653543;0.666667;0.642951
Alta Floresta D'Oeste;1100015;11;pct_dom_improv;Morfologia;False;22;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Alta Floresta D'Oeste;1100015;11;pct_hab_precaria;Morfologia;False;25;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Alta Floresta D'Oeste;1100015;11;pct_moradia_convencional;Morfologia;False;25;0.998328;0.003680;0.997512;1.000000;1.000000;0.997921
Alta Floresta D'Oeste;1100015;11;pct_moradia_nao_convencional;Morfologia;False;25;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Alta Floresta D'Oeste;1100015;11;pct_apartamento;Morfologia;False;22;0.001705;0.005622;0.000000;0.000000;0.000000;0.002235
Alta Floresta D'Oeste;1100015;11;pct_casa;Morfologia;False;25;0.996828;0.006825;0.997024;1.000000;1.000000;0.996049
Alta Floresta D'Oeste;1100015;11;pct_casa_vila_condominio;Morfologia;False;20;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Alta Floresta D'Oeste;1100015;11;pct_sem_agua_canalizada;Saneamento;False;25;0.016307;0.032062;0.000000;0.004673;0.010309;0.987939
Alta Floresta D'Oeste;1100015;11;pct_agua_nao_encanada;Saneamento;False;18;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Alta Floresta D'Oeste;1100015;11;pct_agua_so_terreno;Saneamento;False;16;0.018256;0.038234;0.000000;0.000000;0.005952;0.014369
Alta Floresta D'Oeste;1100015;11;pct_sem_banheiro;Saneamento;False;19;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Alta Floresta D'Oeste;1100015;11;pct_sem_banheiro_nem_sanitario;Saneamento;False;22;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Alta Floresta D'Oeste;1100015;11;pct_resp_feminino;Socioeconômica;False;25;0.550170;0.116916;0.473684;0.577236;0.645390;0.562760
Alta Floresta D'Oeste;1100015;11;pct_crianca_0a4;Demografia;False;25;0.072359;0.017595;0.064309;0.071918;0.077001;0.072539
Alta Floresta D'Oeste;1100015;11;pct_pop_0a14;Demografia;False;25;0.212871;0.030312;0.195312;0.210046;0.235669;0.212822
Alta Floresta D'Oeste;1100015;11;pct_idoso_60mais;Demografia;False;25;0.146733;0.041665;0.123567;0.144977;0.165354;0.143531
Alta Floresta D'Oeste;1100015;11;iep_setor;Demografia;False;25;72.638877;29.825435;52.432432;67.500000;84.000000;67.441860
Alta Floresta D'Oeste;1100015;11;rdi_setor;Demografia;False;25;23.120426;7.199201;19.284294;22.477876;26.213592;22.305011
Alta Floresta D'Oeste;1100015;11;prop_70mais_entre_60mais;Demografia;False;24;43.580564;7.338092;40.638060;42.361111;46.540179;42.586580
Ariquemes;1100023;11;pct_agua_inad;Saneamento;True;124;0.389269;0.230243;0.223988;0.352730;0.536321;0.377442
Ariquemes;1100023;11;pct_esgoto_inad;Saneamento;True;124;0.616449;0.345490;0.321777;0.750449;0.913683;0.627730
Ariquemes;1100023;11;pct_lixo_inad;Saneamento;True;124;0.007914;0.028866;0.000000;0.000000;0.000000;0.005205
Ariquemes;1100023;11;razao_moradores;Socioeconômica;True;124;2.761394;0.202728;2.644551;2.763853;2.885343;2.758869
Ariquemes;1100023;11;pct_analfab;Socioeconômica;True;120;0.052750;0.029324;0.031763;0.048181;0.074233;0.053175
Ariquemes;1100023;11;renda_media;Socioeconômica;True;124;2821.514435;1422.687530;1933.872500;2362.605000;3301.777500;2821.514435
Ariquemes;1100023;11;pct_raca_pretpardind;Socioeconômica;True;124;0.653670;0.102211;0.591137;0.668650;0.729963;0.659119
Ariquemes;1100023;11;pct_dom_improv;Morfologia;False;112;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Ariquemes;1100023;11;pct_hab_precaria;Morfologia;False;124;0.000069;0.000772;0.000000;0.000000;0.000000;0.000099
Ariquemes;1100023;11;pct_moradia_convencional;Morfologia;False;124;0.996696;0.011993;0.996521;1.000000;1.000000;0.998089
Ariquemes;1100023;11;pct_moradia_nao_convencional;Morfologia;False;124;0.000069;0.000772;0.000000;0.000000;0.000000;0.000099
Ariquemes;1100023;11;pct_apartamento;Morfologia;False;117;0.081952;0.083816;0.027149;0.057325;0.105932;0.073598
Ariquemes;1100023;11;pct_casa;Morfologia;False;124;0.869058;0.149697;0.829451;0.912861;0.959670;0.877425
Ariquemes;1100023;11;pct_casa_vila_condominio;Morfologia;False;102;0.061164;0.141379;0.000000;0.020121;0.059124;0.062251
Ariquemes;1100023;11;pct_sem_agua_canalizada;Saneamento;False;124;0.030925;0.120697;0.000000;0.002528;0.008861;0.974141
Ariquemes;1100023;11;pct_agua_nao_encanada;Saneamento;False;109;0.005371;0.032035;0.000000;0.000000;0.000000;0.007114
Ariquemes;1100023;11;pct_agua_so_terreno;Saneamento;False;91;0.033009;0.135962;0.000000;0.000000;0.008722;0.025493
Ariquemes;1100023;11;pct_sem_banheiro;Saneamento;False;107;0.000454;0.002154;0.000000;0.000000;0.000000;0.000649
Ariquemes;1100023;11;pct_sem_banheiro_nem_sanitario;Saneamento;False;121;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Ariquemes;1100023;11;pct_resp_feminino;Socioeconômica;False;123;0.512150;0.099374;0.456464;0.514599;0.579114;0.515840
Ariquemes;1100023;11;pct_crianca_0a4;Demografia;False;122;0.069160;0.017101;0.057670;0.069141;0.082427;0.071496
Ariquemes;1100023;11;pct_pop_0a14;Demografia;False;123;0.213605;0.037081;0.188975;0.212346;0.238295;0.218734
Ariquemes;1100023;11;pct_idoso_60mais;Demografia;False;122;0.117419;0.045155;0.082212;0.114853;0.148829;0.110980
Ariquemes;1100023;11;iep_setor;Demografia;False;122;59.602845;33.598899;37.643760;53.614329;77.708333;50.731122
Ariquemes;1100023;11;rdi_setor;Demografia;False;122;17.798573;7.438929;12.177284;17.304589;22.631181;16.558921
Ariquemes;1100023;11;prop_70mais_entre_60mais;Demografia;False;120;40.466062;6.728838;36.163804;40.000000;44.797043;40.695297
Cabixi;1100031;11;pct_agua_inad;Saneamento;True;5;0.322975;0.109773;0.271845;0.346847;0.387454;0.333022
Cabixi;1100031;11;pct_esgoto_inad;Saneamento;True;5;0.791037;0.182766;0.795181;0.846847;0.864078;0.772685
Cabixi;1100031;11;pct_lixo_inad;Saneamento;True;5;0.002214;0.004951;0.000000;0.000000;0.000000;0.002806
Cabixi;1100031;11;razao_moradores;Socioeconômica;True;5;2.684040;0.176766;2.523985;2.665049;2.779412;2.662301
Cabixi;1100031;11;pct_analfab;Socioeconômica;True;5;0.088037;0.019928;0.086247;0.091892;0.094470;0.086370
Cabixi;1100031;11;renda_media;Socioeconômica;True;5;2563.966000;407.281526;2190.480000;2648.530000;2811.830000;2563.966000
Cabixi;1100031;11;pct_raca_pretpardind;Socioeconômica;True;5;0.567158;0.015645;0.552773;0.574949;0.576023;0.567463
Cabixi;1100031;11;pct_dom_improv;Morfologia;False;5;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Cabixi;1100031;11;pct_hab_precaria;Morfologia;False;5;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Cabixi;1100031;11;pct_moradia_convencional;Morfologia;False;5;0.999262;0.001650;1.000000;1.000000;1.000000;0.999065
Cabixi;1100031;11;pct_moradia_nao_convencional;Morfologia;False;5;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Cabixi;1100031;11;pct_apartamento;Morfologia;False;5;0.002703;0.006043;0.000000;0.000000;0.000000;0.002806
Cabixi;1100031;11;pct_casa;Morfologia;False;5;0.996559;0.005853;0.996310;1.000000;1.000000;0.996258
Cabixi;1100031;11;pct_casa_vila_condominio;Morfologia;False;4;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Cabixi;1100031;11;pct_sem_agua_canalizada;Saneamento;False;5;0.003441;0.005853;0.000000;0.000000;0.003690;0.996258
Cabixi;1100031;11;pct_agua_nao_encanada;Saneamento;False;4;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Cabixi;1100031;11;pct_agua_so_terreno;Saneamento;False;3;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Cabixi;1100031;11;pct_sem_banheiro;Saneamento;False;5;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Cabixi;1100031;11;pct_sem_banheiro_nem_sanitario;Saneamento;False;5;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Cabixi;1100031;11;pct_resp_feminino;Socioeconômica;False;5;0.367863;0.055423;0.339806;0.343373;0.387454;0.371375
Cabixi;1100031;11;pct_crianca_0a4;Demografia;False;5;0.065812;0.015847;0.065256;0.067979;0.078029;0.064301
Cabixi;1100031;11;pct_pop_0a14;Demografia;False;5;0.220371;0.017429;0.211091;0.218579;0.234568;0.218904
Cabixi;1100031;11;pct_idoso_60mais;Demografia;False;5;0.177910;0.032525;0.153439;0.179825;0.205829;0.178848
Cabixi;1100031;11;iep_setor;Demografia;False;5;81.760745;19.189279;65.413534;91.111111;94.166667;81.701445
Cabixi;1100031;11;rdi_setor;Demografia;False;5;29.754702;6.500685;25.072046;28.873239;35.759494;29.696616
Cabixi;1100031;11;prop_70mais_entre_60mais;Demografia;False;5;42.451175;6.081784;36.585366;44.827586;47.761194;41.650295
Cacoal;1100049;11;pct_agua_inad;Saneamento;True;113;0.071423;0.190937;0.000000;0.015000;0.043243;0.043265
Cacoal;1100049;11;pct_esgoto_inad;Saneamento;True;113;0.150194;0.277210;0.000000;0.016216;0.123404;0.111269
Cacoal;1100049;11;pct_lixo_inad;Saneamento;True;113;0.028070;0.104250;0.000000;0.000000;0.000000;0.011415
Cacoal;1100049;11;razao_moradores;Socioeconômica;True;113;2.696778;0.251565;2.572785;2.726277;2.830435;2.676933
Cacoal;1100049;11;pct_analfab;Socioeconômica;True;109;0.053807;0.037011;0.031196;0.043557;0.068182;0.051102
Cacoal;1100049;11;renda_media;Socioeconômica;True;113;3348.210088;3451.052737;2077.910000;2920.400000;3412.280000;3348.210088
Cacoal;1100049;11;pct_raca_pretpardind;Socioeconômica;True;113;0.620238;0.098584;0.558219;0.637755;0.691781;0.629758
Cacoal;1100049;11;pct_dom_improv;Morfologia;False;103;0.000201;0.002039;0.000000;0.000000;0.000000;0.000124
Cacoal;1100049;11;pct_hab_precaria;Morfologia;False;113;0.001097;0.008961;0.000000;0.000000;0.000000;0.000936
Cacoal;1100049;11;pct_moradia_convencional;Morfologia;False;113;0.995725;0.012869;0.995595;1.000000;1.000000;0.996781
Cacoal;1100049;11;pct_moradia_nao_convencional;Morfologia;False;113;0.001097;0.008961;0.000000;0.000000;0.000000;0.000936
Cacoal;1100049;11;pct_apartamento;Morfologia;False;98;0.103425;0.160154;0.000000;0.044468;0.117330;0.106901
Cacoal;1100049;11;pct_casa;Morfologia;False;113;0.898474;0.155665;0.886179;0.961240;0.992000;0.895430
Cacoal;1100049;11;pct_casa_vila_condominio;Morfologia;False;98;0.008711;0.045323;0.000000;0.000000;0.000000;0.009228
Cacoal;1100049;11;pct_sem_agua_canalizada;Saneamento;False;113;0.010220;0.079138;0.000000;0.000000;0.004032;0.996632
Cacoal;1100049;11;pct_agua_nao_encanada;Saneamento;False;105;0.000153;0.001570;0.000000;0.000000;0.000000;0.000247
Cacoal;1100049;11;pct_agua_so_terreno;Saneamento;False;77;0.011922;0.095960;0.000000;0.000000;0.000000;0.001897
Cacoal;1100049;11;pct_sem_banheiro;Saneamento;False;92;0.000144;0.001378;0.000000;0.000000;0.000000;0.000139
Cacoal;1100049;11;pct_sem_banheiro_nem_sanitario;Saneamento;False;106;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Cacoal;1100049;11;pct_resp_feminino;Socioeconômica;False;113;0.491305;0.107593;0.407080;0.507614;0.579310;0.492314
Cacoal;1100049;11;pct_crianca_0a4;Demografia;False;111;0.068734;0.020716;0.056055;0.068345;0.078555;0.067536
Cacoal;1100049;11;pct_pop_0a14;Demografia;False;113;0.201097;0.045967;0.168331;0.205797;0.228228;0.201959
Cacoal;1100049;11;pct_idoso_60mais;Demografia;False;111;0.125889;0.045650;0.088285;0.122449;0.156883;0.124550
Cacoal;1100049;11;iep_setor;Demografia;False;111;69.969027;38.294690;40.131651;62.962963;90.492958;61.662737
Cacoal;1100049;11;rdi_setor;Demografia;False;111;18.925333;7.289600;13.427292;18.417266;23.680124;18.498180
Cacoal;1100049;11;prop_70mais_entre_60mais;Demografia;False;109;39.782325;9.253294;35.714286;40.000000;43.356643;40.265886
Cerejeiras;1100056;11;pct_agua_inad;Saneamento;True;23;0.471091;0.200966;0.358040;0.482866;0.556001;0.445016
Cerejeiras;1100056;11;pct_esgoto_inad;Saneamento;True;23;0.058501;0.098770;0.000000;0.000000;0.061309;0.068229
Cerejeiras;1100056;11;pct_lixo_inad;Saneamento;True;23;0.085424;0.186699;0.000000;0.000000;0.049573;0.062702
Cerejeiras;1100056;11;razao_moradores;Socioeconômica;True;23;2.675868;0.109831;2.604809;2.666667;2.724200;2.672956
Cerejeiras;1100056;11;pct_analfab;Socioeconômica;True;23;0.078423;0.031078;0.056270;0.078014;0.101200;0.079367
Cerejeiras;1100056;11;renda_media;Socioeconômica;True;23;2611.363478;785.325311;2020.240000;2430.290000;3112.550000;2611.363478
Cerejeiras;1100056;11;pct_raca_pretpardind;Socioeconômica;True;23;0.599502;0.070410;0.547158;0.585000;0.655007;0.606415
Cerejeiras;1100056;11;pct_dom_improv;Morfologia;False;21;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Cerejeiras;1100056;11;pct_hab_precaria;Morfologia;False;23;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Cerejeiras;1100056;11;pct_moradia_convencional;Morfologia;False;23;0.997007;0.005211;0.995918;1.000000;1.000000;0.997332
Cerejeiras;1100056;11;pct_moradia_nao_convencional;Morfologia;False;23;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Cerejeiras;1100056;11;pct_apartamento;Morfologia;False;18;0.017478;0.031942;0.000000;0.000000;0.017900;0.011697
Cerejeiras;1100056;11;pct_casa;Morfologia;False;23;0.982380;0.027860;0.980102;0.993311;1.000000;0.986659
Cerejeiras;1100056;11;pct_casa_vila_condominio;Morfologia;False;19;0.001148;0.005003;0.000000;0.000000;0.000000;0.001694
Cerejeiras;1100056;11;pct_sem_agua_canalizada;Saneamento;False;23;0.013867;0.028309;0.000000;0.003425;0.013190;0.983229
Cerejeiras;1100056;11;pct_agua_nao_encanada;Saneamento;False;19;0.007148;0.026298;0.000000;0.000000;0.000000;0.009667
Cerejeiras;1100056;11;pct_agua_so_terreno;Saneamento;False;16;0.006876;0.017902;0.000000;0.000000;0.000000;0.009369
Cerejeiras;1100056;11;pct_sem_banheiro;Saneamento;False;19;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Cerejeiras;1100056;11;pct_sem_banheiro_nem_sanitario;Saneamento;False;23;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Cerejeiras;1100056;11;pct_resp_feminino;Socioeconômica;False;23;0.579730;0.082284;0.513429;0.603704;0.655965;0.585714
Cerejeiras;1100056;11;pct_crianca_0a4;Demografia;False;23;0.074723;0.015787;0.064765;0.067976;0.086955;0.076408
Cerejeiras;1100056;11;pct_pop_0a14;Demografia;False;23;0.215526;0.028125;0.195176;0.212938;0.232830;0.216892
Cerejeiras;1100056;11;pct_idoso_60mais;Demografia;False;23;0.148043;0.036772;0.116780;0.147500;0.169786;0.142338
Cerejeiras;1100056;11;iep_setor;Demografia;False;23;71.283134;24.731310;50.773196;73.684211;86.683576;65.626027
Cerejeiras;1100056;11;rdi_setor;Demografia;False;23;23.452130;6.735472;17.938966;22.300885;26.747143;22.213571
Cerejeiras;1100056;11;prop_70mais_entre_60mais;Demografia;False;23;44.639165;4.458945;40.720663;45.132743;46.349206;44.817226
Colorado do Oeste;1100064;11;pct_agua_inad;Saneamento;True;32;0.090004;0.080198;0.032415;0.063564;0.146871;0.078207
Colorado do Oeste;1100064;11;pct_esgoto_inad;Saneamento;True;32;0.657129;0.392630;0.301587;0.846053;0.964663;0.632909
Colorado do Oeste;1100064;11;pct_lixo_inad;Saneamento;True;32;0.016315;0.037552;0.000000;0.000000;0.012041;0.010325
Colorado do Oeste;1100064;11;razao_moradores;Socioeconômica;True;32;2.567700;0.135124;2.483553;2.543121;2.663598;2.572276
Colorado do Oeste;1100064;11;pct_analfab;Socioeconômica;True;31;0.106428;0.055174;0.070262;0.091837;0.131462;0.094660
Colorado do Oeste;1100064;11;renda_media;Socioeconômica;True;32;2518.392500;907.647453;1974.722500;2371.335000;2943.587500;2518.392500
Colorado do Oeste;1100064;11;pct_raca_pretpardind;Socioeconômica;True;32;0.651336;0.085902;0.589642;0.665316;0.706578;0.639935
Colorado do Oeste;1100064;11;pct_dom_improv;Morfologia;False;32;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Colorado do Oeste;1100064;11;pct_hab_precaria;Morfologia;False;32;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Colorado do Oeste;1100064;11;pct_moradia_convencional;Morfologia;False;32;0.996629;0.005124;0.994231;1.000000;1.000000;0.996924
Colorado do Oeste;1100064;11;pct_moradia_nao_convencional;Morfologia;False;32;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Colorado do Oeste;1100064;11;pct_apartamento;Morfologia;False;25;0.013497;0.039251;0.000000;0.000000;0.000000;0.011523
Colorado do Oeste;1100064;11;pct_casa;Morfologia;False;32;0.982754;0.039297;0.983830;0.998355;1.000000;0.984622
Colorado do Oeste;1100064;11;pct_casa_vila_condominio;Morfologia;False;29;0.003675;0.012948;0.000000;0.000000;0.000000;0.003804
Colorado do Oeste;1100064;11;pct_sem_agua_canalizada;Saneamento;False;32;0.009874;0.026874;0.000000;0.000000;0.008688;0.992091
Colorado do Oeste;1100064;11;pct_agua_nao_encanada;Saneamento;False;30;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Colorado do Oeste;1100064;11;pct_agua_so_terreno;Saneamento;False;24;0.006340;0.028520;0.000000;0.000000;0.000000;0.006154
Colorado do Oeste;1100064;11;pct_sem_banheiro;Saneamento;False;29;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Colorado do Oeste;1100064;11;pct_sem_banheiro_nem_sanitario;Saneamento;False;32;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Colorado do Oeste;1100064;11;pct_resp_feminino;Socioeconômica;False;32;0.512522;0.122036;0.454527;0.510417;0.602835;0.513840
Colorado do Oeste;1100064;11;pct_crianca_0a4;Demografia;False;31;0.063947;0.015219;0.052093;0.063872;0.072573;0.063477
Colorado do Oeste;1100064;11;pct_pop_0a14;Demografia;False;32;0.189882;0.038707;0.169567;0.194037;0.212035;0.196943
Colorado do Oeste;1100064;11;pct_idoso_60mais;Demografia;False;32;0.170072;0.037340;0.149358;0.167599;0.180596;0.162952
Colorado do Oeste;1100064;11;iep_setor;Demografia;False;32;97.262619;43.341446;68.061829;82.746325;102.987132;82.740676
Colorado do Oeste;1100064;11;rdi_setor;Demografia;False;32;26.808091;6.616946;23.118796;25.636969;29.208333;25.473965
Colorado do Oeste;1100064;11;prop_70mais_entre_60mais;Demografia;False;32;45.575929;9.323909;40.468750;46.689950;50.529515;45.387841
Corumbiara;1100072;11;pct_agua_inad;Saneamento;True;4;0.490220;0.088930;0.451009;0.467914;0.507126;0.477011
Corumbiara;1100072;11;pct_esgoto_inad;Saneamento;True;4;0.920543;0.027203;0.912686;0.922419;0.930276;0.919540
Corumbiara;1100072;11;pct_lixo_inad;Saneamento;True;4;0.015814;0.025528;0.000000;0.004890;0.020704;0.013410
Corumbiara;1100072;11;razao_moradores;Socioeconômica;True;4;2.655920;0.022027;2.649424;2.662618;2.669113;2.658046
Corumbiara;1100072;11;pct_analfab;Socioeconômica;True;4;0.088378;0.031007;0.072089;0.081750;0.098039;0.086614
Corumbiara;1100072;11;renda_media;Socioeconômica;True;4;2272.045000;387.987530;2067.905000;2238.665000;2442.805000;2272.045000
Corumbiara;1100072;11;pct_raca_pretpardind;Socioeconômica;True;4;0.673833;0.019542;0.670246;0.678512;0.682099;0.674101
Corumbiara;1100072;11;pct_dom_improv;Morfologia;False;3;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Corumbiara;1100072;11;pct_hab_precaria;Morfologia;False;4;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Corumbiara;1100072;11;pct_moradia_convencional;Morfologia;False;4;0.997035;0.003611;0.994773;0.997738;1.000000;0.996169
Corumbiara;1100072;11;pct_moradia_nao_convencional;Morfologia;False;4;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Corumbiara;1100072;11;pct_apartamento;Morfologia;False;3;0.006033;0.010450;0.000000;0.000000;0.009050;0.006299
Corumbiara;1100072;11;pct_casa;Morfologia;False;4;0.992510;0.010666;0.988843;0.996333;1.000000;0.992337
Corumbiara;1100072;11;pct_casa_vila_condominio;Morfologia;False;2;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Corumbiara;1100072;11;pct_sem_agua_canalizada;Saneamento;False;4;0.013518;0.015151;0.006787;0.009415;0.016146;0.986590
Corumbiara;1100072;11;pct_agua_nao_encanada;Saneamento;False;4;0.001834;0.003667;0.000000;0.000000;0.001834;0.002874
Corumbiara;1100072;11;pct_agua_so_terreno;Saneamento;False;2;0.017621;0.024920;0.008811;0.017621;0.026432;0.019324
Corumbiara;1100072;11;pct_sem_banheiro;Saneamento;False;2;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Corumbiara;1100072;11;pct_sem_banheiro_nem_sanitario;Saneamento;False;4;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Corumbiara;1100072;11;pct_resp_feminino;Socioeconômica;False;4;0.482941;0.162965;0.356033;0.492560;0.619469;0.510029
Corumbiara;1100072;11;pct_crianca_0a4;Demografia;False;4;0.077380;0.007782;0.072098;0.078544;0.083825;0.076978
Corumbiara;1100072;11;pct_pop_0a14;Demografia;False;4;0.221762;0.007882;0.217478;0.222508;0.226791;0.223381
Corumbiara;1100072;11;pct_idoso_60mais;Demografia;False;4;0.121889;0.003990;0.120493;0.123284;0.124679;0.122302
Corumbiara;1100072;11;iep_setor;Demografia;False;4;54.979327;1.316502;54.141100;54.510988;55.349216;54.750403
Corumbiara;1100072;11;rdi_setor;Demografia;False;4;18.581564;0.890649;18.340851;18.852637;19.093349;18.691589
Corumbiara;1100072;11;prop_70mais_entre_60mais;Demografia;False;4;45.589037;4.034194;43.347576;43.750000;45.991461;45.000000
Costa Marques;1100080;11;pct_agua_inad;Saneamento;True;12;0.613494;0.132139;0.528240;0.593594;0.648419;0.618712
Costa Marques;1100080;11;pct_esgoto_inad;Saneamento;True;12;0.812487;0.216740;0.771543;0.854597;0.982669;0.797837
Costa Marques;1100080;11;pct_lixo_inad;Saneamento;True;12;0.123596;0.218897;0.020105;0.035762;0.098222;0.118007
Costa Marques;1100080;11;razao_moradores;Socioeconômica;True;12;3.107234;0.229802;3.006367;3.163074;3.295890;3.094029
Costa Marques;1100080;11;pct_analfab;Socioeconômica;True;12;0.060001;0.026903;0.041336;0.057145;0.074110;0.061535
Costa Marques;1100080;11;renda_media;Socioeconômica;True;12;2183.990000;485.354929;1890.677500;2198.070000;2524.822500;2183.990000
Costa Marques;1100080;11;pct_raca_pretpardind;Socioeconômica;True;12;0.793571;0.053306;0.755975;0.799996;0.817035;0.790870
Costa Marques;1100080;11;pct_dom_improv;Morfologia;False;12;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Costa Marques;1100080;11;pct_hab_precaria;Morfologia;False;12;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Costa Marques;1100080;11;pct_moradia_convencional;Morfologia;False;12;0.997280;0.005039;0.997817;1.000000;1.000000;0.997649
Costa Marques;1100080;11;pct_moradia_nao_convencional;Morfologia;False;12;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Costa Marques;1100080;11;pct_apartamento;Morfologia;False;11;0.002307;0.007653;0.000000;0.000000;0.000000;0.002634
Costa Marques;1100080;11;pct_casa;Morfologia;False;12;0.995165;0.008156;0.990899;1.000000;1.000000;0.995299
Costa Marques;1100080;11;pct_casa_vila_condominio;Morfologia;False;10;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Costa Marques;1100080;11;pct_sem_agua_canalizada;Saneamento;False;12;0.146835;0.256825;0.037922;0.067751;0.098774;0.855665
Costa Marques;1100080;11;pct_agua_nao_encanada;Saneamento;False;8;0.028490;0.029126;0.014607;0.024677;0.026362;0.027607
Costa Marques;1100080;11;pct_agua_so_terreno;Saneamento;False;10;0.148159;0.251067;0.032525;0.057379;0.096065;0.142061
Costa Marques;1100080;11;pct_sem_banheiro;Saneamento;False;11;0.027484;0.026956;0.013903;0.026846;0.030453;0.029116
Costa Marques;1100080;11;pct_sem_banheiro_nem_sanitario;Saneamento;False;10;0.002555;0.005516;0.000000;0.000000;0.000000;0.003542
Costa Marques;1100080;11;pct_resp_feminino;Socioeconômica;False;12;0.497921;0.052866;0.478236;0.517590;0.535870;0.495771
Costa Marques;1100080;11;pct_crianca_0a4;Demografia;False;12;0.080271;0.014225;0.070140;0.079441;0.087164;0.080224
Costa Marques;1100080;11;pct_pop_0a14;Demografia;False;12;0.251273;0.029927;0.230751;0.246753;0.267800;0.253261
Costa Marques;1100080;11;pct_idoso_60mais;Demografia;False;12;0.104727;0.024741;0.088519;0.097174;0.118198;0.103882
Costa Marques;1100080;11;iep_setor;Demografia;False;12;42.460786;12.015399;34.487179;40.603733;50.274501;41.017964
Costa Marques;1100080;11;rdi_setor;Demografia;False;12;16.389277;4.360774;13.345782;15.702808;18.544560;16.159472
Costa Marques;1100080;11;prop_70mais_entre_60mais;Demografia;False;12;41.705956;6.513954;35.980592;41.666667;46.495195;42.335766
Espigão D'Oeste;1100098;11;pct_agua_inad;Saneamento;True;36;0.387282;0.202128;0.241350;0.345671;0.523232;0.401421
Espigão D'Oeste;1100098;11;pct_esgoto_inad;Saneamento;True;36;0.669001;0.309999;0.363017;0.795900;0.934710;0.654393
Espigão D'Oeste;1100098;11;pct_lixo_inad;Saneamento;True;36;0.087318;0.268058;0.000000;0.000000;0.000000;0.040698
Espigão D'Oeste;1100098;11;razao_moradores;Socioeconômica;True;36;2.787584;0.179243;2.683987;2.769896;2.912042;2.766279
Espigão D'Oeste;1100098;11;pct_analfab;Socioeconômica;True;35;0.071759;0.040817;0.043163;0.066210;0.088332;0.073735
Espigão D'Oeste;1100098;11;renda_media;Socioeconômica;True;36;2375.519167;615.164652;1850.405000;2362.285000;2814.590000;2375.519167
